,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
p_pain[4321],0.785,0.043,0.705,0.864,0.0,0.0,39422.0,18781.0,1.0
p_pain[4322],0.289,0.054,0.189,0.389,0.0,0.0,21314.0,12707.0,1.0
p_pain[4323],0.951,0.024,0.907,0.989,0.0,0.0,31875.0,19403.0,1.0
p_pain[4324],0.981,0.013,0.957,0.998,0.0,0.0,26897.0,18922.0,1.0
p_pain[4325],0.967,0.018,0.934,0.995,0.0,0.0,29224.0,19215.0,1.0
p_pain[4326],0.119,0.052,0.036,0.217,0.0,0.0,20869.0,13406.0,1.0
p_pain[4327],0.907,0.036,0.84,0.969,0.0,0.0,37863.0,18952.0,1.0
p_pain[4328],0.866,0.036,0.798,0.931,0.0,0.0,31257.0,19452.0,1.0
p_pain[4329],0.872,0.039,0.799,0.943,0.0,0.0,36945.0,18928.0,1.0
p_pain[4330],0.948,0.024,0.905,0.987,0.0,0.0,28169.0,19245.0,1.0
p_pain[4331],0.437,0.059,0.326,0.545,0.0,0.0,25788.0,13987.0,1.0
p_pain[4332],0.931,0.03,0.875,0.979,0.0,0.0,34837.0,19167.0,1.0
p_pain[4333],0.914,0.032,0.856,0.97,0.0,0.0,32229.0,19403.0,1.0
p_pain[4334],0.825,0.047,0.737,0.911,0.0,0.0,41037.0,19198.0,1.0
p_pain[4335],0.421,0.037,0.352,0.49,0.0,0.0,23302.0,12861.0,1.0
p_pain[4336],0.614,0.061,0.498,0.726,0.0,0.0,36570.0,16876.0,1.0
p_pain[4337],0.549,0.045,0.463,0.631,0.0,0.0,33485.0,16134.0,1.0
p_pain[4338],0.687,0.036,0.62,0.754,0.0,0.0,41037.0,19198.0,1.0
p_pain[4339],0.119,0.052,0.036,0.217,0.0,0.0,20869.0,13406.0,1.0
p_pain[4340],0.699,0.051,0.605,0.794,0.0,0.0,42135.0,18593.0,1.0
p_pain[4341],0.279,0.071,0.144,0.409,0.0,0.0,22292.0,12307.0,1.0
p_pain[4342],0.825,0.047,0.737,0.911,0.0,0.0,41037.0,19198.0,1.0
p_pain[4343],0.951,0.024,0.907,0.989,0.0,0.0,31875.0,19403.0,1.0
p_pain[4344],0.866,0.036,0.798,0.931,0.0,0.0,31257.0,19452.0,1.0
p_pain[4345],0.155,0.055,0.059,0.259,0.0,0.0,20916.0,13203.0,1.0
p_pain[4346],0.687,0.036,0.62,0.754,0.0,0.0,41037.0,19198.0,1.0
p_pain[4347],0.931,0.03,0.875,0.979,0.0,0.0,34837.0,19167.0,1.0
p_pain[4348],0.967,0.018,0.934,0.995,0.0,0.0,29224.0,19215.0,1.0
p_pain[4349],0.289,0.054,0.189,0.389,0.0,0.0,21314.0,12707.0,1.0
p_pain[4350],0.772,0.056,0.667,0.875,0.0,0.0,42458.0,18890.0,1.0
p_pain[4351],0.785,0.043,0.705,0.864,0.0,0.0,39422.0,18781.0,1.0
p_pain[4352],0.914,0.032,0.856,0.97,0.0,0.0,32229.0,19403.0,1.0
p_pain[4353],0.549,0.045,0.463,0.631,0.0,0.0,33485.0,16134.0,1.0
p_pain[4354],0.421,0.037,0.352,0.49,0.0,0.0,23302.0,12861.0,1.0
p_pain[4355],0.614,0.061,0.498,0.726,0.0,0.0,36570.0,16876.0,1.0
p_pain[4356],0.348,0.068,0.224,0.476,0.0,0.0,23302.0,12861.0,1.0
p_pain[4357],0.208,0.057,0.105,0.317,0.0,0.0,21012.0,13245.0,1.0
p_pain[4358],0.907,0.036,0.84,0.969,0.0,0.0,37863.0,18952.0,1.0
p_pain[4359],0.981,0.013,0.957,0.998,0.0,0.0,26897.0,18922.0,1.0
p_pain[4360],0.948,0.024,0.905,0.987,0.0,0.0,28169.0,19245.0,1.0
p_pain[4361],0.437,0.059,0.326,0.545,0.0,0.0,25788.0,13987.0,1.0
p_pain[4362],0.872,0.039,0.799,0.943,0.0,0.0,36945.0,18928.0,1.0
p_pain[4363],0.533,0.071,0.397,0.664,0.0,0.0,30948.0,15420.0,1.0
p_pain[4364],0.967,0.018,0.934,0.995,0.0,0.0,29224.0,19215.0,1.0
p_pain[4365],0.421,0.037,0.352,0.49,0.0,0.0,23302.0,12861.0,1.0
p_pain[4366],0.866,0.036,0.798,0.931,0.0,0.0,31257.0,19452.0,1.0
p_pain[4367],0.687,0.036,0.62,0.754,0.0,0.0,41037.0,19198.0,1.0
p_pain[4368],0.914,0.032,0.856,0.97,0.0,0.0,32229.0,19403.0,1.0
p_pain[4369],0.208,0.057,0.105,0.317,0.0,0.0,21012.0,13245.0,1.0
p_pain[4370],0.931,0.03,0.875,0.979,0.0,0.0,34837.0,19167.0,1.0
p_pain[4371],0.907,0.036,0.84,0.969,0.0,0.0,37863.0,18952.0,1.0
p_pain[4372],0.785,0.043,0.705,0.864,0.0,0.0,39422.0,18781.0,1.0
p_pain[4373],0.119,0.052,0.036,0.217,0.0,0.0,20869.0,13406.0,1.0
p_pain[4374],0.549,0.045,0.463,0.631,0.0,0.0,33485.0,16134.0,1.0
p_pain[4375],0.437,0.059,0.326,0.545,0.0,0.0,25788.0,13987.0,1.0
p_pain[4376],0.279,0.071,0.144,0.409,0.0,0.0,22292.0,12307.0,1.0
p_pain[4377],0.348,0.068,0.224,0.476,0.0,0.0,23302.0,12861.0,1.0
p_pain[4378],0.772,0.056,0.667,0.875,0.0,0.0,42458.0,18890.0,1.0
p_pain[4379],0.533,0.071,0.397,0.664,0.0,0.0,30948.0,15420.0,1.0
p_pain[4380],0.699,0.051,0.605,0.794,0.0,0.0,42135.0,18593.0,1.0
p_pain[4381],0.614,0.061,0.498,0.726,0.0,0.0,36570.0,16876.0,1.0
p_pain[4382],0.872,0.039,0.799,0.943,0.0,0.0,36945.0,18928.0,1.0
p_pain[4383],0.155,0.055,0.059,0.259,0.0,0.0,20916.0,13203.0,1.0
p_pain[4384],0.289,0.054,0.189,0.389,0.0,0.0,21314.0,12707.0,1.0
p_pain[4385],0.948,0.024,0.905,0.987,0.0,0.0,28169.0,19245.0,1.0
p_pain[4386],0.825,0.047,0.737,0.911,0.0,0.0,41037.0,19198.0,1.0
p_pain[4387],0.951,0.024,0.907,0.989,0.0,0.0,31875.0,19403.0,1.0
p_pain[4388],0.981,0.013,0.957,0.998,0.0,0.0,26897.0,18922.0,1.0
p_pain[4389],0.533,0.071,0.397,0.664,0.0,0.0,30948.0,15420.0,1.0
p_pain[4390],0.687,0.036,0.62,0.754,0.0,0.0,41037.0,19198.0,1.0
p_pain[4391],0.825,0.047,0.737,0.911,0.0,0.0,41037.0,19198.0,1.0
p_pain[4392],0.772,0.056,0.667,0.875,0.0,0.0,42458.0,18890.0,1.0
p_pain[4393],0.914,0.032,0.856,0.97,0.0,0.0,32229.0,19403.0,1.0
p_pain[4394],0.951,0.024,0.907,0.989,0.0,0.0,31875.0,19403.0,1.0
p_pain[4395],0.931,0.03,0.875,0.979,0.0,0.0,34837.0,19167.0,1.0
p_pain[4396],0.549,0.045,0.463,0.631,0.0,0.0,33485.0,16134.0,1.0
p_pain[4397],0.208,0.057,0.105,0.317,0.0,0.0,21012.0,13245.0,1.0
p_pain[4398],0.907,0.036,0.84,0.969,0.0,0.0,37863.0,18952.0,1.0
p_pain[4399],0.866,0.036,0.798,0.931,0.0,0.0,31257.0,19452.0,1.0
p_pain[4400],0.785,0.043,0.705,0.864,0.0,0.0,39422.0,18781.0,1.0
p_pain[4401],0.289,0.054,0.189,0.389,0.0,0.0,21314.0,12707.0,1.0
p_pain[4402],0.421,0.037,0.352,0.49,0.0,0.0,23302.0,12861.0,1.0
p_pain[4403],0.614,0.061,0.498,0.726,0.0,0.0,36570.0,16876.0,1.0
p_pain[4404],0.119,0.052,0.036,0.217,0.0,0.0,20869.0,13406.0,1.0
p_pain[4405],0.872,0.039,0.799,0.943,0.0,0.0,36945.0,18928.0,1.0
p_pain[4406],0.981,0.013,0.957,0.998,0.0,0.0,26897.0,18922.0,1.0
p_pain[4407],0.155,0.055,0.059,0.259,0.0,0.0,20916.0,13203.0,1.0
p_pain[4408],0.948,0.024,0.905,0.987,0.0,0.0,28169.0,19245.0,1.0
p_pain[4409],0.348,0.068,0.224,0.476,0.0,0.0,23302.0,12861.0,1.0
p_pain[4410],0.437,0.059,0.326,0.545,0.0,0.0,25788.0,13987.0,1.0
p_pain[4411],0.279,0.071,0.144,0.409,0.0,0.0,22292.0,12307.0,1.0
p_pain[4412],0.699,0.051,0.605,0.794,0.0,0.0,42135.0,18593.0,1.0
p_pain[4413],0.967,0.018,0.934,0.995,0.0,0.0,29224.0,19215.0,1.0
p_pain[4414],0.825,0.047,0.737,0.911,0.0,0.0,41037.0,19198.0,1.0
p_pain[4415],0.948,0.024,0.905,0.987,0.0,0.0,28169.0,19245.0,1.0
p_pain[4416],0.437,0.059,0.326,0.545,0.0,0.0,25788.0,13987.0,1.0
p_pain[4417],0.772,0.056,0.667,0.875,0.0,0.0,42458.0,18890.0,1.0
p_pain[4418],0.533,0.071,0.397,0.664,0.0,0.0,30948.0,15420.0,1.0
p_pain[4419],0.279,0.071,0.144,0.409,0.0,0.0,22292.0,12307.0,1.0
p_pain[4420],0.931,0.03,0.875,0.979,0.0,0.0,34837.0,19167.0,1.0
p_pain[4421],0.866,0.036,0.798,0.931,0.0,0.0,31257.0,19452.0,1.0
p_pain[4422],0.348,0.068,0.224,0.476,0.0,0.0,23302.0,12861.0,1.0
p_pain[4423],0.208,0.057,0.105,0.317,0.0,0.0,21012.0,13245.0,1.0
p_pain[4424],0.155,0.055,0.059,0.259,0.0,0.0,20916.0,13203.0,1.0
p_pain[4425],0.289,0.054,0.189,0.389,0.0,0.0,21314.0,12707.0,1.0
p_pain[4426],0.785,0.043,0.705,0.864,0.0,0.0,39422.0,18781.0,1.0
p_pain[4427],0.914,0.032,0.856,0.97,0.0,0.0,32229.0,19403.0,1.0
p_pain[4428],0.951,0.024,0.907,0.989,0.0,0.0,31875.0,19403.0,1.0
p_pain[4429],0.699,0.051,0.605,0.794,0.0,0.0,42135.0,18593.0,1.0
p_pain[4430],0.421,0.037,0.352,0.49,0.0,0.0,23302.0,12861.0,1.0
p_pain[4431],0.119,0.052,0.036,0.217,0.0,0.0,20869.0,13406.0,1.0
p_pain[4432],0.907,0.036,0.84,0.969,0.0,0.0,37863.0,18952.0,1.0
p_pain[4433],0.549,0.045,0.463,0.631,0.0,0.0,33485.0,16134.0,1.0
p_pain[4434],0.967,0.018,0.934,0.995,0.0,0.0,29224.0,19215.0,1.0
p_pain[4435],0.614,0.061,0.498,0.726,0.0,0.0,36570.0,16876.0,1.0
p_pain[4436],0.872,0.039,0.799,0.943,0.0,0.0,36945.0,18928.0,1.0
p_pain[4437],0.687,0.036,0.62,0.754,0.0,0.0,41037.0,19198.0,1.0
p_pain[4438],0.981,0.013,0.957,0.998,0.0,0.0,26897.0,18922.0,1.0
p_pain[4439],0.588,0.03,0.531,0.645,0.0,0.0,32493.0,18244.0,1.0
p_pain[4440],0.447,0.042,0.369,0.527,0.0,0.0,24930.0,15142.0,1.0
p_pain[4441],0.462,0.058,0.353,0.57,0.0,0.0,26329.0,16455.0,1.0
p_pain[4442],0.213,0.061,0.103,0.328,0.0,0.0,21159.0,12504.0,1.0
p_pain[4443],0.77,0.042,0.692,0.848,0.0,0.0,29075.0,17000.0,1.0
p_pain[4444],0.186,0.053,0.088,0.283,0.0,0.0,20793.0,12441.0,1.0
p_pain[4445],0.594,0.062,0.48,0.711,0.0,0.0,30895.0,19066.0,1.0
p_pain[4446],0.744,0.05,0.653,0.837,0.0,0.0,31951.0,17286.0,1.0
p_pain[4447],0.884,0.039,0.814,0.953,0.0,0.0,26544.0,16440.0,1.0
p_pain[4448],0.107,0.047,0.031,0.197,0.0,0.0,20770.0,12325.0,1.0
p_pain[4449],0.669,0.055,0.562,0.767,0.0,0.0,32493.0,18244.0,1.0
p_pain[4450],0.553,0.049,0.463,0.646,0.0,0.0,30129.0,18147.0,1.0
p_pain[4451],0.269,0.06,0.159,0.383,0.0,0.0,21471.0,12942.0,1.0
p_pain[4452],0.773,0.056,0.668,0.874,0.0,0.0,32249.0,17742.0,1.0
p_pain[4453],0.257,0.05,0.161,0.35,0.0,0.0,20876.0,12481.0,1.0
p_pain[4454],0.376,0.036,0.307,0.444,0.0,0.0,21471.0,12942.0,1.0
p_pain[4455],0.345,0.054,0.245,0.449,0.0,0.0,22256.0,13413.0,1.0
p_pain[4456],0.139,0.051,0.053,0.237,0.0,0.0,20776.0,12388.0,1.0
p_pain[4457],0.816,0.045,0.732,0.898,0.0,0.0,29657.0,16828.0,1.0
p_pain[4458],0.909,0.036,0.842,0.969,0.0,0.0,27446.0,16699.0,1.0
p_pain[4459],0.944,0.028,0.893,0.987,0.0,0.0,25451.0,15875.0,1.0
p_pain[4460],0.869,0.043,0.79,0.946,0.0,0.0,29441.0,16864.0,1.0
p_pain[4461],0.656,0.043,0.575,0.735,0.0,0.0,32553.0,17687.0,1.0
p_pain[4462],0.384,0.065,0.259,0.504,0.0,0.0,23975.0,14742.0,1.0
p_pain[4463],0.824,0.049,0.732,0.913,0.0,0.0,31068.0,16977.0,1.0
p_pain[4464],0.669,0.055,0.562,0.767,0.0,0.0,32493.0,18244.0,1.0
p_pain[4465],0.594,0.062,0.48,0.711,0.0,0.0,30895.0,19066.0,1.0
p_pain[4466],0.869,0.043,0.79,0.946,0.0,0.0,29441.0,16864.0,1.0
p_pain[4467],0.376,0.036,0.307,0.444,0.0,0.0,21471.0,12942.0,1.0
p_pain[4468],0.257,0.05,0.161,0.35,0.0,0.0,20876.0,12481.0,1.0
p_pain[4469],0.744,0.05,0.653,0.837,0.0,0.0,31951.0,17286.0,1.0
p_pain[4470],0.107,0.047,0.031,0.197,0.0,0.0,20770.0,12325.0,1.0
p_pain[4471],0.345,0.054,0.245,0.449,0.0,0.0,22256.0,13413.0,1.0
p_pain[4472],0.186,0.053,0.088,0.283,0.0,0.0,20793.0,12441.0,1.0
p_pain[4473],0.269,0.06,0.159,0.383,0.0,0.0,21471.0,12942.0,1.0
p_pain[4474],0.816,0.045,0.732,0.898,0.0,0.0,29657.0,16828.0,1.0
p_pain[4475],0.384,0.065,0.259,0.504,0.0,0.0,23975.0,14742.0,1.0
p_pain[4476],0.944,0.028,0.893,0.987,0.0,0.0,25451.0,15875.0,1.0
p_pain[4477],0.909,0.036,0.842,0.969,0.0,0.0,27446.0,16699.0,1.0
p_pain[4478],0.462,0.058,0.353,0.57,0.0,0.0,26329.0,16455.0,1.0
p_pain[4479],0.213,0.061,0.103,0.328,0.0,0.0,21159.0,12504.0,1.0
p_pain[4480],0.588,0.03,0.531,0.645,0.0,0.0,32493.0,18244.0,1.0
p_pain[4481],0.139,0.051,0.053,0.237,0.0,0.0,20776.0,12388.0,1.0
p_pain[4482],0.77,0.042,0.692,0.848,0.0,0.0,29075.0,17000.0,1.0
p_pain[4483],0.553,0.049,0.463,0.646,0.0,0.0,30129.0,18147.0,1.0
p_pain[4484],0.884,0.039,0.814,0.953,0.0,0.0,26544.0,16440.0,1.0
p_pain[4485],0.773,0.056,0.668,0.874,0.0,0.0,32249.0,17742.0,1.0
p_pain[4486],0.824,0.049,0.732,0.913,0.0,0.0,31068.0,16977.0,1.0
p_pain[4487],0.447,0.042,0.369,0.527,0.0,0.0,24930.0,15142.0,1.0
p_pain[4488],0.656,0.043,0.575,0.735,0.0,0.0,32553.0,17687.0,1.0
p_pain[4489],0.384,0.065,0.259,0.504,0.0,0.0,23975.0,14742.0,1.0
p_pain[4490],0.213,0.061,0.103,0.328,0.0,0.0,21159.0,12504.0,1.0
p_pain[4491],0.553,0.049,0.463,0.646,0.0,0.0,30129.0,18147.0,1.0
p_pain[4492],0.869,0.043,0.79,0.946,0.0,0.0,29441.0,16864.0,1.0
p_pain[4493],0.594,0.062,0.48,0.711,0.0,0.0,30895.0,19066.0,1.0
p_pain[4494],0.345,0.054,0.245,0.449,0.0,0.0,22256.0,13413.0,1.0
p_pain[4495],0.909,0.036,0.842,0.969,0.0,0.0,27446.0,16699.0,1.0
p_pain[4496],0.824,0.049,0.732,0.913,0.0,0.0,31068.0,16977.0,1.0
p_pain[4497],0.269,0.06,0.159,0.383,0.0,0.0,21471.0,12942.0,1.0
p_pain[4498],0.257,0.05,0.161,0.35,0.0,0.0,20876.0,12481.0,1.0
p_pain[4499],0.77,0.042,0.692,0.848,0.0,0.0,29075.0,17000.0,1.0
p_pain[4500],0.656,0.043,0.575,0.735,0.0,0.0,32553.0,17687.0,1.0
p_pain[4501],0.884,0.039,0.814,0.953,0.0,0.0,26544.0,16440.0,1.0
p_pain[4502],0.773,0.056,0.668,0.874,0.0,0.0,32249.0,17742.0,1.0
p_pain[4503],0.944,0.028,0.893,0.987,0.0,0.0,25451.0,15875.0,1.0
p_pain[4504],0.139,0.051,0.053,0.237,0.0,0.0,20776.0,12388.0,1.0
p_pain[4505],0.186,0.053,0.088,0.283,0.0,0.0,20793.0,12441.0,1.0
p_pain[4506],0.816,0.045,0.732,0.898,0.0,0.0,29657.0,16828.0,1.0
p_pain[4507],0.376,0.036,0.307,0.444,0.0,0.0,21471.0,12942.0,1.0
p_pain[4508],0.744,0.05,0.653,0.837,0.0,0.0,31951.0,17286.0,1.0
p_pain[4509],0.669,0.055,0.562,0.767,0.0,0.0,32493.0,18244.0,1.0
p_pain[4510],0.462,0.058,0.353,0.57,0.0,0.0,26329.0,16455.0,1.0
p_pain[4511],0.588,0.03,0.531,0.645,0.0,0.0,32493.0,18244.0,1.0
p_pain[4512],0.107,0.047,0.031,0.197,0.0,0.0,20770.0,12325.0,1.0
p_pain[4513],0.447,0.042,0.369,0.527,0.0,0.0,24930.0,15142.0,1.0
p_pain[4514],0.77,0.042,0.692,0.848,0.0,0.0,29075.0,17000.0,1.0
p_pain[4515],0.773,0.056,0.668,0.874,0.0,0.0,32249.0,17742.0,1.0
p_pain[4516],0.816,0.045,0.732,0.898,0.0,0.0,29657.0,16828.0,1.0
p_pain[4517],0.139,0.051,0.053,0.237,0.0,0.0,20776.0,12388.0,1.0
p_pain[4518],0.869,0.043,0.79,0.946,0.0,0.0,29441.0,16864.0,1.0
p_pain[4519],0.744,0.05,0.653,0.837,0.0,0.0,31951.0,17286.0,1.0
p_pain[4520],0.909,0.036,0.842,0.969,0.0,0.0,27446.0,16699.0,1.0
p_pain[4521],0.376,0.036,0.307,0.444,0.0,0.0,21471.0,12942.0,1.0
p_pain[4522],0.669,0.055,0.562,0.767,0.0,0.0,32493.0,18244.0,1.0
p_pain[4523],0.944,0.028,0.893,0.987,0.0,0.0,25451.0,15875.0,1.0
p_pain[4524],0.213,0.061,0.103,0.328,0.0,0.0,21159.0,12504.0,1.0
p_pain[4525],0.594,0.062,0.48,0.711,0.0,0.0,30895.0,19066.0,1.0
p_pain[4526],0.107,0.047,0.031,0.197,0.0,0.0,20770.0,12325.0,1.0
p_pain[4527],0.257,0.05,0.161,0.35,0.0,0.0,20876.0,12481.0,1.0
p_pain[4528],0.269,0.06,0.159,0.383,0.0,0.0,21471.0,12942.0,1.0
p_pain[4529],0.345,0.054,0.245,0.449,0.0,0.0,22256.0,13413.0,1.0
p_pain[4530],0.384,0.065,0.259,0.504,0.0,0.0,23975.0,14742.0,1.0
p_pain[4531],0.447,0.042,0.369,0.527,0.0,0.0,24930.0,15142.0,1.0
p_pain[4532],0.824,0.049,0.732,0.913,0.0,0.0,31068.0,16977.0,1.0
p_pain[4533],0.656,0.043,0.575,0.735,0.0,0.0,32553.0,17687.0,1.0
p_pain[4534],0.553,0.049,0.463,0.646,0.0,0.0,30129.0,18147.0,1.0
p_pain[4535],0.462,0.058,0.353,0.57,0.0,0.0,26329.0,16455.0,1.0
p_pain[4536],0.186,0.053,0.088,0.283,0.0,0.0,20793.0,12441.0,1.0
p_pain[4537],0.588,0.03,0.531,0.645,0.0,0.0,32493.0,18244.0,1.0
p_pain[4538],0.884,0.039,0.814,0.953,0.0,0.0,26544.0,16440.0,1.0
p_pain[4539],0.944,0.028,0.893,0.987,0.0,0.0,25451.0,15875.0,1.0
p_pain[4540],0.77,0.042,0.692,0.848,0.0,0.0,29075.0,17000.0,1.0
p_pain[4541],0.594,0.062,0.48,0.711,0.0,0.0,30895.0,19066.0,1.0
p_pain[4542],0.656,0.043,0.575,0.735,0.0,0.0,32553.0,17687.0,1.0
p_pain[4543],0.376,0.036,0.307,0.444,0.0,0.0,21471.0,12942.0,1.0
p_pain[4544],0.816,0.045,0.732,0.898,0.0,0.0,29657.0,16828.0,1.0
p_pain[4545],0.384,0.065,0.259,0.504,0.0,0.0,23975.0,14742.0,1.0
p_pain[4546],0.669,0.055,0.562,0.767,0.0,0.0,32493.0,18244.0,1.0
p_pain[4547],0.773,0.056,0.668,0.874,0.0,0.0,32249.0,17742.0,1.0
p_pain[4548],0.345,0.054,0.245,0.449,0.0,0.0,22256.0,13413.0,1.0
p_pain[4549],0.447,0.042,0.369,0.527,0.0,0.0,24930.0,15142.0,1.0
p_pain[4550],0.269,0.06,0.159,0.383,0.0,0.0,21471.0,12942.0,1.0
p_pain[4551],0.588,0.03,0.531,0.645,0.0,0.0,32493.0,18244.0,1.0
p_pain[4552],0.186,0.053,0.088,0.283,0.0,0.0,20793.0,12441.0,1.0
p_pain[4553],0.107,0.047,0.031,0.197,0.0,0.0,20770.0,12325.0,1.0
p_pain[4554],0.869,0.043,0.79,0.946,0.0,0.0,29441.0,16864.0,1.0
p_pain[4555],0.257,0.05,0.161,0.35,0.0,0.0,20876.0,12481.0,1.0
p_pain[4556],0.909,0.036,0.842,0.969,0.0,0.0,27446.0,16699.0,1.0
p_pain[4557],0.139,0.051,0.053,0.237,0.0,0.0,20776.0,12388.0,1.0
p_pain[4558],0.824,0.049,0.732,0.913,0.0,0.0,31068.0,16977.0,1.0
p_pain[4559],0.462,0.058,0.353,0.57,0.0,0.0,26329.0,16455.0,1.0
p_pain[4560],0.553,0.049,0.463,0.646,0.0,0.0,30129.0,18147.0,1.0
p_pain[4561],0.213,0.061,0.103,0.328,0.0,0.0,21159.0,12504.0,1.0
p_pain[4562],0.744,0.05,0.653,0.837,0.0,0.0,31951.0,17286.0,1.0
p_pain[4563],0.884,0.039,0.814,0.953,0.0,0.0,26544.0,16440.0,1.0
p_pain[4564],0.986,0.01,0.969,0.999,0.0,0.0,27202.0,17217.0,1.0
p_pain[4565],0.106,0.045,0.033,0.192,0.0,0.0,19879.0,15090.0,1.0
p_pain[4566],0.993,0.006,0.982,1.0,0.0,0.0,25681.0,17287.0,1.0
p_pain[4567],0.074,0.038,0.016,0.146,0.0,0.0,19922.0,15169.0,1.0
p_pain[4568],0.563,0.049,0.471,0.654,0.0,0.0,27495.0,17535.0,1.0
p_pain[4569],0.422,0.062,0.304,0.539,0.0,0.0,22369.0,16008.0,1.0
p_pain[4570],0.645,0.065,0.523,0.765,0.0,0.0,29458.0,18571.0,1.0
p_pain[4571],0.877,0.041,0.801,0.951,0.0,0.0,33119.0,18152.0,1.0
p_pain[4572],0.919,0.031,0.862,0.974,0.0,0.0,31424.0,18574.0,1.0
p_pain[4573],0.975,0.014,0.949,0.996,0.0,0.0,26532.0,17287.0,1.0
p_pain[4574],0.746,0.052,0.645,0.84,0.0,0.0,33069.0,19380.0,1.0
p_pain[4575],0.964,0.02,0.928,0.993,0.0,0.0,30371.0,18309.0,1.0
p_pain[4576],0.977,0.014,0.951,0.997,0.0,0.0,28773.0,17942.0,1.0
p_pain[4577],0.156,0.051,0.066,0.252,0.0,0.0,19835.0,14757.0,1.0
p_pain[4578],0.312,0.069,0.185,0.443,0.0,0.0,20789.0,15279.0,1.0
p_pain[4579],0.401,0.039,0.327,0.475,0.0,0.0,20789.0,15279.0,1.0
p_pain[4580],0.838,0.041,0.763,0.914,0.0,0.0,32611.0,18300.0,1.0
p_pain[4581],0.543,0.077,0.399,0.687,0.0,0.0,25811.0,16467.0,1.0
p_pain[4582],0.952,0.022,0.91,0.987,0.0,0.0,28974.0,18045.0,1.0
p_pain[4583],0.947,0.026,0.9,0.988,0.0,0.0,31868.0,18649.0,1.0
p_pain[4584],0.914,0.03,0.859,0.966,0.0,0.0,28417.0,17206.0,1.0
p_pain[4585],0.232,0.069,0.107,0.361,0.001,0.0,20230.0,15413.0,1.0
p_pain[4586],0.732,0.038,0.66,0.804,0.0,0.0,33119.0,18152.0,1.0
p_pain[4587],0.825,0.053,0.729,0.923,0.0,0.0,33385.0,19551.0,1.0
p_pain[4588],0.975,0.014,0.949,0.996,0.0,0.0,26532.0,17287.0,1.0
p_pain[4589],0.877,0.041,0.801,0.951,0.0,0.0,33119.0,18152.0,1.0
p_pain[4590],0.106,0.045,0.033,0.192,0.0,0.0,19879.0,15090.0,1.0
p_pain[4591],0.919,0.031,0.862,0.974,0.0,0.0,31424.0,18574.0,1.0
p_pain[4592],0.993,0.006,0.982,1.0,0.0,0.0,25681.0,17287.0,1.0
p_pain[4593],0.074,0.038,0.016,0.146,0.0,0.0,19922.0,15169.0,1.0
p_pain[4594],0.977,0.014,0.951,0.997,0.0,0.0,28773.0,17942.0,1.0
p_pain[4595],0.232,0.069,0.107,0.361,0.001,0.0,20230.0,15413.0,1.0
p_pain[4596],0.746,0.052,0.645,0.84,0.0,0.0,33069.0,19380.0,1.0
p_pain[4597],0.422,0.062,0.304,0.539,0.0,0.0,22369.0,16008.0,1.0
p_pain[4598],0.986,0.01,0.969,0.999,0.0,0.0,27202.0,17217.0,1.0
p_pain[4599],0.543,0.077,0.399,0.687,0.0,0.0,25811.0,16467.0,1.0
p_pain[4600],0.914,0.03,0.859,0.966,0.0,0.0,28417.0,17206.0,1.0
p_pain[4601],0.243,0.053,0.142,0.339,0.0,0.0,19849.0,14929.0,1.0
p_pain[4602],0.645,0.065,0.523,0.765,0.0,0.0,29458.0,18571.0,1.0
p_pain[4603],0.838,0.041,0.763,0.914,0.0,0.0,32611.0,18300.0,1.0
p_pain[4604],0.312,0.069,0.185,0.443,0.0,0.0,20789.0,15279.0,1.0
p_pain[4605],0.156,0.051,0.066,0.252,0.0,0.0,19835.0,14757.0,1.0
p_pain[4606],0.964,0.02,0.928,0.993,0.0,0.0,30371.0,18309.0,1.0
p_pain[4607],0.947,0.026,0.9,0.988,0.0,0.0,31868.0,18649.0,1.0
p_pain[4608],0.732,0.038,0.66,0.804,0.0,0.0,33119.0,18152.0,1.0
p_pain[4609],0.401,0.039,0.327,0.475,0.0,0.0,20789.0,15279.0,1.0
p_pain[4610],0.825,0.053,0.729,0.923,0.0,0.0,33385.0,19551.0,1.0
p_pain[4611],0.952,0.022,0.91,0.987,0.0,0.0,28974.0,18045.0,1.0
p_pain[4612],0.422,0.062,0.304,0.539,0.0,0.0,22369.0,16008.0,1.0
p_pain[4613],0.312,0.069,0.185,0.443,0.0,0.0,20789.0,15279.0,1.0
p_pain[4614],0.732,0.038,0.66,0.804,0.0,0.0,33119.0,18152.0,1.0
p_pain[4615],0.975,0.014,0.949,0.996,0.0,0.0,26532.0,17287.0,1.0
p_pain[4616],0.401,0.039,0.327,0.475,0.0,0.0,20789.0,15279.0,1.0
p_pain[4617],0.243,0.053,0.142,0.339,0.0,0.0,19849.0,14929.0,1.0
p_pain[4618],0.914,0.03,0.859,0.966,0.0,0.0,28417.0,17206.0,1.0
p_pain[4619],0.563,0.049,0.471,0.654,0.0,0.0,27495.0,17535.0,1.0
p_pain[4620],0.543,0.077,0.399,0.687,0.0,0.0,25811.0,16467.0,1.0
p_pain[4621],0.986,0.01,0.969,0.999,0.0,0.0,27202.0,17217.0,1.0
p_pain[4622],0.825,0.053,0.729,0.923,0.0,0.0,33385.0,19551.0,1.0
p_pain[4623],0.074,0.038,0.016,0.146,0.0,0.0,19922.0,15169.0,1.0
