,z_subj,a_subj,t_subj,v_Intercept_subj,v_sv_money_subj
0,0.5885194362495064,1.9784412635588884,0.5628146352388265,-0.3097021413264424,0.48772020224335416
1,0.6194358741490062,1.837569508598196,0.5636986113593071,-1.216307984808649,0.6141631227845511
2,0.6545330915816259,1.8576353783514121,0.6652812523981809,-1.192239126663106,0.4621044239184779
3,0.4781648300608711,1.5146231627567086,0.688062849654187,-1.4156814420259025,0.560756125040477
4,0.6600853505949288,1.4740035045261393,0.41791196472660913,1.1836125313326316,0.4239494965443091
5,0.6957133750350013,1.6824956971210205,0.5384392789582273,-0.6936549223555118,0.651194978295399
6,0.683641704073689,1.6136860749271555,0.4627277374296071,-0.750038999173971,0.7472153189995544
7,0.5690161210484271,2.3198583904216967,0.5316774579715364,0.76224426433656,0.12802790611532638
8,0.6080209976362214,1.3667932614622589,0.46843297250845906,-1.6921777706792391,1.056482259838638
9,0.6082531471419756,1.69454066844888,0.4818726234450514,-2.0396851591617935,0.8540356074255798
10,0.6452026979146177,1.8026333302140347,0.36899457991648205,0.41498263987906203,0.39006863889253834
11,0.6205408338303461,1.9546531651772248,0.6896190704699098,-1.2660482350000686,0.5984012084869862
12,0.7001272917562045,1.6466031398026115,0.7377137005867547,-0.7305150366882646,0.717010008947459
13,0.54688029493431,1.7222163102374275,0.877689330629138,-0.18907025021677873,0.296805038126074
14,0.36970564114393284,1.3346172876155558,0.6251948033098075,-0.8308945567280783,0.3862910750547464
15,0.6040115085461317,1.6594921608714728,0.5975319079491197,-0.5618216136698146,0.5524632687282292
16,0.5099793202973943,1.3958134813857603,0.5788132231122143,-1.3365530606487148,0.5960024395425896
17,0.6209697671676833,2.0218455156986455,0.5996478243643076,-0.20613160204706196,0.4922757751638895
18,0.6464900095413885,1.2443383178377405,0.657732030269592,-2.073477973769867,0.7465651338375756
19,0.6293328894606529,1.3239697209360934,0.549203533497718,-0.5448929311304836,0.5423369155292969
20,0.5959602809002817,1.7855368410744983,0.5272165006832232,-0.6826560711503119,0.4779861711173918
21,0.6712797810789832,1.5869593797874528,0.45177415698918966,-1.68644638532707,0.8001210076359441
22,0.5176696692313201,2.203199297290952,0.40002331108427325,1.4936737374675504,0.16572410439882052
23,0.5754743299452281,1.424583393751421,0.5917747039800341,-1.7291926227499592,0.5913550226727609
24,0.4334848089624249,1.621236185271957,0.2726402037285366,-2.2562355047053426,0.039445757838728376
25,0.6543905029092583,1.699597453888916,0.5717922006995506,-0.854398256300127,0.5411126174941756
26,0.5555687100048498,1.308820041369413,0.6142178038969041,-1.3257271670578528,0.6325366925941237
27,0.6080862920245754,1.7910187002498406,0.5270282425913673,-1.2021184953634592,0.5608822256164694
28,0.6058385154815729,2.0024545013041233,0.4648264091933596,-0.1565254027891701,0.46862518451120777
29,0.5919400943885025,1.5905619518508143,0.5081126001417434,-1.0200710151675934,0.4447143714154896
30,0.5515619018727758,1.667523203416361,0.5296760764133318,-0.7213180111077797,0.2801997891812885
