,z_subj,a_subj,t_subj,sv_subj,sz_subj,st_subj,v_sv_pain_para:C(OV_value)[low_OV]:C(acceptance_pair)[P]_subj,v_sv_pain_para:C(OV_value)[low_OV]:C(acceptance_pair)[M]_subj,v_sv_pain_para:C(OV_value)[low_OV]:C(acceptance_pair)[I]_subj,v_sv_pain_para:C(OV_value)[high_OV]:C(acceptance_pair)[P]_subj,v_sv_pain_para:C(OV_value)[high_OV]:C(acceptance_pair)[M]_subj,v_sv_pain_para:C(OV_value)[high_OV]:C(acceptance_pair)[I]_subj
20,0.6382815808757958,1.673660650334104,0.5989779822929051,,,,0.040131083099286216,1.3078988876193256,1.1775675918167554,-0.20353909327047778,1.094886627586428,0.7619403549613424
21,0.7166692788999831,1.4687203875310004,0.5271099064340576,,,,-0.40634912082850116,1.7343602599892445,0.7287574197465982,-0.34408183150079985,1.4185533777828703,1.5415765073099488
22,0.7801719918055396,1.6621893494223003,0.5928848135422723,,,,-0.0905561051391242,1.7705852474945116,3.1186754494163904,-0.32253394985700723,1.7091979516194498,1.163869267565788
23,0.5653694208537233,1.4236415623460725,0.6501580011983572,,,,-0.42176419988641795,1.0975041195458741,0.591540929731028,-0.5904535524808504,0.4503873450523266,0.4057624932860606
24,0.21488888440211912,1.415551987019398,0.4139011450030336,,,,-0.12494653746470645,-0.07227943279318524,-0.6621686398842581,-0.12544412038257302,-0.07198456085218209,-0.08261718809519376
25,0.7093522089276412,1.6264116739235857,0.651841770517445,,,,-0.050751051973074265,1.2826212285765486,1.8085469049916392,-0.3870116802531976,1.759585840710882,0.5659256339302791
26,0.530746587445075,1.2970938726550194,0.6963291503489172,,,,-0.4112506890951128,1.5760734844814668,0.6900045780555261,-0.47048086316255294,1.9579218073254276,0.6788056265474736
27,0.6154020256357303,1.7191941957699564,0.5858281435704268,,,,-0.3433682283808714,0.8320852757271058,0.5989922746851971,-0.22714213205019743,0.563075202244389,1.468739470824162
28,0.7515528502203302,1.8173428374653373,0.5868320458097884,,,,-0.059723546280205264,1.142952775439705,1.347190469052042,-0.24032120119491293,1.9319446382777616,1.5377851753598293
29,0.625190904367313,1.569666394603944,0.5749739556353602,,,,-0.2075730670810278,0.5789138108135925,0.9135161044155203,-0.46775017569163,0.6254524051804774,0.30975150572584426
30,0.5413538263376502,1.6933478097502694,0.6110047961628845,,,,-0.20043363750105478,0.5696914802571766,2.00209544011298,-0.42498961493613485,0.3055206103318989,-0.09885932573502307
