,z_subj,a_subj,t_subj,sv_subj,sz_subj,st_subj,v_sv_pain_para:C(OV_value)[low_OV]:C(acceptance_pair)[P]_subj,v_sv_pain_para:C(OV_value)[low_OV]:C(acceptance_pair)[M]_subj,v_sv_pain_para:C(OV_value)[low_OV]:C(acceptance_pair)[I]_subj,v_sv_pain_para:C(OV_value)[high_OV]:C(acceptance_pair)[P]_subj,v_sv_pain_para:C(OV_value)[high_OV]:C(acceptance_pair)[M]_subj,v_sv_pain_para:C(OV_value)[high_OV]:C(acceptance_pair)[I]_subj
0,0.727739114344939,1.7968628231791322,0.6728276780952028,,,,-0.29699702602671973,1.8692667219602146,3.915930311704395,-0.17083714705726344,1.7030650204001039,1.5902000652207273
1,0.714844134601992,1.8118821671343779,0.6563942248619261,,,,-0.44444549215450097,1.7260371570438455,4.132492534567383,-0.34952627009330756,1.3119513674916428,0.5578940271023163
2,0.7093248205272249,2.0233582449099257,0.7174833510409786,,,,-0.37818374796265153,2.0388113045784912,2.1911563424818516,-0.46352784869140595,0.8934545299290548,0.5248041898726726
3,0.5754213478253266,1.7248950681354451,0.7189637486798008,,,,-0.8745273170363503,1.987763959305019,3.300890639618208,-0.6105521253860569,0.5039076985281312,0.2978233803965454
4,0.8972356427437171,1.3297136972561878,0.5345292316131645,,,,-0.2603610471392962,1.4151507524179614,2.0508734988110775,-0.33816232789238315,1.2515110836555219,0.9995293273420947
5,0.8320836427969143,1.6044620681196349,0.6469603778366625,,,,-0.21441278163211835,2.048847268415593,3.5506390970451323,-0.31656784157720247,1.7817182516878791,1.1578562087677708
6,0.8133499736862484,1.5070997346937263,0.5662935050706833,,,,-0.35193353667646504,1.4186682135432844,3.610520282612696,-0.31884085226179304,2.251812350907642,1.272674345083736
7,0.7212028785277027,2.1063344258003687,0.6615361895153584,,,,-0.046793046171621985,1.983446821667035,4.285918063797701,-0.21498411508612372,1.6080692210975458,0.8420221904257229
8,0.6885403689904842,1.2924203321559007,0.5385520615302094,,,,-0.34842972025327146,2.474458691472431,1.8517087176152258,-0.4671160505565481,2.177390477950998,1.6072878849718957
9,0.6427888615361662,1.5934800609452402,0.5495062955308635,,,,-0.7248591500461925,0.9378142101167497,-0.24894395170262978,-0.3181901788441525,1.0821568127628125,1.0504072319055036
10,0.8458233845522863,1.6530436412885,0.47130956478427,,,,-0.12167185183172793,1.9095728392063291,2.5930045165831,-0.3729331898989051,1.4602128131935082,1.177421587126115
11,0.6572492509816625,1.8850334236991149,0.7718976395038594,,,,-0.12521251004468287,1.0312920215536252,1.0322387534924664,-0.4883780584534763,0.6797571478038317,0.7676281734916021
12,0.8390507898414293,1.5720862739386394,0.811887359957883,,,,-0.3007642792895594,1.4676235081940603,3.4027430038064725,-0.3513231680644784,1.0302074776356793,1.1826971963252548
13,0.5944285425090777,1.6879920786398157,0.9373199512725905,,,,0.1408905805147979,0.802594498517377,0.9467095370135236,-0.3992694962988807,1.0172926544030405,0.74113532801019
14,0.37500136502274084,1.4504120148605044,0.6428828381260934,,,,-0.3875109730240789,0.3944928703305084,0.9533474027508694,-0.5735363000061429,0.260310724166957,-0.018944535461576102
15,0.7151796120789403,1.5170270616717032,0.682703530580322,,,,-0.23808522145238822,0.8573129089423815,3.537409390245188,-0.28485230507700493,1.804447226141335,1.1810313172810323
16,0.4509903841648956,1.4475973217325557,0.6432907247267078,,,,-0.33719032398425564,1.5651932294878668,2.9679872175823228,-0.5418116550989602,0.8564906446801851,0.6331202802463439
17,0.7647398203708706,1.8854763197199353,0.7232232473368185,,,,-0.09447519738563707,1.7295585741694202,3.3013099257230185,-0.27085136211919186,1.6556705966533987,1.1123931521393218
18,0.5928328485066747,1.1936008678597545,0.715037502167447,,,,-0.44980431125069464,1.3809351466233122,3.1468273173675683,-0.4812619522743978,0.9686986673841061,0.9303385244795771
19,0.7322291397739498,1.244149883773357,0.6255887375653044,,,,-0.09011217825764936,2.161063553099688,2.4053096284164583,-0.4468581240021209,1.3033369986554473,1.403470096389678
