,z_subj,sv_subj,sz_subj,st_subj,v_Intercept_subj,v_sv_both_subj,v_sv_pain_para_subj,v_sv_money_subj,v_sv_both:sv_pain_para:sv_money_subj
0,0.579519857554531,,,,1.35162349370928,-0.95560360090565,-0.008754185767980061,-0.08765068201376852,-0.012314157153336575
1,0.6002071360093018,,,,1.3528941374918797,-1.1980885583182528,-0.015688162190673594,-0.12475332558337718,-0.011330033677196545
2,0.6136420611609762,,,,1.2932634457519097,-0.9352507076787545,-0.020795022813855837,-0.13997519738021172,-0.01818766898650644
3,0.5067244846004477,,,,1.2556714680090688,-1.1749903833711237,-0.012057434205933228,-0.11876277519647503,-0.0125880157842554
4,0.6035302704227528,,,,2.832533142694384,-6.32840673391717e-05,-0.01979816579796938,-0.10887887018708756,-0.00012626183170395607
5,0.5966801100124501,,,,4.287377543973533,-1.2014264384589433,-0.0250015906950909,-0.13043552248921697,-0.010049942589411989
6,0.6254274312354259,,,,1.4974252349325357,-1.3546655063879995,-0.017250687921953146,-0.10152936243944737,-0.009612436094206204
7,0.5494733824434151,,,,2.4996906998673807,-0.1565153212719516,-0.010086581861834424,-0.16028200518486033,-0.0006424878631831739
8,0.5725064070462192,,,,1.2708764475955847,-2.073609769709504,-0.03414221678485058,-0.1047996717032631,-0.012014325523162684
9,0.5768755746033061,,,,-0.1753970586203633,-1.1874413449313783,-0.038676715995691245,-0.07953336044873553,-0.009101737125466804
10,0.6002700949616695,,,,3.318640332950793,-0.6446907285095281,-0.019439591056166484,-0.16155750689218049,-0.006558288223504701
11,0.6004970684443549,,,,1.3282292416106964,-1.1799565899137476,-0.007697810367394686,-0.11079756161562833,-0.004802265742675097
12,0.6352266132585146,,,,1.2192363281735699,-1.6905409646897225,-0.029526796185964016,-0.12330522123197066,-0.0012974210642061966
13,0.5223856328073114,,,,2.124066484545959,-0.6721010620760606,-0.008119705362441406,-0.17628677413497978,-0.004773270575784757
14,0.42732639773706615,,,,2.5120958842240397,-1.1006105140986608,-0.024848214335797324,-0.16607920129970072,-0.004951250439899583
15,0.5812771710936153,,,,1.5701977776627856,-1.1680711257359357,-0.029924364662474383,-0.11730776087038228,-0.005456304630570168
16,0.4992138254211686,,,,1.43103937183897,-1.6256388435616402,0.0026429579205645625,-0.1473272970848222,-0.0063282776462285995
17,0.5698771763863842,,,,2.3588229422102365,-0.8797267620667508,-0.016058255042250606,-0.1265297119301842,-0.004606733777621417
18,0.604955936713673,,,,1.3376860309718597,-1.5672671600391046,-0.014624512802179815,-0.14330597191201067,-0.00870525823777723
19,0.5863467184763256,,,,4.072412048977807,-0.8990392512286264,-0.008090927167962465,-0.11779821936283168,-0.009024886439837811
20,0.5674732012544699,,,,1.974591974408524,-1.2875724118975824,-0.01446085310950536,-0.14813880670885426,-0.004612709168181923
21,0.6090854605507131,,,,0.7509601624171381,-1.5174357095806752,-0.005513622553549661,-0.14439245070274243,-0.006502806283287266
22,0.5154424844204638,,,,1.490612295851937,-0.9022323584953887,-0.0245113775611402,-0.14356609392378708,-0.005049077733425175
23,0.5637183430065774,,,,0.9910940921126402,-1.324308930819932,-0.016849836957880806,-0.13931201259449522,-0.004771446526395913
24,0.46075538338142835,,,,-1.2216783713672201,-0.16222942958456602,-0.04638487125002755,-0.15982920658660651,-0.0019614289651440613
25,0.5741833131407801,,,,3.2228686404645055,-1.3716935858111095,-0.04337280073801419,-0.1598435761530242,-0.00720700156496577
26,0.5329863379615154,,,,1.9232799539695062,-1.3309838773172453,-0.018129917237233735,-0.12268371323326108,-0.009296214945703962
27,0.5893845247866264,,,,0.6494847885320016,-1.199449316698856,-0.012191861111313452,-0.1160768699854817,-0.0058255230804344525
28,0.5682016684746511,,,,2.286757203773325,-0.8411721055947228,-0.014136528291963777,-0.11948930138564168,-0.0056583339968828365
29,0.5655994435323001,,,,2.243006458329163,-1.0037771066781869,-0.04630242096769125,-0.16318786569814395,-0.005623736544541838
30,0.5368342746982325,,,,2.285963422171332,-0.5702408345630857,-0.017775869706318344,-0.18662041140525457,-0.00790067455688836
