,z_subj,a_subj,t_subj,sv_subj,sz_subj,st_subj,v_Intercept_subj,v_sv_pain_para:C(Abs_value)[low_abs]_subj,v_sv_pain_para:C(Abs_value)[high_abs]_subj,v_sv_pain_para:C(Abs_value)[mid_abs]_subj
0,0.6084167522808721,2.108940303467693,0.5674158921481417,,,,1.3080708747601686,0.26660855514000437,-1.233715378216029,-0.2088328773719065
1,0.6589423808248719,1.9604951465549176,0.5807650812202377,,,,1.0473991684618276,-0.0658431969559663,-0.9962545595934886,-0.5163562663050653
2,0.6627891886904325,1.9714524900420998,0.6736892634043431,,,,0.9354555779772208,-0.1437085039976834,-0.6293261947152476,-0.6026971532405271
3,0.4890591398578776,1.5743980776680575,0.6944050615235488,,,,1.2838149883739787,-0.26649215412326444,-0.6977641624730908,-0.6917225180820306
4,0.6960418005467242,1.4123819403315938,0.43313194369639263,,,,2.104183563278758,0.21398599949111438,-0.4852112843055455,-0.22349194903854427
5,0.7193043322410604,1.7895474990595994,0.5470613913013096,,,,1.3776633371982736,0.24281990352144586,-1.3182283269714896,-0.38739892141730853
6,0.7327853746258097,1.5244250664809558,0.4925578127179241,,,,0.9473591280524204,0.4973939670551194,-0.7811532520312015,-0.2756222850751998
7,0.5691063526255746,2.4012273879156227,0.5382928260011801,,,,1.2344094407089137,0.30849333276259044,-0.42334072976012305,-0.13982235891824257
8,0.7361001509942396,1.237168699500098,0.5151394221452277,,,,0.3410947843507101,0.4338865556834753,-0.8965927092910414,-0.3913961785885756
9,0.6381622088403075,1.5007270883009225,0.5159562915418259,,,,0.2619311574553901,0.18982910306513998,-0.14100867163513897,-0.27579923532249184
10,0.6473762761591157,1.7731767045406293,0.37975979616905897,,,,1.643553750613981,0.33046473556251027,-1.127031319755125,-0.18869988053747264
11,0.6560527078803555,1.8558481800880708,0.7227370360038051,,,,0.33604609358849624,0.23994567474611797,-0.38939168740300223,-0.1934854082379613
12,0.716356623703494,1.5514041700006411,0.7496514299464447,,,,1.274736719015959,0.4049008552232141,-1.0537063012040968,-0.22370775902380072
13,0.5366023731991658,1.7318346122791841,0.8901469783474047,,,,0.6882260083370311,0.384214624972722,-0.194610490762997,-0.16807491787504014
14,0.3353822142107097,1.3063414937124718,0.6490267844486859,,,,0.6642427346970393,-0.0442322577200668,0.06501258149208188,-0.026397477400150197
15,0.6008192739684705,1.6544399953657136,0.5996227810439227,,,,1.151683951965726,0.42310739896254257,-0.7979485193390115,-0.34502836302382334
16,0.5145799158585169,1.320394313116146,0.596503809726239,,,,0.2154861477451816,0.24052448206100707,-0.1488699929159272,0.03612501901541336
17,0.6497561158004884,2.0066398665836553,0.6209111965528996,,,,1.0892141993531348,0.42591138907645676,-0.6315178166921999,-0.18526239705724115
18,0.6794502906605837,1.1647601065295639,0.6726423108202813,,,,-0.18396701718979264,0.17872073306419956,-0.37970576762735037,-0.04778405223727699
19,0.6610205239604197,1.284687264879731,0.5659826442289565,,,,0.8532063377130807,0.21805523972303417,-0.6331217179415389,-0.05860544912392579
20,0.6158594058882716,1.7575620077747693,0.5497804675170067,,,,0.6788459428944088,0.22296026724758472,-0.6738096692876294,-0.11837648637820532
21,0.7015875135222048,1.4859216834222604,0.4748430738503542,,,,0.40102144620807695,0.39326625016270444,-0.4678598578448275,-0.18982117478587893
22,0.5171706951718849,2.452402712791796,0.39687131273235027,,,,2.297362241890314,0.1885902553515935,-0.7710341029751335,-0.25873483618355037
23,0.5626687466769085,1.3282287163734847,0.615760124223005,,,,0.2904649270371051,0.05194192612638943,-0.22943028878455043,-0.14731434133322774
24,0.37041835046588756,1.557867928820601,0.30724671616868404,,,,-1.8028065247037777,0.00018076583480746862,0.030413993249077162,-0.03717413774049329
25,0.6732842306374323,1.6375017782277175,0.5906808103537114,,,,0.6285313348608659,0.21515576626330934,-0.2722155434518466,-0.4138285492736628
26,0.5967554022364595,1.2324962409844642,0.6373673323644834,,,,0.3690615761770258,0.15062945868932426,-0.32490964194950067,-0.1945136393167172
27,0.6284049549474962,1.6883924809934716,0.5568658306240358,,,,0.21797408324956516,0.22824059635617774,-0.33691433819601313,-0.043228333859876275
28,0.6355929424171669,1.9763241209481486,0.49159614653048667,,,,1.0982872161799535,0.3774109723591853,-0.6224324581146605,-0.15342538064175623
29,0.5935197728239383,1.558047927881608,0.5207492916125418,,,,0.5725533258613881,-0.0017484834527268197,-0.22962960383727413,-0.352562039614007
30,0.5466236966298258,1.6384982082712025,0.5452281109775221,,,,0.22660115561047323,0.013556786709001872,-0.05399815086662835,-0.07453561774310626
