,sv_subj,sz_subj,st_subj,v_Intercept_subj,v_sv_pain_para_subj,t_Intercept_subj,t_sv_pain_para_subj,a_Intercept_subj,a_sv_pain_para_subj,z_Intercept_subj,z_sv_pain_para_subj
0,,,,1.2283796018264743,-0.36209634009249747,0.5681395688206069,-0.001280605880487814,1.9074546991182808,-0.01123005371468796,0.6183591509993079,-0.00924632941463352
1,,,,1.223865451221935,-0.4860124826654786,0.570104228060098,0.000273190599505617,1.8102855293378246,-0.009405749928595346,0.6540331879171056,-0.014000375197709
2,,,,0.9823008171137353,-0.441286673030447,0.6700563894804316,0.0003909278548530087,1.8821577060903798,-0.007099715348596713,0.6778353956417779,-0.009136481748037766
3,,,,1.3310450024499598,-0.43100884844972553,0.710641992124036,-0.003055318176490566,1.5530271704210428,-0.014228935852541,0.5363462774758773,-0.024145092776510578
4,,,,2.110598322218816,-0.06727771150579978,0.42318188242413635,-0.001337906717039219,1.418946324382843,-0.00948257543842253,0.6839850117297425,-0.00538364354887125
5,,,,1.338441814952332,-0.4878518897458642,0.5432707595569173,-0.00018398172264490388,1.632862966688077,-0.006137353502098007,0.7238987068319921,-0.0121385078269479
6,,,,0.8577919290956663,-0.01798708524301781,0.4845182666167254,-0.003020959959861344,1.4996613658160256,-0.010453836979034575,0.7327061104228069,0.004338039504749396
7,,,,1.162781639635602,0.10041078693464114,0.5262588344599564,-0.003504973805684876,2.3611101960808045,-0.010094109329829322,0.5649982280420396,0.00013672983260212807
8,,,,0.4610526722228687,-0.13767963447659717,0.5166767086849219,-0.006626107240395741,1.200773360014996,-0.01555421882248383,0.70963211967073,0.008421821954533976
9,,,,0.30252519551570245,-0.08253556603328979,0.5137723336676736,-0.003950459852606422,1.5104999646178086,-0.019694064890306232,0.6434608804740318,-0.0008617232267598451
10,,,,1.544104255743611,-0.169627129393998,0.3726122999608926,-0.0008859440063927384,1.7644045892477984,-0.008551266314239204,0.657295336978417,-0.006414629677566699
11,,,,0.34020352075252225,-0.015496387176779125,0.6956132801942662,0.004385364597644075,1.7968893828812096,-0.009206227635254177,0.6480924487613178,-0.0063104246754376115
12,,,,1.0542101232702639,-0.11924135504164653,0.7483099868406263,-0.003410814239541809,1.5101444796392913,-0.007671041976987093,0.7221750700228664,-0.00014495040734347625
13,,,,0.6881940106862949,0.04780397488531798,0.8827012767178151,-0.002502285486220021,1.7059181937511105,-0.013920787253465494,0.5524073041619998,-0.01082233296241906
14,,,,0.43618394849731484,0.031687538869986175,0.6515784896390421,-0.0051787142505320405,1.3404082227503245,-0.00572377776522905,0.41426232444569405,-0.019759896892198398
15,,,,1.024583638187941,-0.07463315625933968,0.5976206623780234,-0.0016568318211127074,1.57146833143602,-0.009959235613009897,0.6092218886777436,-0.006361820903610375
16,,,,0.1996537133941384,0.1324801004825997,0.5913633071965887,-0.0021236575747226346,1.3392794063915179,-0.014886511878318721,0.507995296885521,-0.003553245263242367
17,,,,1.0842905545039936,-0.16453353247957736,0.6108138687254356,-0.0010408292611280483,1.9395847695069501,-0.00848274250803451,0.6549277324281544,-0.004330808000054279
18,,,,-0.1704843082298624,0.06142688396130185,0.6622319956333378,0.0019448700789622105,1.177550913934996,-0.013140244805141033,0.6692142433900024,-0.0036962436081433253
19,,,,0.7807998803801395,0.020893386427232062,0.5553666809303777,0.00012400222959094658,1.2779189536965918,-0.0092733515156443,0.6530850627432631,-0.0032642084680994284
20,,,,0.6429350516311492,0.03145684009086248,0.5345131897108191,-0.0006711183769452137,1.7007900056258143,-0.0042547160011422325,0.6041176054126725,-0.005458818884419938
21,,,,0.43912515306474526,-0.0863094061639858,0.46635858148320675,-0.00155695953392041,1.449222040806752,-0.007021824897217748,0.691025363340118,0.00389312804147772
22,,,,2.15148043382151,-0.16052377747209223,0.39169522506705745,-0.0016491733238387892,2.3420848297548083,-0.008366744786229993,0.5201485118291547,-0.009512117265544356
23,,,,0.24816400726560106,-0.04414652623392765,0.6245377844783853,-0.006805440637339247,1.332487962303637,-0.007438994466894499,0.5782687066113221,-0.008071094369145056
24,,,,-2.0736132430495045,0.028038134388566536,0.2766178153179499,0.0020030160023604155,1.5620704755916144,0.00017094073013239168,0.4557368864427261,-0.008047612660615782
25,,,,0.710535625965757,-0.06472155985589625,0.5768749891949934,-0.0029878506035646546,1.5952447191555426,-0.008552802773825552,0.6636461093549763,-0.008571061266949483
26,,,,0.42136517780930793,-0.03901471214586012,0.6299174946101106,-0.002311133306876173,1.2465697815652659,-0.011274508526826573,0.5704470054319979,0.003465640661540492
27,,,,0.19315732937019722,0.11891398345094682,0.5367159259783305,-0.0005162057936873906,1.6798824474598173,-0.007786329950973889,0.6232882487892915,-0.006056810629855609
28,,,,1.0582465847098184,-0.030198421589107044,0.47648931859409704,-0.0024369545209931925,1.9262470048617395,-0.009973998134383676,0.6304758357199506,-0.0026649975007417815
29,,,,0.5380751231903921,-0.11729624466558335,0.5063691082102911,0.0027110791544247017,1.5485529501965525,-0.0058245165157432156,0.6064039942727686,-0.01088060858232142
30,,,,0.19305396904279848,-0.012133514910777294,0.5510722933604666,-0.006038542004537306,1.6584775849080389,-0.009493607309284662,0.5535580898823554,-0.004200081303646945
