,z_subj,a_subj,t_subj,sv_subj,sz_subj,st_subj,v_sv_pain_para:C(OV_Money_Pain)[h_OV_h_money]:C(Abs_Money_Pain)[low_abs_h_money]_subj,v_sv_pain_para:C(OV_Money_Pain)[h_OV_h_money]:C(Abs_Money_Pain)[low_abs_h_pain]_subj,v_sv_pain_para:C(OV_Money_Pain)[h_OV_h_money]:C(Abs_Money_Pain)[high_abs_h_money]_subj,v_sv_pain_para:C(OV_Money_Pain)[h_OV_h_money]:C(Abs_Money_Pain)[high_abs_h_pain]_subj,v_sv_pain_para:C(OV_Money_Pain)[h_OV_h_money]:C(Abs_Money_Pain)[mid_abs]_subj,v_sv_pain_para:C(OV_Money_Pain)[h_OV_h_pain]:C(Abs_Money_Pain)[low_abs_h_money]_subj,v_sv_pain_para:C(OV_Money_Pain)[h_OV_h_pain]:C(Abs_Money_Pain)[low_abs_h_pain]_subj,v_sv_pain_para:C(OV_Money_Pain)[h_OV_h_pain]:C(Abs_Money_Pain)[high_abs_h_money]_subj,v_sv_pain_para:C(OV_Money_Pain)[h_OV_h_pain]:C(Abs_Money_Pain)[high_abs_h_pain]_subj,v_sv_pain_para:C(OV_Money_Pain)[h_OV_h_pain]:C(Abs_Money_Pain)[mid_abs]_subj,v_sv_pain_para:C(OV_Money_Pain)[low_OV_h_money]:C(Abs_Money_Pain)[low_abs_h_money]_subj,v_sv_pain_para:C(OV_Money_Pain)[low_OV_h_money]:C(Abs_Money_Pain)[low_abs_h_pain]_subj,v_sv_pain_para:C(OV_Money_Pain)[low_OV_h_money]:C(Abs_Money_Pain)[high_abs_h_money]_subj,v_sv_pain_para:C(OV_Money_Pain)[low_OV_h_money]:C(Abs_Money_Pain)[high_abs_h_pain]_subj,v_sv_pain_para:C(OV_Money_Pain)[low_OV_h_money]:C(Abs_Money_Pain)[mid_abs]_subj,v_sv_pain_para:C(OV_Money_Pain)[low_OV_h_pain]:C(Abs_Money_Pain)[low_abs_h_money]_subj,v_sv_pain_para:C(OV_Money_Pain)[low_OV_h_pain]:C(Abs_Money_Pain)[low_abs_h_pain]_subj,v_sv_pain_para:C(OV_Money_Pain)[low_OV_h_pain]:C(Abs_Money_Pain)[high_abs_h_money]_subj,v_sv_pain_para:C(OV_Money_Pain)[low_OV_h_pain]:C(Abs_Money_Pain)[high_abs_h_pain]_subj,v_sv_pain_para:C(OV_Money_Pain)[low_OV_h_pain]:C(Abs_Money_Pain)[mid_abs]_subj
0,0.7575998450824177,1.9343715722682162,0.6708127519778045,,,,1.0266856990727646,0.0015058472944782478,2.237849766115466,0.07264550400495914,1.5947205700681193,0.07440746895793802,0.7738332424748281,0.00026644040525082726,-0.797221085275198,-0.03663016673243267,1.2146054106294184,-0.0003921336495284121,1.3645495403586054,-0.05258617819969713,1.2520505193449785,0.013647748022873924,0.783092233217531,-0.012610118205352593,-1.1217515688918116,-0.3969373634436044
1,0.7594582365674727,1.941152919885992,0.6616985996349762,,,,0.8189396829739537,0.0014746135492428043,2.025708209149674,0.12613840237536253,1.8529293015641688,0.07615291587387119,0.1777641765557844,0.00027736290340927,-1.0504469581207616,-0.34416888567624065,1.1418297849202463,-0.0003170039841313852,1.4718274651732497,-0.04801293076476005,1.3385137534292975,0.01225984663537719,0.2020125862936409,-0.012692790265585773,-0.8426291432799277,-0.7444684259305271
2,0.7218842805559625,1.966239112102831,0.7184205596941132,,,,0.646175478853436,0.0014815165337051515,1.6686973559735474,0.13506120339103145,1.2437984750192321,0.08129324711317283,0.03660175551029355,0.00029527750334637607,-0.5306705148518085,-0.4648640009429513,1.2779119000653925,0.0012483604922935811,1.5433079176919953,-0.04449813705972278,1.37999196823625,0.01279600169316317,0.0006667155979853028,-0.01244177129305821,-0.3979825658048253,-0.6299802315679155
3,0.5760563350829889,1.563219491974491,0.7304990949194029,,,,0.3561241919105082,0.0014996834926162758,1.828848763659543,0.1167799640092787,0.7912675182637313,0.07638313239054831,-0.04849385545433554,0.000300260763327901,-0.5723505426672258,-0.7307372863438059,1.2794200668264333,-0.0029270729297893082,1.6169993894969834,-0.053326289355054,1.473710006258307,0.017167373484551336,-0.4852695692079288,-0.013231408245397355,-0.8322243001713632,-1.0142118247929746
4,0.8989877851969718,1.338376273365658,0.5307867069234293,,,,0.7981599821785257,0.0014758801846560408,1.706075657113763,0.1508208648761293,1.1449105338644032,0.07637867971579271,0.5222088943934146,0.00031495575122787755,-0.9175779712200732,-0.38160914505302623,1.047523277990723,3.3698850885561325e-05,1.274212390298482,-0.053353336512745306,1.1744905427866628,0.014412980274071034,0.435932932771579,-0.012403136445328517,-0.9191449181680484,-0.5632630880476154
5,0.850530938607613,1.7337118173039547,0.645249723295099,,,,0.9059011039753743,0.0015242941237376168,2.1777118428957967,0.1743250631772421,1.6399468967854194,0.07021244339485148,0.7118474458033084,0.0002299866080596697,-0.9723207620948584,-0.17957847993384116,1.1967927150475783,-0.0004829357347130533,1.4263997993453585,-0.04709146800728119,1.4115290984305666,0.009918554309826657,0.6691905616233981,-0.013295134728217814,-1.2327789370805917,-0.31563446619248076
6,0.8396696900235893,1.5472109393156022,0.5668268868382579,,,,1.1030817566827873,0.0014735802518448498,2.0227279500268915,0.143891429252769,1.6418996732028133,0.0714465930262213,0.7447893807400413,0.00032509240489409777,-1.0481782210099082,-0.3391553349548536,1.148500118678182,-0.0008076585341537968,1.0740643573926947,-0.04322318370845345,1.3722674134417436,0.013211856154376625,0.8940288036194423,-0.01320976830223563,-1.154005734004594,-0.5057730040124514
7,0.7442629299907804,2.1454125856025916,0.6641267544606079,,,,1.0809979263108005,0.0015146435888020427,2.0039180179397436,0.13866798811686606,1.208687987737741,0.06762294285975422,0.585311477853718,0.00038955266766002144,-0.5773900007615445,-0.22293970798461316,1.1979391817371885,-0.0002544541561395755,1.6613983034927915,-0.051444000170597096,1.4521394829813854,0.01914052998899328,1.0144022452181507,-0.012458436839013232,-0.8691477209541146,-0.32149746806455526
8,0.744979972013972,1.3690790897561038,0.5321246270919973,,,,1.2467593641323205,0.0014587823655431047,2.481092551755276,0.15778068831789704,1.4723544161215267,0.08072302772159608,0.7894248609448786,0.0002793423447522141,-1.6962232470123075,-0.7791038537912723,1.5978814310678517,-0.00040116222060285233,1.7055182873316825,-0.05241718287034181,1.4772822765897196,0.009837399813358213,0.1797122658381895,-0.013457815563047834,-1.5285851534735455,-0.7879415203752566
9,0.6412563388759746,1.623780009046081,0.549531418621955,,,,0.9771039423981241,0.0015043348431368177,1.0727271554054054,0.17446274796774472,1.2663214846911286,0.07391666313436668,0.9328274524836543,0.0003529735586115146,-0.9627884416523043,-0.40378742710304855,0.9547333744292117,-0.0010551212870029494,0.9301033442910255,-0.05003311466732844,1.186291135123626,0.0143124427267366,-0.3351608175802764,-0.012921305333154512,-0.9378626265536976,-1.0733073006968883
