,z_subj,a_subj,t_subj,v_Intercept_subj,v_sv_pain_para_subj,v_sv_money_subj,v_sv_pain_para:sv_money_subj
0,0.583307078066546,2.054588971043046,0.5544870907928583,0.29090077491473143,-0.7341239291567044,0.41293768042487994,0.09851551013769921
1,0.613703601098575,2.1104174877210458,0.5498806217231849,0.10535762201778354,-1.0045458200138662,0.6124346678984669,0.09814125689325377
2,0.6439041736591473,2.0659727944073976,0.6439022209141945,0.2329572508115862,-0.7786168499584619,0.3763188382081865,0.08843938270447368
3,0.5013716348467109,1.7749913762859884,0.6719781753364825,-0.030240603418188586,-0.9207404742454675,0.5730987496924271,0.08015017886690788
4,0.6502302232992136,1.485847908391759,0.4143143260438499,1.3751379503724928,-0.24746537227160653,0.3773414469138585,0.07035255953904666
5,0.670789742006742,1.7547645906851206,0.5278528584260102,0.2982878022151626,-0.9372213090277236,0.6330680645340031,0.04661330471883649
6,0.6788352511088939,1.6106682889126887,0.46103310120035007,-0.5776637228570327,-0.16563989823748035,0.6621597471666955,0.09505198233560892
7,0.5679384215549933,2.360795739559172,0.5252742887530948,0.7797807071131689,0.033311555340478353,0.09857661471076624,0.09086429671760715
8,0.6060465906783261,1.3655959049826791,0.46898399753830944,-1.2332610453638368,-0.3134210339470813,0.8875477415232489,0.12209815232778712
9,0.6123861142529532,1.7121982609803326,0.48352054474617034,-1.4991084276559492,-0.3978575237529939,0.6720925513079218,0.1334140358946796
10,0.6393073727320935,1.8179318663631134,0.3652070432707228,0.627901040847533,-0.3662419724814444,0.3454105518796174,0.06017204607565906
11,0.6184356010709711,1.9591383395169981,0.6904233866591225,-1.0254942968132652,-0.14207789011591057,0.49027588752604295,0.06991211188694615
12,0.6886490544770182,1.6400792406483695,0.7354385807038956,-0.3258368421488007,-0.4481060180074179,0.6618134091250184,0.05363700284698299
13,0.5421108786254627,1.7295835595362468,0.8761264504113965,-0.062055879411636795,-0.09240998794341111,0.2231259534291045,0.061735610303599496
14,0.374846345865065,1.3326983850876362,0.6232319812623383,-0.4681981335529225,-0.127303541514322,0.3002568094682833,0.02968447633814207
15,0.6008179890579198,1.6622902403364788,0.5973697611855194,-0.2871689917549902,-0.277494080031604,0.47453430283035253,0.08092572382792985
16,0.5088909969793948,1.397805095845932,0.5806056048128329,-1.088658627774713,-0.13397806938384516,0.42947803082724434,0.08605692895892535
17,0.6149562057851345,2.0476636148811735,0.5947007965144876,0.03983230372160428,-0.2694361576425713,0.43206859382908946,0.0703836203327187
18,0.645808676907137,1.236494650542718,0.6586193510046363,-1.7663717629171576,-0.1707008868443566,0.6114822393705825,0.07303004996366044
19,0.6248753808554832,1.3154570899963487,0.550144257978674,-0.42710472546288053,-0.06934648593254164,0.4718361353865085,0.05457317242523906
20,0.5950420459803749,1.7854813363045092,0.52646547302363,-0.6172227657620453,-0.02912976379289968,0.4314091584717781,0.03033566932748221
21,0.6645179729211869,1.5836919179386262,0.4511539599415173,-1.4796178433089686,-0.13305953691231331,0.6738151168722185,0.10180871099446374
22,0.5176435790810224,2.3165932064820516,0.3903422878267778,1.7173559291593068,-0.36374050326603863,0.13144557071164636,0.05458487019320344
23,0.5714527061046936,1.4229736818804202,0.591906154605181,-1.2550665684176159,-0.19193452147026063,0.4472474375791622,0.062169599883209824
24,0.43670178957065836,1.613312717624542,0.27356469390879035,-2.345962363697838,0.019754542260578857,0.051894167383406214,-0.004516469807840194
25,0.6485754215889058,1.6965833637622267,0.5702141185260126,-0.5684762816427609,-0.1840803583605811,0.47039568701392853,0.04513955512114796
26,0.5532030790195327,1.3113280876195361,0.6159558020461126,-0.8641872099841962,-0.28457214350452986,0.4614071812945452,0.11009802347509921
27,0.6058623863062396,1.7913963176264203,0.5260516451956241,-1.0955510066461587,-0.03941260941590732,0.48288210436325135,0.04105472149693553
28,0.6009061088881683,2.0221377800289155,0.4611350012026517,-0.016799237143572288,-0.16126814760884622,0.4002898086593574,0.09477944406258199
29,0.5875526518586949,1.5919300231014084,0.5078204344643984,-0.5953680370285072,-0.20212633444909753,0.34816891775552833,0.05062193219888446
30,0.5517388241658143,1.667747366532468,0.5305643216913363,-0.3976236192656742,-0.153229383939031,0.20418405974714976,0.037400183113809396
