,z_subj,a_subj,t_subj,sv_subj,sz_subj,st_subj,v_Intercept_subj,v_sv_pain_para:C(OV_Money_Pain)[h_OV_h_money]_subj,v_sv_pain_para:C(OV_Money_Pain)[h_OV_h_pain]_subj,v_sv_pain_para:C(OV_Money_Pain)[low_OV_h_money]_subj,v_sv_pain_para:C(OV_Money_Pain)[low_OV_h_pain]_subj
0,0.5958366545109997,1.9340299257143465,0.5588282305392334,,,,1.2445500561577516,0.5472617997077969,-0.3596315959011697,0.5988310256311553,-0.9168721020831363
1,0.6165530805619199,1.8620612614263348,0.5588768436799418,,,,1.2088199690621966,0.45349430951186953,-0.4642890747166302,0.5386810785577404,-0.9386256826359456
2,0.6462940327240695,1.9449747098191081,0.6542416575997959,,,,0.9279119954040126,0.37368187168301886,-0.4313712252497071,0.687163992139678,-0.6947983413336596
3,0.49259946734743126,1.6598333695001524,0.6715555475223709,,,,1.2043132438857713,0.08294267463600392,-0.46692750081467194,0.5741114367336535,-1.1080020676480868
4,0.6726210078422611,1.430070451554211,0.4178601048831498,,,,2.179520115782882,0.5315786483214378,-0.3373229101367378,0.616049815772234,-0.3389718107350652
5,0.6938990898388803,1.655224576007941,0.5315150869341089,,,,1.3369320816897319,0.6389371398892384,-0.5132047820207507,0.7599860519460073,-0.6100533594515248
6,0.7112508934963396,1.526275501052655,0.47130213831980244,,,,0.9766262752407503,0.8659091303680723,-0.347019186386713,0.6152371509945468,-0.4072537975181438
7,0.5532085627030974,2.3438962810570954,0.5190902891836382,,,,1.1707774870856917,0.6039920684378612,-0.35903462991358004,0.7004273959360034,-0.09410950301754019
8,0.6500197552657193,1.277114217299231,0.4800965219938426,,,,0.7853068585761958,0.9821727667733793,-0.3664633175678852,1.0703401819889393,-0.44846002338980356
9,0.6247111125094531,1.6306068048647318,0.49560406581960104,,,,0.3739893495535428,0.7063257398208186,-0.2778628885656835,0.6197972344928796,-0.729893151901003
10,0.6448524374777677,1.7680100448095961,0.36639157608535133,,,,1.54496314983899,0.5106339178474084,-0.3997560171682084,0.7032066007279452,-0.31473079668459336
11,0.6275516842591916,1.8632607183187269,0.7027142421394448,,,,0.4055996891692843,0.4526705566477739,-0.32043082710889625,0.6039761015277995,-0.12892212951288895
12,0.7150721813656339,1.5316328369366439,0.740407522017459,,,,1.0807598856280176,0.4909690073296728,-0.346989970610148,0.6437769681773838,-0.5041219062072418
13,0.5232538416493134,1.769986458616418,0.8674152820767113,,,,0.7555499014284028,0.4859390678534702,-0.3627614518762335,0.48492272770594935,0.06204765745910556
14,0.375907286859942,1.465521659661722,0.6085843464052737,,,,0.4410170919967433,0.15984680451632075,-0.4151573611512285,0.27024185287694436,-0.16965676152718562
15,0.5957067765265949,1.596771517253527,0.5930789447294018,,,,1.0241401343921919,0.7637838768780023,-0.3444815170941181,0.38821156025677744,-0.25154242914302777
16,0.48479001617632694,1.3834456824176846,0.5881004995153575,,,,0.3441380914615833,0.5105128248388268,-0.19489482832915236,0.7515565420922113,-0.2095380003743824
17,0.6279664514765615,1.9734321250723363,0.5974561929706429,,,,1.1464035526625156,0.6003045376263889,-0.3741860505007093,0.7578851634080788,-0.44307772482806934
18,0.641352424168662,1.2108248950858955,0.6609231704358691,,,,0.050352669434603356,0.5408506471407717,-0.2267600158059705,0.8082092086084102,-0.28556121896753056
19,0.6271777621694884,1.3214840637864582,0.5483321917631147,,,,0.9068670940246208,0.6933679279218685,-0.4174952917497701,0.7765251675511331,-0.07527029023653002
20,0.5815981331737259,1.731370991424174,0.5281788390426487,,,,0.7117105831799292,0.4320207002457332,-0.262856240069371,0.7028006972357032,-0.018745388221884592
21,0.6543247351759117,1.5142917629267307,0.4520949765760824,,,,0.636377608314279,0.7704934682399317,-0.3604051597245113,0.8478160177199974,-0.3585767092076297
22,0.5061245174596355,2.2656658724414847,0.3883378952177876,,,,2.0999402179833733,0.35861072073919603,-0.3415899867652368,0.6119921066628685,-0.31786776582243276
23,0.5609159001031602,1.44325306522437,0.5907542394475087,,,,0.19111674413024557,0.33068874656571473,-0.3448435018875326,0.6480940514517125,-0.2226805646548771
24,0.39251700897438674,1.5737612016822098,0.29218515122213784,,,,-1.7492745180266895,-0.004086391620373011,-0.028807070308956777,0.010468365251000858,-0.04691133010153133
25,0.6306260473292244,1.6680812675579217,0.5670856862024223,,,,0.8459465757214217,0.6815963502684326,-0.42229777078741815,0.5860350386820068,-0.15079663783243064
26,0.5226527794870608,1.3247301831365004,0.6188196900654233,,,,0.5911583367352584,0.8191073842684304,-0.33083738766440185,0.7839397439127238,-0.26375691133344364
27,0.6064243960753671,1.713107011424785,0.5351200997063768,,,,0.30034606835218414,0.3985584562473338,-0.1996741453950263,0.5658023639851196,-0.1465838487156885
28,0.6025262311628146,1.9681670214595217,0.4609228719514197,,,,1.1269917254705346,0.8304280291534047,-0.39530502309864846,0.5572830843913297,-0.2639466546317888
29,0.5706691309128412,1.6249474577187573,0.5017063028120974,,,,0.5911819657018462,0.3840825413674689,-0.3736330078178142,0.3573531324240676,-0.2009936093209016
30,0.5418891983041957,1.7568483052953796,0.5236974884474586,,,,0.2625076124911776,0.2083536164736321,-0.32125847049628936,0.361490632970821,-0.10365609926675842
