,sv_subj,sz_subj,st_subj,v_Intercept_subj,v_sv_both_subj,v_sv_pain_para_subj,v_sv_money_subj,v_sv_both:sv_pain_para_subj,v_sv_both:sv_money_subj,v_sv_pain_para:sv_money_subj,v_sv_both:sv_pain_para:sv_money_subj,t_Intercept_subj,t_sv_both_subj,t_sv_pain_para_subj,t_sv_money_subj,t_sv_both:sv_pain_para_subj,t_sv_both:sv_money_subj,t_sv_pain_para:sv_money_subj,t_sv_both:sv_pain_para:sv_money_subj,a_Intercept_subj,a_sv_both_subj,a_sv_pain_para_subj,a_sv_money_subj,a_sv_both:sv_pain_para_subj,a_sv_both:sv_money_subj,a_sv_pain_para:sv_money_subj,a_sv_both:sv_pain_para:sv_money_subj,z_Intercept_subj,z_sv_both_subj,z_sv_pain_para_subj,z_sv_money_subj,z_sv_both:sv_pain_para_subj,z_sv_both:sv_money_subj,z_sv_pain_para:sv_money_subj,z_sv_both:sv_pain_para:sv_money_subj
0,,,,0.9952027069304128,-0.8628460021904774,0.04658781725944249,0.024063958897670497,-0.006281115024488191,0.11930045479673347,0.015734117087560902,-0.012534614299529954,0.5404001743994281,0.006947573753164495,0.0021050462503104453,0.0013610875384972194,0.0009965455372790517,-0.0004679668006357699,-0.00047582767762691103,5.012884764285901e-05,1.9127665403022263,0.024891449424910703,-0.018429657274734165,0.1167228357338387,0.004284171396917184,-0.041293595001472866,0.00180964328949883,-0.000476366261530828,0.6145106728683342,-0.004795191188235704,-0.011017884029434363,-0.0035580507930248837,-0.00044964669144375576,0.0002595674214825975,0.0015785317328021386,-0.00014175554484390188
1,,,,1.0298978211472698,-1.1328436473810404,0.036440449912617995,-0.0017209600342468806,-0.005052823101782702,0.10563903732513265,0.012097863280237098,-0.0125773388830218,0.5363614949009147,0.013162479115823356,0.003024218201219632,0.0008074433640529138,0.0010695028081946845,-0.0003382007831584075,-0.00030053734778915433,3.271196171434409e-05,1.9317768914361364,0.04470697848775705,-0.014344938770829565,0.11189677306583118,0.005654897412657483,-0.036179348396047355,0.0022228733619289232,-0.0005612318975118963,0.6165225186170402,-0.002629650123539119,-0.010984840052787997,-0.009787695643009176,-0.00016279503858831885,0.00019601258605240752,0.0012376101979805804,-9.844612706646176e-05
2,,,,0.9341483621153931,-0.880939010976424,0.020294659949054772,-0.02586592756777194,-0.0064566892807795375,0.14486007110038,0.005604803211068884,-0.019892680741304063,0.6880121015323253,0.026002053032819404,0.002260798669230441,-0.004673323638901794,0.0018162369949387843,-0.00016755331278097286,-0.0008741363827671761,6.594487421694145e-05,1.857199577900109,0.06518338061282664,-0.01329537517186338,0.057301754936692,0.008142135713198297,-0.035135213436287525,0.0007495448526388911,-0.00020385430731108335,0.6164735929151614,-0.011079331892366406,-0.011849138477451367,-0.0008161637702051493,-0.000497051791889064,-0.00011495637961153185,0.0011926640941719074,-0.00022293781634594333
3,,,,0.896507609830763,-1.1366785307747702,0.047117721513320845,0.007235945861530821,0.007288526561178222,0.10369773777367267,0.010675392626836956,-0.009735881392917914,0.6579171731721176,0.007490099807978047,0.0015388482475197972,0.0024546863098230277,-0.00016433387451355677,-0.0003972820600890794,-0.0004284424799902165,5.693292005508531e-06,1.7437075008882512,0.027728929910623857,-0.01764261386056836,0.09001848991494794,0.005152980952241377,-0.05361239617640371,0.0011896298957334893,-0.0009589701415050483,0.6120358248765219,-0.010150726466114306,-0.012052816787853022,-0.026594005051748894,-0.0003412985364675832,3.486354863380993e-05,0.0012479583911227672,-0.00013646240506584722
4,,,,2.1542101260040534,-8.895690246066531e-05,0.03503142679029783,0.006760224128581013,0.0015194032728516665,7.395460444885446e-05,0.006924853382901249,-0.00024861852724180565,0.3894999364144202,-3.869175892217893e-06,0.0024329145324853917,-0.004271409641191748,1.1214731609905699e-05,7.718749596932237e-07,-0.0004156910534880666,-3.38864332016172e-06,1.7142996481065214,2.6191287790237195e-05,-0.017181837281098802,0.066789479855773,0.0018599518809092868,2.7392164172953377e-05,0.0025081557518005617,-0.0001088098306060294,0.6152577761520965,8.048705110627292e-06,-0.01163126099146745,0.011651046123720914,-2.477780611456114e-05,-2.0082778135989224e-06,0.0012557898014563067,8.925368411065538e-06
5,,,,3.8241022346028117,-1.1420284744213889,0.03005117210401422,-0.0037371502519022368,-0.0033400975869935685,0.10368376970917487,0.005729424876406356,-0.010521585875887737,0.49851538120620525,0.009050230903217583,0.0010747846788014238,0.0028316878431584717,0.0013178556421423908,-0.0004781997218754322,-0.0007522742020700171,7.408246993178163e-05,1.785911398964282,0.04796791827891083,-0.015720448102580137,0.11702885764823716,0.005810177412991135,-0.021359165918920647,0.0026585372743356383,-0.00017756144012682592,0.6173620441091825,-0.004657969949207989,-0.01115770092991673,-0.007254364327345825,-0.0003446864634066156,0.00019231996025611032,0.001422660249343428,-0.0001239670188292116
6,,,,1.0572900408766188,-1.2025582308340705,0.037548858847117235,-0.0009777111704135962,-0.000295956630644555,0.1985355229259051,0.008903331979509788,-0.008013297743707215,0.49674664114806566,0.013911433485674335,0.001490509815128314,-7.717223725828382e-05,0.0007714613538100887,-0.000311390997313231,-0.0005057227178702785,4.039285412198682e-05,1.6527234764637933,0.045765434633051945,-0.019911362162539636,0.04737739749549823,0.004623265753025159,-0.023435336339062095,0.0019142014687534624,-0.00042387767334209825,0.6172568864386644,-0.012671287760553582,-0.010634750635617297,0.02613712282828023,-0.00035665378822571675,1.723440200709992e-05,0.0015677429095822212,-0.00011211970543673537
7,,,,2.0353743943536684,-0.13678490447980038,0.045915578015019644,-0.015549053796019533,0.012702148885717688,0.016118776099878128,0.010164996510111933,0.0006534519817101446,0.4920088658311933,0.0045315982914623494,0.0005728708627660758,0.004943496078617494,-0.0007169679424656568,-0.0005718083269029748,-0.0006961329944550525,-5.007678957804138e-05,1.9076651059609806,0.03520835735806675,-0.019235788376334505,0.17398640548752584,0.002624601937455005,-0.007945107007261396,0.001719711859598969,-0.001147901613833342,0.615239285312431,-0.0035879217003057066,-0.010479507065717679,-0.025032368867424912,0.0002746656862833492,0.00023800964835973978,0.0016379714683973042,7.131208449127773e-05
8,,,,0.8681985955698343,-1.9627612883208365,0.016117237004050006,0.008148018197458553,-0.00465509885952689,0.07445159777888515,0.006299055512707617,-0.011040156888959323,0.4939064114803769,0.004235930467051672,-0.0019120147555184864,-0.0005465422187507436,0.0009965460506586178,-0.0005370025164721127,-0.0009730870081944095,6.553012675042472e-05,1.6705306369094335,0.04012403014365415,-0.021734335648104116,-0.00023256642790012904,0.004510844135906205,-0.03195104282748242,0.00027794323398704996,-0.0004628931614931735,0.6133045283780485,-0.014172731761076885,-0.011427839639778548,-0.006882409136262812,-0.0006008402064855055,-0.00014850082387044762,0.0014939712749752988,-0.0001610460447617545
9,,,,-0.6228368157888013,-1.1392258297248856,0.01636319154602747,0.02270321561760926,-0.0018662148785067185,0.09456645872362902,0.011090121738143036,-0.008403385193826626,0.5187247478652134,0.010313196612807584,0.0005372139352985017,-0.0003058753428672234,-4.874259618263156e-05,-0.00032610940377667485,-0.00035205492859577674,-8.228719102851292e-06,1.6421318750996776,0.04333483134505577,-0.02844729409706346,0.08631771019279173,0.0042480118526475215,-0.028864561489809162,0.0020135695164924332,-0.0006162772945294176,0.6106910144619464,-0.011452060035748968,-0.014079602581162415,0.01564775921329766,-0.00030620629134261383,-0.00013329520227316983,0.001291774274557727,-5.581698355390642e-05
