,z_subj,a_subj,t_subj,sv_subj,sz_subj,st_subj,v_sv_pain_para:C(Abs_value)[low_abs]:C(acceptance_pair)[P]_subj,v_sv_pain_para:C(Abs_value)[low_abs]:C(acceptance_pair)[M]_subj,v_sv_pain_para:C(Abs_value)[low_abs]:C(acceptance_pair)[I]_subj,v_sv_pain_para:C(Abs_value)[mid_abs]:C(acceptance_pair)[P]_subj,v_sv_pain_para:C(Abs_value)[mid_abs]:C(acceptance_pair)[M]_subj,v_sv_pain_para:C(Abs_value)[mid_abs]:C(acceptance_pair)[I]_subj,v_sv_pain_para:C(Abs_value)[high_abs]:C(acceptance_pair)[P]_subj,v_sv_pain_para:C(Abs_value)[high_abs]:C(acceptance_pair)[M]_subj,v_sv_pain_para:C(Abs_value)[high_abs]:C(acceptance_pair)[I]_subj
15,0.7304443952938356,1.6311836363872458,0.6792209465775151,,,,0.539047929720082,1.2741951201965442,1.3524046483430987,-0.48673171266136916,1.0791821754240867,-0.061985705989453105,-1.1221532044996232,1.0004621140423557,-0.0007509480816990657
16,0.5023440505621278,1.433029137479865,0.648694349167224,,,,-0.2027752575838124,0.6789108377810866,0.8021518643992752,-0.7204192005750476,1.0796941542631866,-0.06899489402141863,-1.7983311605399388,1.5565203981295033,-0.0006163324650343993
17,0.775655182061441,1.9273181428763884,0.7213007158453173,,,,0.48934998455151246,1.2497104910676973,1.3022586690801636,-0.012854025690915117,1.6734443731387434,-0.04949433169419079,-0.46296635606833697,1.8872121548827578,-0.0007488117665610961
18,0.6160827430420507,1.2326851624404316,0.7125821762107227,,,,-0.36848064285524534,0.6881689839473667,1.131037742676305,-0.4100148596796532,1.3115738055817252,-0.04165345003370009,-1.850593939870903,2.168481272356222,-0.0007737947779255969
19,0.7477119113983386,1.2664390365858158,0.6255382764526018,,,,0.056439426525681735,1.1688223796792776,1.4054792209949682,-0.2787688558478224,1.848607730938136,-0.02021795026311673,-0.9837632345330417,1.9841928714619077,-0.000847791934761343
20,0.6601659666212225,1.8090079190682786,0.598836489025214,,,,0.32008472105852515,0.8109791077863358,0.8640459994663111,-0.14954091485495802,1.8532436287533318,-0.0505867842147562,-1.272803489431965,1.7594916175022304,-0.0008401513389045433
21,0.716516066061815,1.5147829128354036,0.524617868384612,,,,0.3042087171263185,1.4652794963281819,0.9526226493834845,-0.35249519087513576,1.2879026132358893,-0.04190655298874207,-0.7772775630806962,1.7422587693446283,-0.0008166966435993412
22,0.784740265116345,1.6857632698953573,0.5908674546303196,,,,0.3292028749384649,1.2570876176669719,1.318030157558629,-0.2734111542283038,1.5664374277130195,-0.05711805532405333,-0.7696969609766926,1.7999164217507706,-0.0005884552015292533
23,0.5781212757213166,1.4283158919971604,0.6542375238723939,,,,-0.39721251187543455,0.478051048282832,0.43829919128653594,-0.8677923470786207,0.4925007245535171,-0.07084519814456326,-0.6174900491953802,1.2164857429529383,-0.0008647238310155684
24,0.21850572387437947,1.4270148312698159,0.40853644580861537,,,,-0.20764104293420352,-0.04992340646433218,-0.12396523656056804,-0.2828071102851057,-0.07583884392363822,-0.047674116492287796,-0.01487383339917938,-0.14243630857921039,-0.000765426511512231
25,0.7357293035968425,1.750874325159889,0.6574339852874848,,,,0.3560244845281642,0.6297818082045649,0.6290192456011965,-0.43515051692497964,2.4799347851845965,-0.048037537699980995,-1.4792701113298092,2.3039783108847596,-0.0007746064135706115
26,0.5600766639033675,1.3400255036003854,0.6887947250793617,,,,-0.08147277784699389,1.4006559860555932,0.5849494783198376,-0.674755500335049,1.262797298541869,-0.02871147977426225,-1.030435243840434,2.034223624253902,-0.0007226282679971746
27,0.6214887961711897,1.7738881505285258,0.5913580010003096,,,,0.06786000218437968,0.48391954217936456,0.9056009280166548,-0.5155760330779093,0.9683315693665326,-0.03942456454617618,-1.1907224071104658,2.1005709195772195,-0.0008439952845093185
28,0.7570354803279015,1.882931032724377,0.5819830424159256,,,,0.5320115675257642,1.3431646951554366,1.3070660741377054,0.05512919713008028,1.1462037179776703,-0.04868509774132205,-0.69027278296316,2.188572532722166,-0.0006790492684477512
29,0.6504048296165461,1.6372457321715548,0.575256930436955,,,,-0.11980035107896234,0.49736021422673005,0.4044750705558091,-0.5118398692289049,0.8433443191009734,-0.0575984202701307,-1.2535385737378093,0.597365365332933,-0.0008024706849414338
30,0.5802167761518723,1.6942561919604726,0.5975053081066866,,,,-0.09671576200278005,0.26803760538786847,0.03794240695388078,-0.3582692324525365,0.3921617920043897,-0.0441675779130652,-0.8824798910041288,0.4168998031932586,-0.0008033065874277954
