,z_subj,a_subj,t_subj,sv_subj,sz_subj,st_subj,v_sv_pain_para:C(Abs_value)[low_abs]:C(acceptance_pair)[P]_subj,v_sv_pain_para:C(Abs_value)[low_abs]:C(acceptance_pair)[M]_subj,v_sv_pain_para:C(Abs_value)[low_abs]:C(acceptance_pair)[I]_subj,v_sv_pain_para:C(Abs_value)[mid_abs]:C(acceptance_pair)[P]_subj,v_sv_pain_para:C(Abs_value)[mid_abs]:C(acceptance_pair)[M]_subj,v_sv_pain_para:C(Abs_value)[mid_abs]:C(acceptance_pair)[I]_subj,v_sv_pain_para:C(Abs_value)[high_abs]:C(acceptance_pair)[P]_subj,v_sv_pain_para:C(Abs_value)[high_abs]:C(acceptance_pair)[M]_subj,v_sv_pain_para:C(Abs_value)[high_abs]:C(acceptance_pair)[I]_subj
0,0.7429033440631138,1.937758319452212,0.669619557291507,,,,0.4898931714702396,1.2847640305057786,1.6742440056983534,0.1088902235138628,1.8588257883595871,-0.03487205074140937,-0.865056868640908,2.230767491325442,-0.0006517091933830504
1,0.7446361805376441,1.9719555521715557,0.6570540779704478,,,,-0.002124511814487406,0.963687969569933,0.5927245494122672,-0.37458715604500953,2.203267241538489,-0.034787547335116194,-0.9413237336687391,2.1913343432346952,-0.0007231269241411538
2,0.7013709686732909,2.0371875815012563,0.713134742252276,,,,-0.23959650185978001,0.7975029686828382,0.5593000153548829,-0.49317173763673855,1.5626716589185814,-0.0546506591272587,-0.46938660694886275,1.844629544414164,-0.0007714134878775134
3,0.6047663046660553,1.7115685030977525,0.7299663216394454,,,,-0.683737932382517,0.41704045041101007,0.3306414819996726,-0.9818605115706969,0.8805937636864146,-0.03823433811802285,-0.6849664965550354,1.9859655135012988,-0.000793764840541553
4,0.9010196841269729,1.3418464139796862,0.5327809186698335,,,,0.17155972216898904,1.002726573172283,0.9740444127432173,-0.3585118016585066,1.292650510598258,-0.031986484361450185,-0.8869364190638352,1.5760008665197467,-0.0007546872137600221
5,0.8407685299720454,1.7435371455588407,0.6439142070328162,,,,0.45290595898713,1.2084276856782057,1.279732918807378,-0.07383508550560167,2.0521788846982125,-0.04911401867003064,-1.042560589092819,2.251529227721716,-0.0008251004857321528
6,0.8303448580003925,1.5557826565553128,0.564976440067836,,,,0.35517605400965524,1.391099482417723,1.58656246497484,-0.30809536845571617,2.0248699843924203,-0.06637994490199364,-1.2171091781179089,1.4745590017047852,-0.0007525810882737338
7,0.7324022555763292,2.136052965047842,0.6638335138112937,,,,0.46297267621230714,1.3532535848709988,1.1159374170275926,0.012053331412114347,1.494728552170378,-0.06983646194727619,-0.5430250220464816,2.2287879148275787,-0.0006718932042033824
8,0.7386161614023912,1.4024573467185248,0.5437996083849536,,,,0.08076779605839778,1.8157831560589588,1.238865030305635,-0.9917359805903627,1.8320855095819213,-0.05202776029597735,-2.0541577257739045,2.627277069777009,-0.0007310465594090368
9,0.6456324420474115,1.584877915878917,0.5470763818221445,,,,-0.07229803727241409,0.9610703100635423,0.2925931309715295,-0.715788989411114,1.205940657837089,-0.0585428663568171,-0.8865009566930668,0.9398062738021765,-0.000810483715013691
10,0.8492045167045558,1.683294333803896,0.47179430039822257,,,,0.3257387554912001,1.1779580264729368,1.151409817434197,-0.24096022345582704,1.7472760596628278,-0.058887999820626445,-0.9255193537819661,1.448278262316331,-0.0008773288086124767
11,0.6869033022969077,2.0170823358888637,0.7709719742743963,,,,0.1052400708658647,0.8112294584732628,0.7712395281336379,-0.8023122931122197,0.6580944541306039,-0.044834339129529686,-0.7558903477977712,1.108808756904721,-0.0006588911644872754
12,0.856349819401345,1.669750184266051,0.8142564553912693,,,,0.5262802303981321,0.9979321292898525,1.3403514422546665,-0.2226905554370689,1.8896271793330532,-0.07251070365711168,-1.3085248257057778,0.8694432856670108,-0.0007041034238759783
13,0.5899083163254927,1.7150854371678412,0.9379597701238286,,,,0.40542664416871793,1.1566574551303161,0.7908797832607619,-0.3738502914910616,1.3145926761716265,-0.04315247907863694,-0.5303548713624762,0.5169534911536103,-0.000619809714436969
14,0.4028175687959233,1.432128896985922,0.6425205285114381,,,,-0.3176168493464028,0.24627340317340926,0.1238655300221546,-0.537204473544048,0.2674576048954024,-0.04958105054818997,-1.647842213749975,0.4747677136602227,-0.0006538719420257823
