,z_subj,a_subj,t_subj,v_Intercept_subj
0,0.6112103999631877,1.849475944778318,0.5758034829751958,
1,0.6470828566549107,1.7017928743706203,0.5760902801339001,
2,0.6667066726468404,1.7462175528079442,0.6791644123580669,
3,0.4634773731794243,1.4246185931593824,0.6976200330161795,
4,0.7012643337739916,1.3882697990228738,0.4288724373486991,
5,0.742629467924959,1.5864472328362973,0.554378154958329,
6,0.7350935760585733,1.5005873601461783,0.48418794835036566,
7,0.5624186956864043,2.3345138886338814,0.5228257455139049,
8,0.7125557794174163,1.1858016538480411,0.5014981480312304,
9,0.6426406411929195,1.4814631325806822,0.5056440888753234,
10,0.6701271692112978,1.7372965790951833,0.38079877877550733,
11,0.6384567486761812,1.7798470768543893,0.7053318245743543,
12,0.7253879138327951,1.5112814134819812,0.7501388116145539,
13,0.5448358653845937,1.689082208324966,0.8811760228201944,
14,0.34636240075687647,1.3033391883040504,0.6360878302943148,
15,0.602941342148464,1.5603839441526548,0.5964356026613059,
16,0.5119797455713978,1.307335511188606,0.587117310463701,
17,0.6607407449888918,1.9219867399979678,0.6121059849134363,
18,0.668344060198852,1.1573271851675844,0.6652462904638735,
19,0.6551446533583019,1.2711141945869966,0.556790981544007,
20,0.598246954420684,1.6902991064840165,0.5370119288470208,
21,0.7012649678358662,1.434613713961447,0.4663072559624587,
22,0.511752696675739,2.249758223569997,0.39552655230811495,
23,0.5621540171021718,1.3295134546229943,0.6015256004242305,
24,0.4063045150111834,1.5515136407794963,0.2928666947321343,
25,0.6665419948296339,1.5846387208435715,0.5767473170781151,
26,0.5713532324843641,1.223383273620243,0.6248772841611689,
27,0.6217706551216388,1.6542598674674838,0.5422944397489435,
28,0.6350224465148908,1.9121676485747285,0.4754506281081805,
29,0.5923987351253546,1.5248390917002355,0.513050865882037,
30,0.5468666715754493,1.6391596253596672,0.5336350328164642,
