,z_subj,a_subj,t_subj,v_Intercept_subj,v_sv_pain_para_subj,v_sv_money_subj
0,0.5879741197473973,2.031722755629875,0.5581424181958953,0.05439101270267044,-0.44690300454330933,0.48904180556493315
1,0.6098905739067324,2.066020368136514,0.5531446031806825,-0.3294115526071472,-0.7148014850361734,0.7722001987388623
2,0.637011918502422,2.03469050537455,0.6462121940120106,-0.20987821991076816,-0.5332342981631631,0.5557126280303758
3,0.494381572607426,1.7531385585278534,0.6729745449532631,-0.5283649182608315,-0.6541748266493738,0.7390672593252408
4,0.651383690682031,1.4805279406095195,0.41518439031923177,1.298989186643187,-0.07695040467883744,0.40683047449787096
5,0.6690413308278399,1.745843381284998,0.5296683001713952,0.01252140284864997,-0.7198243364013251,0.7011201338864028
6,0.6773223656269067,1.6160449099709595,0.46070711227464045,-0.7580445777287953,0.02043397941781221,0.7564392911838094
7,0.5656589217443888,2.3511887442616235,0.5249571167477666,0.745005723273466,0.20660720468941635,0.11938769522791372
8,0.6053352665804171,1.364767535711879,0.4692731504824917,-1.651520344363391,-0.05926780516927327,1.0772593727329227
9,0.6111318719504627,1.699808885620881,0.4818013685758954,-1.9749223622750465,-0.06826118264842519,0.8671133153530666
10,0.6422216122483718,1.812249740565845,0.3659036423050193,0.5178416395896585,-0.16465825782383647,0.37742547114859515
11,0.6149664722707154,1.9595847681513112,0.6882068627217837,-1.314618973154921,0.028881671268294044,0.6020591043597363
12,0.6943939245088812,1.6463805540041545,0.7362499491328369,-0.5347509688353351,-0.2715028046308922,0.7337302340911699
13,0.5442743502708408,1.727169776872673,0.8767678528777078,-0.27268333822508917,0.08160612741403189,0.2942371239769805
14,0.375488620613586,1.3330946293992345,0.623422928640362,-0.754873361001075,-0.030385968527113883,0.3895226587698737
15,0.6028978544473333,1.6605618167221288,0.5978442436794689,-0.48620664814623565,-0.0688995569125131,0.5499715768681532
16,0.5081808465008744,1.3948534370825334,0.5795049710789723,-1.4751952321688557,0.10252743378601284,0.579075439535407
17,0.6196153416867319,2.0442502526414903,0.594665675069172,-0.08473150511989927,-0.12384922452003749,0.48528113254358796
18,0.6435787034842216,1.2412788553695673,0.6579918627810643,-2.147760158376268,0.034240756758501405,0.7527290725243622
19,0.627816325809575,1.3205351938158618,0.5494286848059435,-0.6236037469232318,0.07527747702048487,0.5449967639431234
20,0.5968907462414365,1.7890915366052595,0.5259508575295776,-0.7515742947378498,0.060200670916988656,0.47507581562535267
21,0.666349974244268,1.5865234103766261,0.45156815677328765,-1.8193850839038985,0.07246798992228681,0.8194103361875097
22,0.519373111943347,2.2831023237948194,0.39264348439135915,1.6628696086774868,-0.18127354867731066,0.14171511312007354
23,0.5747510517484978,1.421085623295747,0.592264861268572,-1.7166622533242395,-0.0037965248076672945,0.5907899631731698
24,0.4371477428442062,1.6197367691590965,0.2724183102805346,-2.32004490066204,0.009144873575999243,0.025429748389713073
25,0.6509194454529613,1.6998612802712738,0.5691566967598869,-0.7621890473515819,-0.05718097857061314,0.5391474039924353
26,0.5544589624439794,1.3030185530752807,0.6154496632155457,-1.3554251784708753,0.011212188881820018,0.6367062312782108
27,0.6029523899007502,1.7959764573974466,0.5252299888461373,-1.303573867040102,0.08297467956231301,0.5551035449009302
28,0.6017606554833659,2.015158650746756,0.4617025570382677,-0.16246459902173066,0.0386307887212193,0.4660257237565657
29,0.5898971150174388,1.5904529310356288,0.5079690590922088,-0.8741599477584875,-0.05565090762953279,0.433326924802804
30,0.5500892126321646,1.6655855658379068,0.5302546324851259,-0.6301625268488931,-0.03316370708105852,0.27963822217545514
