,z_subj,a_subj,t_subj,sv_subj,sz_subj,st_subj,v_sv_pain_para:C(OV_value)[low_OV]:C(Abs_value)[low_abs]_subj,v_sv_pain_para:C(OV_value)[low_OV]:C(Abs_value)[mid_abs]_subj,v_sv_pain_para:C(OV_value)[low_OV]:C(Abs_value)[high_abs]_subj,v_sv_pain_para:C(OV_value)[high_OV]:C(Abs_value)[low_abs]_subj,v_sv_pain_para:C(OV_value)[high_OV]:C(Abs_value)[mid_abs]_subj,v_sv_pain_para:C(OV_value)[high_OV]:C(Abs_value)[high_abs]_subj
0,0.7411639443049503,1.841176212314714,0.6645548253935036,,,,0.9106903501311157,-0.039027925582165175,-0.3868430149018715,0.8694229679447802,0.12449273547579526,-0.46234409659167996
1,0.7416694537598454,1.776747756160624,0.6531456273905704,,,,0.3360163734198665,-0.1808643887171237,-0.4452755556672344,0.24300189428973454,-0.16605268435386383,-0.6503430143926342
2,0.7359070177358635,1.8301005229923768,0.7248859812991212,,,,0.15786461818597852,-0.23072472378394132,-0.28026893508120043,0.07600394297977472,-0.2808167898725969,-0.4232177948729326
3,0.5734515368157218,1.4104699302989503,0.73014914162732,,,,-0.12115758936057193,-0.2923406764693523,-0.42053167032814137,0.03429492079105445,-0.28830391626406715,-0.40560153946986177
4,0.8887291931229429,1.304113445174061,0.5232476338231501,,,,0.5429556993102831,-0.0596156337439563,-0.23291169318036187,0.6517738316400685,-0.03242488522349515,-0.2547643877320624
5,0.8434568525750471,1.6321862376208924,0.6419012731072071,,,,0.762086708955058,0.0044160385102873685,-0.3566369976759999,0.797365642817273,0.007750460635640333,-0.5364899576203372
6,0.8421797381423692,1.4782168165350609,0.5695637454867434,,,,0.9012261569944683,-0.06812466510841045,-0.30345115523048405,0.9820750619384606,-0.011957489263162027,-0.23806642153633148
7,0.7476836735747072,2.1015517150202636,0.6641279096485916,,,,1.0633315773552914,0.01880725572898374,-0.20381241264396505,0.8580214235583712,0.08030534738810909,-0.11553652577703631
8,0.7508505660148719,1.1993854701832865,0.5367712932583246,,,,0.5313535306941755,-0.16360631443350507,-0.45293315416279895,1.0061946253877143,-0.10849675865074833,-0.4178203271462866
9,0.6656052538721896,1.4415316400324867,0.555983954113325,,,,-0.03324442792586033,-0.20897048493630282,-0.186189601219859,0.894093224435535,-0.10583259816770901,-0.09242195011455107
10,0.8486698933721301,1.66632242915753,0.46778377573521596,,,,0.780862356297347,-0.035868371786771276,-0.1900057813142981,0.772621449210045,0.011823375930222394,-0.3267928128969671
11,0.6980550636347884,1.7753334615282736,0.7656947489379756,,,,0.28781973853481296,-0.1226722665775269,-0.27583184255326776,0.441050039632123,-0.06574170828417004,-0.2841690333874284
12,0.8491134142787096,1.5587148601917957,0.812701346504453,,,,0.9951752346577268,-0.09115251939332636,-0.27278178524748864,0.7701549534930113,0.07124161104353495,-0.3713012658234762
13,0.611622163542011,1.6253076199384884,0.941253687971332,,,,0.88040226067438,0.09245748523601176,-0.022495759816346994,0.5488865889877717,-0.08488760224185819,-0.15505483453706498
14,0.37894352573196377,1.246024411711638,0.6505886441156113,,,,0.16862504383099622,0.11793272408186936,-0.05531243283306965,-0.07754530481320826,-0.00753288978534155,0.09161156447627981
15,0.7255244521070913,1.515886672458101,0.6737963896751109,,,,0.9214750330465226,-0.07942155372514285,-0.2221119007972835,0.8621113132892136,-0.005528205153201861,-0.37458149353163733
16,0.5369403925604678,1.2428052672177754,0.635883765453209,,,,0.4451126963542774,0.01934539627725653,-0.16816161419251768,0.29508316071286794,0.057036810796159514,-0.14630534179037535
17,0.7807557973721331,1.8944606202722334,0.7161345213558674,,,,1.1998734842902534,-0.02001056494987626,-0.15098857215000558,0.8802842770161468,0.11841997705469273,-0.3412777313064613
18,0.6760786321195612,1.0744230113809314,0.7071679983511189,,,,0.060945215320525686,0.04688054569467557,-0.22158579858688698,0.253420873385874,-0.1066794729628844,-0.36644403769653167
19,0.7738224884944748,1.1930252019583891,0.6295723955264207,,,,0.8421149000407149,0.11334374493025366,-0.3245986506802022,0.28678645121944535,-0.0521632895548614,-0.2696204833461297
20,0.6901645286779811,1.6687775695962292,0.5980328353906194,,,,0.4976917026978633,-0.01765364926994828,-0.2169928270330705,0.4328220897124418,0.06825726341881026,-0.4176515493970572
21,0.7508547585078599,1.4080301331455836,0.5233855838628999,,,,0.5450771656538772,-0.15369316291041993,-0.30147220526570134,0.7737289889449636,0.0324636488882789,-0.3215868270632104
22,0.777220949574999,1.6609050792426183,0.5848217788886475,,,,0.7418999773626022,-0.03842320596854246,-0.19809897794816445,0.8877578274901771,-0.004362269060804828,-0.23200520576930425
