,z_subj,sv_subj,sz_subj,st_subj,a_Intercept_subj,a_sv_money_subj
0,0.6063376848761378,,,,1.8411113358094902,0.014400099884501647
1,0.6397989309983013,,,,1.7198738120189885,-0.01023303095085239
2,0.6683480502934654,,,,1.809582396653224,-0.022856187784059772
3,0.4680638033904641,,,,1.2988434415880648,0.04308618656814306
4,0.6928652519582169,,,,1.47881904837805,-0.03257281166847301
5,0.7310511475140277,,,,1.6316830164667449,-0.02268053043102925
6,0.7280307270031721,,,,1.6042324343309762,-0.057867570370424046
7,0.5662171388014174,,,,2.1610938974928096,0.07106002395375613
8,0.6819277173234718,,,,1.4172048924147187,-0.12201124764452381
9,0.634059484891777,,,,1.503825315098844,-0.006737203118114462
10,0.6499174992078831,,,,1.768325376859762,-0.009865833743240944
11,0.6389581839174041,,,,1.8097457598753437,-0.00968787050347261
12,0.7265768124222346,,,,1.5573374524995194,-0.023801593977910988
13,0.5429870347156706,,,,1.6013671924660264,0.03460349078879553
14,0.344688706689221,,,,1.1790603486861349,0.04238230621646683
15,0.6047238247010805,,,,1.5117562916372547,0.023954138984769297
16,0.5093285094746239,,,,1.2702007718726167,0.01487622743030143
17,0.6490088893500092,,,,1.9802519816505784,-0.03125313828783611
18,0.6602390352896171,,,,1.2098881404613677,-0.01992028623376701
19,0.6469826575468723,,,,1.3502800969451119,-0.03298270751524067
20,0.6003386002568329,,,,1.6440448963163656,0.021143028117176527
21,0.6922756102671325,,,,1.5059274898900201,-0.03127229228244203
22,0.5125935857759372,,,,2.130574631116386,0.06050995936631956
23,0.5650816443225867,,,,1.231490482796076,0.03417981167707647
24,0.381482217742807,,,,1.538394896609812,0.006552676840079189
25,0.654423133050297,,,,1.6300245619295177,-0.018055051845822394
26,0.5635280815897753,,,,1.31558556592581,-0.0328059635264675
27,0.6218698813985615,,,,1.6304254533251916,0.014248193497093676
28,0.6238020340793853,,,,1.9666814140093603,-0.024191169714699413
29,0.590578079862393,,,,1.496171589702734,0.01455571843917386
30,0.5438255941468727,,,,1.5633103356905707,0.029149360076925
