,z_subj,sv_subj,sz_subj,st_subj,t_Intercept_subj,t_sv_pain_para_subj
0,0.6033727374633798,,,,0.5687388344841409,-0.0011978864845930504
1,0.6442585948054345,,,,0.5737256682801103,0.001438725171274038
2,0.6726693884813163,,,,0.6774236442015457,0.0003423437384262284
3,0.4695833274503436,,,,0.7107051621022279,-0.005060438551986255
4,0.6993318717596947,,,,0.4271376434387113,-0.002611836176939116
5,0.7407166169604369,,,,0.5545315648286799,0.0004549875822932852
6,0.7417701599610613,,,,0.4906335697172107,-0.005184040760270926
7,0.5612802127271578,,,,0.5254157349093854,-0.005725519291099325
8,0.7201604370566692,,,,0.5222188808489618,-0.010705499138386565
9,0.6377785829800511,,,,0.516117814612713,-0.0064239820152320855
10,0.656864686683921,,,,0.3766872442635268,-0.0018923727688532177
11,0.6435996517830812,,,,0.695877031231328,0.005829126811176297
12,0.7349499336110095,,,,0.7525400837664588,-0.00480957037286819
13,0.5401657570393452,,,,0.8839861518696093,-0.004054496380083825
14,0.3385147837316232,,,,0.670818773106466,-0.009868065606736757
15,0.6049895910322459,,,,0.5977115300961975,-0.0025475228268594476
16,0.5002257479403112,,,,0.59685982312155,-0.005147893965561535
17,0.6575081748049834,,,,0.6137330856351261,-0.0016005736588575283
18,0.664595505578967,,,,0.6617901158645632,0.0014294245311937278
19,0.653888758506856,,,,0.5556734781976079,-0.0005176053372544463
20,0.5986536298068257,,,,0.5354533455674665,-0.0014694913569867506
21,0.6994308533656848,,,,0.46848787076755,-0.0033302176923095373
22,0.5081013601173003,,,,0.3909745733435424,-0.002901474120534562
23,0.563852979817731,,,,0.6315659192213566,-0.009771833769810277
24,0.36964966291734946,,,,0.30458692486117017,-0.0009444443801969938
25,0.6587089221979211,,,,0.5799316209217319,-0.003918874147389905
26,0.5732650519171005,,,,0.6316630739057127,-0.004513174632592227
27,0.6164291284318948,,,,0.5400737345184373,-0.0013146716475763123
28,0.6283955651809084,,,,0.47943289963738867,-0.003998681566116943
29,0.588606972033273,,,,0.5044589010928128,0.003817645168959923
30,0.5432448698673105,,,,0.5595245342754624,-0.00889878666932878
