,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
p_pain[113],0.5,0.0,0.5,0.5,0.0,0.0,922.0,895.0,1.0
p_pain[114],0.5,0.0,0.5,0.5,0.0,0.0,922.0,895.0,1.0
p_pain[115],0.5,0.0,0.5,0.5,0.0,0.0,922.0,895.0,1.0
p_pain[116],0.5,0.0,0.499,0.5,0.0,0.0,922.0,895.0,1.0
p_pain[117],0.5,0.0,0.5,0.5,0.0,0.0,922.0,895.0,1.0
p_pain[118],0.5,0.0,0.5,0.501,0.0,0.0,922.0,895.0,1.0
p_pain[119],0.5,0.0,0.499,0.5,0.0,0.0,922.0,895.0,1.0
p_pain[120],0.5,0.0,0.5,0.5,0.0,0.0,25000.0,25000.0,
p_pain[121],0.5,0.0,0.5,0.501,0.0,0.0,922.0,895.0,1.0
p_pain[122],0.5,0.001,0.499,0.5,0.0,0.0,922.0,895.0,1.0
p_pain[123],0.5,0.0,0.499,0.5,0.0,0.0,922.0,895.0,1.0
p_pain[124],0.5,0.0,0.5,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[125],0.5,0.0,0.499,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[126],0.5,0.0,0.5,0.501,0.0,0.0,945.0,957.0,1.0
p_pain[127],0.5,0.0,0.5,0.5,0.0,0.0,25000.0,25000.0,
p_pain[128],0.5,0.0,0.5,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[129],0.5,0.0,0.5,0.5,0.0,0.0,25000.0,25000.0,
p_pain[130],0.5,0.0,0.499,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[131],0.5,0.0,0.5,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[132],0.5,0.0,0.5,0.5,0.0,0.0,25000.0,25000.0,
p_pain[133],0.5,0.0,0.5,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[134],0.5,0.0,0.5,0.501,0.0,0.0,945.0,957.0,1.0
p_pain[135],0.5,0.0,0.499,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[136],0.5,0.0,0.5,0.501,0.0,0.0,945.0,957.0,1.0
p_pain[137],0.5,0.001,0.5,0.501,0.0,0.0,945.0,957.0,1.0
p_pain[138],0.5,0.0,0.5,0.501,0.0,0.0,945.0,957.0,1.0
p_pain[139],0.5,0.0,0.5,0.5,0.0,0.0,25000.0,25000.0,
p_pain[140],0.5,0.0,0.5,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[141],0.5,0.0,0.5,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[142],0.5,0.001,0.499,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[143],0.5,0.0,0.5,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[144],0.5,0.0,0.5,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[145],0.5,0.0,0.5,0.501,0.0,0.0,945.0,957.0,1.0
p_pain[146],0.5,0.0,0.499,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[147],0.5,0.0,0.5,0.5,0.0,0.0,25000.0,25000.0,
p_pain[148],0.5,0.0,0.5,0.5,0.0,0.0,25000.0,25000.0,
p_pain[149],0.5,0.0,0.499,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[150],0.5,0.0,0.5,0.501,0.0,0.0,945.0,957.0,1.0
p_pain[151],0.5,0.0,0.5,0.5,0.0,0.0,25000.0,25000.0,
p_pain[152],0.5,0.0,0.5,0.5,0.0,0.0,25000.0,25000.0,
p_pain[153],0.5,0.0,0.5,0.501,0.0,0.0,945.0,957.0,1.0
p_pain[154],0.5,0.0,0.5,0.501,0.0,0.0,945.0,957.0,1.0
p_pain[155],0.5,0.0,0.5,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[156],0.5,0.0,0.5,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[157],0.5,0.0,0.5,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[158],0.5,0.0,0.499,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[159],0.5,0.0,0.499,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[160],0.5,0.001,0.499,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[161],0.5,0.0,0.5,0.5,0.0,0.0,25000.0,25000.0,
p_pain[162],0.5,0.001,0.5,0.501,0.0,0.0,945.0,957.0,1.0
p_pain[163],0.5,0.0,0.499,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[164],0.5,0.0,0.5,0.501,0.0,0.0,945.0,957.0,1.0
p_pain[165],0.5,0.0,0.5,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[166],0.5,0.0,0.5,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[167],0.5,0.0,0.499,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[168],0.5,0.0,0.5,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[169],0.5,0.0,0.5,0.501,0.0,0.0,945.0,957.0,1.0
p_pain[170],0.5,0.0,0.5,0.5,0.0,0.0,25000.0,25000.0,
p_pain[171],0.5,0.0,0.5,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[172],0.5,0.0,0.5,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[173],0.5,0.0,0.5,0.5,0.0,0.0,25000.0,25000.0,
p_pain[174],0.5,0.0,0.5,0.501,0.0,0.0,945.0,957.0,1.0
p_pain[175],0.5,0.0,0.499,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[176],0.5,0.0,0.5,0.5,0.0,0.0,25000.0,25000.0,
p_pain[177],0.5,0.0,0.5,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[178],0.5,0.0,0.499,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[179],0.5,0.0,0.5,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[180],0.5,0.0,0.5,0.501,0.0,0.0,945.0,957.0,1.0
p_pain[181],0.5,0.001,0.499,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[182],0.5,0.0,0.5,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[183],0.5,0.0,0.5,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[184],0.5,0.0,0.5,0.5,0.0,0.0,25000.0,25000.0,
p_pain[185],0.5,0.001,0.5,0.501,0.0,0.0,945.0,957.0,1.0
p_pain[186],0.5,0.0,0.5,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[187],0.5,0.0,0.5,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[188],0.5,0.0,0.5,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[189],0.5,0.0,0.499,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[190],0.5,0.0,0.499,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[191],0.5,0.0,0.5,0.5,0.0,0.0,25000.0,25000.0,
p_pain[192],0.5,0.0,0.499,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[193],0.5,0.0,0.5,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[194],0.5,0.0,0.5,0.501,0.0,0.0,945.0,957.0,1.0
p_pain[195],0.5,0.0,0.5,0.501,0.0,0.0,945.0,957.0,1.0
p_pain[196],0.5,0.0,0.5,0.5,0.0,0.0,25000.0,25000.0,
p_pain[197],0.5,0.0,0.5,0.501,0.0,0.0,945.0,957.0,1.0
p_pain[198],0.5,0.0,0.5,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[199],0.5,0.0,0.5,0.5,0.0,0.0,945.0,957.0,1.0
