,z_subj,a_subj,t_subj,sv_subj,sz_subj,st_subj,v_sv_pain_para:C(Abs_Money_Pain)[low_abs_h_money]_subj,v_sv_pain_para:C(Abs_Money_Pain)[low_abs_h_pain]_subj,v_sv_pain_para:C(Abs_Money_Pain)[high_abs_h_money]_subj,v_sv_pain_para:C(Abs_Money_Pain)[high_abs_h_pain]_subj,v_sv_pain_para:C(Abs_Money_Pain)[mid_abs]_subj
0,0.6069802979519656,2.142612780569634,0.5528499201480279,,,,0.4442402640352606,0.12651632697033932,0.8602932477808982,-1.4070087310808508,-0.224545225677617
1,0.6582272264960168,1.9904287076318445,0.5710522190389548,,,,0.3881692298098631,-0.06848797908637307,0.9198430148200023,-1.0219545616697372,-0.47534844748738947
2,0.6584262104026931,1.9891495350663364,0.6582200706312117,,,,0.4018879077739554,-0.13341571783410963,0.7401133752291973,-0.5992157660874516,-0.5402827495340752
3,0.4975026237403182,1.592149935671712,0.6877330936666883,,,,0.14580217678426707,-0.23285617285493893,0.8545926000369944,-0.6859635818017716,-0.6112322261837744
4,0.6753295842688636,1.4265944324348827,0.4230501265197285,,,,0.4435990503947947,0.06242325983612519,0.7804703325544246,-1.1264225003177306,-0.2279267854296757
5,0.6909916445841189,1.8565245053494561,0.5208657065453941,,,,0.4301722650503578,0.08366821253391402,1.0426659401328824,-1.617873953857063,-0.43626127171061524
6,0.7068118914109958,1.5732338278622797,0.4695734319329726,,,,0.5620595036358718,0.19627270168926175,0.7205134091542106,-1.780194329557902,-0.29916712221585046
7,0.5618463822173335,2.397670463895154,0.5224039205621084,,,,0.501809187165603,0.08786334109584952,0.9380739214510353,-1.363010009922529,-0.14549327509029647
8,0.7009858919160789,1.3266853042855422,0.4955594908910134,,,,0.8202409629658065,0.10737224409741497,1.4018989594005775,-2.0612827795655817,-0.4126326618403675
9,0.6255551481840843,1.59613291782176,0.49795760152247354,,,,0.5579183325261386,-0.006909315322723574,0.6926007091879609,-1.03251408497626,-0.2909756266938325
10,0.6438858882197115,1.7984655541320387,0.36870347744003656,,,,0.48298945025380824,0.09631965810552132,0.6094137111910783,-2.1220011654449262,-0.20162598992495662
11,0.643225049626693,1.9472048465921639,0.7024310355262662,,,,0.4477977502198269,0.16868875575926662,0.7747144036964063,-0.7248019889754737,-0.179940040100443
12,0.701284802728711,1.6352418353783575,0.7349785523746765,,,,0.4080432634435389,0.1770600180171319,0.32176513645134025,-2.130487269760871,-0.25578605548640115
13,0.5303501466561025,1.7810639031173132,0.8721848054934075,,,,0.5833829950555209,0.17313575193099082,0.2840729081443635,-0.7057033441034865,-0.19194350803091573
14,0.38030897807846664,1.383451621961303,0.6346672936994465,,,,0.16892470218195624,-0.11735250316956185,0.35185913377754974,-1.844339369371574,-0.016262238724434705
15,0.604236421522426,1.7217856489805232,0.5921117912703341,,,,0.5462877253148563,0.21615719118050525,0.3939463156664705,-1.4783941691888671,-0.35889936863015803
16,0.5216390521529957,1.3529579399525264,0.606528834380546,,,,0.4486208444354603,0.14351759440195452,0.9603371394961882,-1.4383680954601732,0.03447630539187075
17,0.6321128540538723,2.0311597518976074,0.5989009211697975,,,,0.5165649362882583,0.16443742537514477,0.9040317014203677,-0.8550079056226026,-0.20803155585136054
18,0.6707624238970377,1.2189514184145323,0.6717837895321549,,,,0.45694411446705324,0.06084464610025279,1.344914213723189,-1.5630868864317085,-0.05647877198402768
19,0.6366189693797042,1.3260691934877704,0.5550626162438561,,,,0.4910920294975712,0.053859965919017365,1.075071362410952,-1.256613489501241,-0.06857137235516592
20,0.608895623773204,1.84155569681612,0.5330345143441493,,,,0.37480045207019264,0.16183908425367774,0.9442076029159568,-1.4377475500469514,-0.1172365760815184
21,0.6679014166183381,1.5560557286411687,0.45584239177422076,,,,0.6789640976206412,0.14292429592888967,1.0239662353069967,-0.9118067216822084,-0.22933038172063402
22,0.5074830855937084,2.3374775713871685,0.38966172500575036,,,,0.43083073853283393,0.06420078430967975,0.4904769951050232,-1.4633337229832821,-0.25469658800200085
23,0.558806477881795,1.417378369200466,0.5983664000304896,,,,0.3536506804675869,-0.03695772474138444,0.6105976034316412,-0.5403654726523126,-0.13603178681765327
24,0.4037130566684179,1.5925995131951165,0.2900408367543528,,,,0.03024749907875689,-0.026485900148027364,-0.02110629488930544,0.07165603438984207,-0.03587707011057918
25,0.6408958039390346,1.7591136155664149,0.5683366626268973,,,,0.3160923014540301,0.10535884691319485,1.1268205779613805,-1.5787162312537986,-0.4650325183255261
26,0.558672862327819,1.3199288822618158,0.6290821384579212,,,,0.6738275871255405,0.03387136306684467,1.231645379379349,-1.0519442902582212,-0.18450374032617464
27,0.624876931369644,1.7495472209130734,0.5413941400512304,,,,0.3217332715491693,0.13407898994228024,0.9538851927009648,-1.3241309589318453,-0.05290141996821196
28,0.5999463917463845,2.0621195572351145,0.4588467636915456,,,,0.5548573289241936,0.12734971660919628,1.0756426921380182,-1.2413766120842855,-0.18376129129532437
29,0.6064870175351826,1.6479032248490237,0.5165581311758095,,,,0.29379541031031475,-0.07267737431289528,0.37630768673854176,-1.5185690593593864,-0.3642528272393082
30,0.5547804539579896,1.7232030698906944,0.535329342913626,,,,0.19825733065141024,-0.0810223908777213,0.2958197488242159,-0.8954135245734032,-0.09267568413258029
