,z_subj,a_subj,t_subj,v_Intercept_subj,v_sv_both_subj
0,0.5754106283001543,2.017686474026415,0.5692397685950903,0.9168198884258238,-0.44236959614246907
1,0.5882123042169325,2.0851197289306005,0.5751519446063436,0.940680231294427,-0.8681476847019564
2,0.6044607451568973,2.062065597077987,0.6475676472600305,0.7875645052460636,-0.6551628335369853
3,0.49425891978303144,1.7672289051026706,0.695643745131825,0.77177411739556,-0.8034575721886853
4,0.5951170106801599,1.5738219106600058,0.4113571229540574,2.4847142115786167,2.2504729355753917e-05
5,0.5914538476025809,1.9762570380015374,0.538191205565352,4.005768995051854,-1.019309128140816
6,0.6159432188694176,1.7332110087810573,0.45374699737613455,1.1582467460877193,-0.9096673712018921
7,0.5490150840124607,2.3692578521317054,0.5362115057128964,1.9592583804907688,-0.09779017440899565
8,0.5624132706915046,1.6462981472113807,0.4778412864684271,1.013284664421072,-1.7894651447814651
9,0.5701345000375116,1.779256944798202,0.48849711273883384,-0.3639904557370927,-1.0118486301951977
10,0.6032692408658992,1.869163239882699,0.3702367145323978,2.6989338098765203,-0.36083285569609563
11,0.5922559572389864,2.2402694249314714,0.6930551712981352,0.8650350514540351,-0.7476978579877077
12,0.6321819161573575,1.7502443557319662,0.7352698264877583,0.8347965309599179,-1.1302426162153636
13,0.5221281005973062,1.8505138553363312,0.8717199609443564,1.443492154697925,-0.33139559228649135
14,0.41635265360445894,1.8099298618042203,0.5921867634366463,1.9118621926097767,-0.8021026614719579
15,0.5840779630238694,1.6894288293114972,0.6132006840111464,0.9250031373229464,-0.5436684859292613
16,0.4881941697864415,1.6426299381946219,0.6083011796180694,1.0613439421355952,-1.2349623144770814
17,0.5714258607080496,2.1716116860388257,0.5901647554176214,1.765541397933133,-0.5299297207195887
18,0.5937944373960085,1.4084153058300801,0.6757024363651438,0.9264241389245467,-1.2798374235646552
19,0.5829144749671014,1.4171332430492964,0.575639276013052,4.1411724136761086,-0.7873745449851647
20,0.5527124470555252,2.028012806434483,0.5262182301801431,1.3572949849329676,-0.7407001645864209
21,0.6060035328131241,1.7557952619103807,0.45319844171679846,0.32517066164736236,-1.0938328678397902
22,0.513408120648768,2.304004632740576,0.4112788748939128,2.0344023321487295,-0.07057872971360052
23,0.555459870015837,1.6251522428980203,0.6034872440899783,0.4160428064939081,-0.8841935940111472
24,0.4645791428721652,1.698369462186028,0.27251310875173584,-2.001871883521346,-0.05694478308729373
25,0.5662399448013881,2.1786932023627656,0.5688194103070436,2.620705861111305,-1.113785446170658
26,0.523657545293043,1.590523996602364,0.624106840298337,1.667967969401833,-1.179206095694665
27,0.5773257475575452,1.9489430865935338,0.5262779085072095,0.2391098183868301,-0.7152280520046091
28,0.5601317701519017,2.201054856558727,0.4527477641298877,1.7841337648276192,-0.5150179193233572
29,0.5526261891635466,1.8668013978882274,0.5069496690636905,1.5623261835008642,-0.6755226041834602
30,0.5293077050748607,1.9268384184610448,0.5339164968443674,1.623614520404703,-0.4059116428880574
