,sv_subj,sz_subj,st_subj,v_Intercept_subj,v_sv_money_subj,t_Intercept_subj,t_sv_money_subj,a_Intercept_subj,a_sv_money_subj,z_Intercept_subj,z_sv_money_subj
0,,,,-0.4926884088679636,0.60964138993488,0.5295579451624172,-0.0035077422203024537,1.5716894447431966,0.23374898827450627,0.6127960262785088,-0.011104099901050562
1,,,,-1.2244677091324838,0.6486888863130567,0.556225392219457,-0.0058107151960333885,1.5382230732363498,0.15077420353850593,0.6159856683931344,-0.001199189645943865
2,,,,-1.1941475993476163,0.46143097494840674,0.7226927795027996,-0.015893803162036844,1.6306406368707373,0.08068537575021047,0.6191197103569323,0.014956658336032744
3,,,,-1.5908927755951827,0.6422995585694993,0.6689700240220019,-0.0014192709900671813,1.2565285606370487,0.10604852073231194,0.5891087763565888,-0.03483025739117099
4,,,,1.003121433482425,0.5358785547240394,0.4058689505176029,-0.0014011546500972264,1.2997864812244868,0.1044441462604094,0.6238092235447362,0.007204499201328836
5,,,,-0.5881206993869051,0.6076304179710857,0.5308857424809632,0.0007753355578822646,1.3862170338135806,0.1766942557021126,0.6317404854119317,0.029405474128437633
6,,,,-0.5857664074693136,0.6045139168027946,0.5062312306664105,-0.005862226590496468,1.383188828090237,0.12330605159765495,0.6253112506154652,0.041579455249893614
7,,,,0.20083992096701278,0.3955713978378424,0.496746179094967,-0.00302699805968963,1.6896034744592103,0.29404009779497114,0.6125577676071086,-0.027772935722630367
8,,,,-1.415489279142647,0.7755691933221512,0.5119292425572944,-0.0023511256952118142,1.3452750068936838,-0.025372436810110192,0.5983822905916537,0.033986057449230424
9,,,,-1.8802788127632977,0.7149920474700217,0.5336808271949525,-0.006803488373469802,1.335258130562819,0.16579665515637051,0.5922658489096124,0.03582325790001786
10,,,,0.2460547137347444,0.5363677495743698,0.37625538581882084,-0.01445586796088219,1.4527645231796413,0.20108154217702984,0.6267512665436707,-0.005376234031289715
11,,,,-1.2546456601856804,0.6248505866521828,0.6907717374926724,-0.007874348488648208,1.627786092639899,0.1489947992336909,0.6173516588902179,-0.0018338337617954457
12,,,,-0.5533608413233613,0.6854851754145213,0.6932075884432503,0.010771431571857067,1.423849485689243,0.13758639194330374,0.6318655745482429,0.02375600336925592
13,,,,-0.5115174386079077,0.440715379144603,0.8641277740373066,-0.003912008932963603,1.4225620778242742,0.13061094881398352,0.6060671669262141,-0.02687794363338614
14,,,,-1.4202311468122024,0.5779630692715393,0.5665191138175713,0.0129071226023539,1.1311108245464014,0.08001587035214339,0.5698544796949709,-0.0611985065005611
15,,,,-0.6222823612434346,0.6755375370289588,0.5642881672380532,-0.004671651870203239,1.356811858240916,0.17819161450749446,0.6196134088662926,-0.022258069024189194
16,,,,-1.4634180806737065,0.6609685680041494,0.5587365252743769,-0.0014085505570638316,1.2456498707049968,0.0706974068824092,0.5936114294180812,-0.0298794225221033
17,,,,-0.31165172722915757,0.5608540649977806,0.6036372476481436,-0.008844476335834963,1.6715697002376566,0.19267266135590946,0.6150936978075546,0.003573932264752756
18,,,,-1.8572034420752201,0.6761033562716682,0.6376536111313823,0.004181686758090277,1.2408059810490348,0.005728199410983329,0.6203011868621047,0.008480897925384609
19,,,,-0.5829970877182906,0.5399562009141694,0.5536339500629032,-0.0034364582508720817,1.2539588261680878,0.037236793234048146,0.610868489460396,0.009242623066140212
20,,,,-0.8037401428342799,0.5234951917161865,0.5695066384068744,-0.015540074816664735,1.3996190217273758,0.1789745250404979,0.6031547196896184,0.004631916464473854
21,,,,-1.4549900692327986,0.6580011164288937,0.5248947232781495,-0.016762854147434995,1.3236017786615362,0.11364647274787869,0.616238302151875,0.032941538219944895
22,,,,0.7099882562230344,0.5453303191369313,0.4097986983322305,-0.008772163710411335,1.5319649676091134,0.2901567407260153,0.6084781189500692,-0.048543055033858716
23,,,,-1.7135905389037092,0.6033024069523232,0.5988329818847622,-0.005292740705592997,1.2154097885817292,0.08351223497140454,0.6015717360312746,-0.008308310894215134
24,,,,-2.8720710142109223,0.28686872047378714,0.2836804883907793,-0.0026194891289192854,1.3448842243004235,0.11352602488704151,0.5791886931711696,-0.059339181884159604
25,,,,-0.8560517612677443,0.5394625664723497,0.5933075000839831,-0.007880369511301225,1.4087479959527898,0.15285342166131596,0.6187090124304492,0.02018704659780442
26,,,,-1.3743699040531296,0.6309491618165628,0.6386050912992867,-0.009644325720351291,1.2548693877905308,0.02037109438678922,0.5928043089024255,-0.009042746102796977
27,,,,-1.2382654647980267,0.5753652968304213,0.5554244483455733,-0.011674375847909289,1.4454997075000364,0.15798107991626256,0.6066212054552395,0.007504634468637958
28,,,,-0.3177487898169534,0.5165498645922437,0.5010074576288733,-0.012813906742095817,1.5916523153828532,0.21842042763933595,0.6038246890968256,0.01360917139802984
29,,,,-1.146255657410971,0.4932502882491193,0.5300357744487627,-0.011025710904589946,1.3660011768803146,0.09279648879477885,0.6057990947335259,-0.0035209009594681447
30,,,,-0.9533653389182103,0.3968261182240579,0.5421481941808068,-0.008301800616194652,1.431141201198918,0.09068521740669729,0.6153827235524525,-0.03320824543253632
