,z_subj,a_subj,t_subj,v_Intercept_subj,v_sv_pain_para_subj
0,0.6070017662053271,1.9003867617272294,0.5646178769323994,1.2549518183056547,-0.38790075998261886
1,0.6338200874284946,1.793847809198764,0.5657972695016847,1.2799821598982288,-0.5219892159888897
2,0.6662289969384129,1.871012329883589,0.6676270670841586,1.0306862676027786,-0.4705430019507112
3,0.4724591532175027,1.5397648378959217,0.684866247280119,1.4653797190780469,-0.5002884599935121
4,0.6902370192648665,1.4115324173626782,0.4238830822070028,2.0850453941557148,-0.08817718617512105
5,0.7243773380175056,1.6291338749513025,0.5451909713982891,1.3486951159556404,-0.5224592972031671
6,0.7398628094093519,1.4959186115476204,0.48425854541373287,0.8445354169170449,-0.021197714056363556
7,0.5559797947850836,2.3641342513315724,0.5171438103336629,1.1881583592070295,0.10185844618193325
8,0.717119713114606,1.1890228126867852,0.5016276589270764,0.4593397205735193,-0.12193328692462849
9,0.6393333002439043,1.4878092337594102,0.5034700685548994,0.3184551279043186,-0.0898813790547805
10,0.657370993737874,1.7613695491309034,0.37257354512244145,1.5427062331677395,-0.18788812715590789
11,0.641067875251099,1.7904876277033042,0.6993475534775613,0.37649579042397086,-0.035047021972299676
12,0.7288530053755189,1.509952838814483,0.7460475424173834,1.0448551845860725,-0.12790914685278135
13,0.5376456015086948,1.6950065287902445,0.8757080990038323,0.7232694609662537,0.028243034100457916
14,0.33518438663922645,1.3078458443768677,0.6355263219581211,0.6304631649368753,-0.023609611957005255
15,0.6048714361148138,1.5638567123667757,0.5931906170177501,1.0478942865225516,-0.0887087952037922
16,0.500516288271684,1.3131856844631695,0.5855716061043481,0.23439496546286806,0.1273131063311134
17,0.6543411159922323,1.9350500675989466,0.6095630232228165,1.1006810065608827,-0.18224673992257953
18,0.6625350924196189,1.1576016841070285,0.6630908570299007,-0.13580605860225514,0.04458573592409564
19,0.6529424060442247,1.2675107679081787,0.5552837897833929,0.7989018702430498,0.009067738965029062
20,0.5946871602316678,1.6958163731985703,0.5320609822253076,0.6693381898391101,0.018745777572222323
21,0.6981284058415175,1.439369174928142,0.4644388150491236,0.4380454919066697,-0.08337685549911357
22,0.5019567888103457,2.3138316565140817,0.38557628306833447,2.1815082481660903,-0.18152171052591606
23,0.5568102303564965,1.325775502668795,0.6023476340349955,0.31937110618112496,-0.06918404519508467
24,0.3752285730867992,1.547473286610591,0.29614939598238166,-1.7414175886961876,-0.005157575885643003
25,0.6575705572569819,1.5843451641236022,0.5755122697701569,0.7239574185964661,-0.08229202450919279
26,0.5742487811181632,1.2249148793210973,0.6235589824876488,0.43117962488023265,-0.030246962608120907
27,0.6149227895409715,1.6695688153075774,0.5360543472006813,0.2249561119096536,0.10124960220404147
28,0.6305608584159133,1.9179927015920462,0.4742987508520598,1.0626567846398238,-0.03350222337717027
29,0.5898152722448534,1.5391941526040605,0.5082914926340738,0.5955209311691579,-0.14532333786280802
30,0.5422116143173513,1.6412256985348785,0.5297051395461156,0.22981372174436404,-0.022512096758944476
