,z_subj,a_subj,t_subj,sv_subj,sz_subj,st_subj,v_sv_pain_para:C(OV_value)[low_OV]:C(Abs_value)[low_abs]:C(acceptance_pair)[P]_subj,v_sv_pain_para:C(OV_value)[low_OV]:C(Abs_value)[low_abs]:C(acceptance_pair)[M]_subj,v_sv_pain_para:C(OV_value)[low_OV]:C(Abs_value)[low_abs]:C(acceptance_pair)[I]_subj,v_sv_pain_para:C(OV_value)[low_OV]:C(Abs_value)[mid_abs]:C(acceptance_pair)[P]_subj,v_sv_pain_para:C(OV_value)[low_OV]:C(Abs_value)[mid_abs]:C(acceptance_pair)[M]_subj,v_sv_pain_para:C(OV_value)[low_OV]:C(Abs_value)[mid_abs]:C(acceptance_pair)[I]_subj,v_sv_pain_para:C(OV_value)[low_OV]:C(Abs_value)[high_abs]:C(acceptance_pair)[P]_subj,v_sv_pain_para:C(OV_value)[low_OV]:C(Abs_value)[high_abs]:C(acceptance_pair)[M]_subj,v_sv_pain_para:C(OV_value)[low_OV]:C(Abs_value)[high_abs]:C(acceptance_pair)[I]_subj,v_sv_pain_para:C(OV_value)[high_OV]:C(Abs_value)[low_abs]:C(acceptance_pair)[P]_subj,v_sv_pain_para:C(OV_value)[high_OV]:C(Abs_value)[low_abs]:C(acceptance_pair)[M]_subj,v_sv_pain_para:C(OV_value)[high_OV]:C(Abs_value)[low_abs]:C(acceptance_pair)[I]_subj,v_sv_pain_para:C(OV_value)[high_OV]:C(Abs_value)[mid_abs]:C(acceptance_pair)[P]_subj,v_sv_pain_para:C(OV_value)[high_OV]:C(Abs_value)[mid_abs]:C(acceptance_pair)[M]_subj,v_sv_pain_para:C(OV_value)[high_OV]:C(Abs_value)[mid_abs]:C(acceptance_pair)[I]_subj,v_sv_pain_para:C(OV_value)[high_OV]:C(Abs_value)[high_abs]:C(acceptance_pair)[P]_subj,v_sv_pain_para:C(OV_value)[high_OV]:C(Abs_value)[high_abs]:C(acceptance_pair)[M]_subj,v_sv_pain_para:C(OV_value)[high_OV]:C(Abs_value)[high_abs]:C(acceptance_pair)[I]_subj
0,0.7533947156489844,1.9439301401098714,0.6744909693049363,,,,0.3613078713448557,1.365344134067303,4.0301901646245,-0.38220481276346074,1.3819476414440184,-0.008777062277337924,-1.146914714306817,1.6569105478579207,-0.035303329636691784,0.40972875825981264,1.0675543308587419,1.5948572207953355,0.015346431466784907,1.7697730982759539,0.17552262440382183,-0.7956895111879281,2.4837204918483478,0.042688762217623875
1,0.7442251022741523,1.989690813261587,0.6595705746138172,,,,0.019782906872655603,1.2753415886488675,4.174926785428057,-0.7445573753581337,1.479304912074746,-0.008185021365418925,-0.8612258317693217,1.827249764862806,-0.034896313493484175,-0.011922871359817403,0.8854695075789132,0.5570901958037492,-0.3408595823235719,2.1165248530739387,0.16069012542998687,-1.0473590104771273,2.259077242593823,0.04413952439039058
2,0.703110535139779,2.060674870371421,0.715362324614635,,,,-0.2031545715685584,1.4435314436632478,2.23006447287446,-0.634156550744072,1.577291701563808,-0.009189501250206667,-0.41417268794929735,1.9451036657116674,-0.03592436923233066,-0.2930457827919886,0.6994841033659334,0.5277906655687943,-0.46947186429675164,1.4020762463124963,0.07286239870550276,-0.5338707439975807,1.8018372587648126,0.043546220124961545
3,0.5726287371086649,1.7657036808814486,0.7202882575384089,,,,-0.8327062030970783,1.432516047086,3.41496828284401,-1.0978340823662776,1.693029527521993,-0.007993493468488109,-0.8970321770987911,2.140850166086318,-0.03463776549610945,-0.5622864048818443,0.393740815261578,0.31336036833331515,-0.7887452072653057,0.8786310331052624,0.11017693030063833,-0.6067637614008077,2.0458445506945493,0.04412041274348465
4,0.8983239377638624,1.344189075342638,0.5351961565575121,,,,0.0975478305349394,1.144339176175748,2.1129930003909054,-0.5550446374646717,1.2851772072417853,-0.008787014425285558,-0.9402969725763513,1.516103981818661,-0.03574389114060734,0.09039152781751543,0.8472382645006106,0.9765296563865465,-0.3717555264336395,1.2710454272287188,0.09241940444994587,-0.9297586577961084,1.8420329991583102,0.04470145203556795
5,0.8483282679660223,1.741357492519029,0.6492771222626769,,,,0.29295230588105786,1.3377387324678238,3.6094730801218247,-0.28842969894087894,1.5240809240138933,-0.008974337229105086,-1.25798778115676,1.781983365830069,-0.035166026122113135,0.36246427467775655,0.9536670297372614,1.150462699050618,-0.15309307730063496,1.8252994158659261,0.16615337078772346,-0.9886291796368676,2.379337931943906,0.0442864531167902
6,0.8292171013756388,1.5555240440558646,0.5692814869522563,,,,0.22606125099601296,1.2634738982340685,3.6309198997517393,-0.48980264323241024,1.4944763350404737,-0.008076699519398402,-1.1829021899232675,1.192216779838503,-0.03489193572872362,0.23376001263624727,1.172597255319592,1.2310225591269686,-0.3151430618814327,1.8463243830793028,0.13094447206209478,-1.022725744901978,2.18914563523301,0.04281431919752547
7,0.7328845530442637,2.141561650694969,0.6646887238530534,,,,0.3643399569425755,1.3107838503778961,4.249603656838005,-0.3063391687441468,1.574400911822161,-0.008209508220925515,-0.8828584092206629,2.0728690412956974,-0.0346136809556453,0.2181118595564343,1.1273701230787465,0.837755496615198,-0.1706323427992589,1.319510244081677,0.06573280106559631,-0.5866407143787227,2.126037466179111,0.0439742502646077
8,0.727281605906725,1.387259832466219,0.538140598517854,,,,-0.04418413833907315,1.7503721373110037,1.7245055461122436,-0.8065052109894114,1.611873144962238,-0.009191174373705787,-1.552947123511155,2.088694191568756,-0.03407822965262404,0.3088634464638433,1.31506320930179,1.537852238234031,-0.8334367956834839,1.6731637915162385,0.06875162926483407,-1.7127782714072164,2.639833365510594,0.04333870743928503
9,0.6509131919300628,1.6256470270618755,0.5539323383041652,,,,-0.41898282036324636,1.0192218544882965,-0.27999511254559,-1.1387745293370612,1.2190396955573066,-0.008712684969256538,-0.9548928501979265,0.9601556850928273,-0.03449791166152685,0.4661162129769503,1.0202657887407767,1.0569982734490972,-0.4077654771017552,1.3404370328363568,0.10999248835731,-0.9586946187338352,1.0929184488482984,0.04295364612489094
