,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
sigma_beta,28.128,5.987,19.883,37.565,2.964,2.268,5.0,13.0,3.12
beta_param[0],111.888,20.815,73.675,141.735,7.651,5.639,7.0,20.0,1.61
beta_param[1],66.548,38.741,2.599,102.648,18.895,14.416,6.0,13.0,2.28
beta_param[2],32.902,18.623,1.276,47.644,9.196,7.031,5.0,15.0,2.22
beta_param[3],17.16,13.984,0.987,35.074,6.869,5.247,5.0,13.0,2.71
beta_param[4],14.748,12.681,1.724,30.807,6.212,4.743,5.0,14.0,2.48
beta_param[5],48.974,47.344,0.725,114.416,23.544,18.023,4.0,11.0,3.24
beta_param[6],79.378,25.9,58.354,123.382,12.832,9.851,5.0,24.0,2.67
beta_param[7],48.412,32.338,2.138,82.952,15.919,12.165,5.0,14.0,2.23
beta_param[8],60.15,32.563,4.496,90.304,16.231,12.43,5.0,19.0,3.04
beta_param[9],23.971,24.599,1.995,62.989,12.229,9.361,4.0,11.0,3.54
beta_param[10],35.298,18.095,4.82,53.405,8.993,6.883,5.0,14.0,3.3
beta_param[11],47.786,45.794,2.748,115.804,22.539,17.222,5.0,11.0,2.92
beta_param[12],22.318,21.707,0.79,50.617,10.794,8.263,5.0,24.0,2.97
beta_param[13],48.064,46.503,2.088,111.333,23.076,17.658,5.0,16.0,2.77
beta_param[14],36.451,17.704,7.122,55.19,8.664,6.614,5.0,11.0,2.9
beta_param[15],82.337,80.569,1.618,173.814,40.185,30.777,4.0,12.0,3.24
beta_param[16],4.385,3.048,0.854,9.365,1.467,1.117,5.0,19.0,2.62
beta_param[17],36.701,34.973,1.373,80.418,17.439,13.356,4.0,13.0,3.6
beta_param[18],62.665,36.739,0.681,95.629,18.225,13.945,5.0,15.0,3.06
beta_param[19],24.122,13.706,1.591,37.578,6.797,5.2,5.0,19.0,2.97
beta_param[20],68.303,40.212,0.799,106.533,20.032,15.339,5.0,14.0,2.97
beta_param[21],21.019,10.009,4.859,33.111,4.907,3.747,5.0,12.0,2.56
beta_param[22],30.311,29.239,1.092,63.646,14.457,11.055,5.0,22.0,2.4
beta_param[23],33.488,31.684,0.736,75.538,15.63,11.948,5.0,11.0,2.52
beta_param[24],10.671,6.107,1.571,18.765,2.954,2.251,5.0,15.0,2.67
beta_param[25],24.316,22.169,1.051,49.421,11.061,8.472,5.0,17.0,3.17
beta_param[26],81.981,49.024,5.862,152.375,23.929,18.259,5.0,12.0,3.03
beta_param[27],23.072,23.0,1.897,62.209,11.279,8.613,5.0,23.0,2.75
beta_param[28],41.794,22.193,3.544,57.524,11.065,8.474,4.0,11.0,3.18
beta_param[29],1.172,0.846,0.388,2.341,0.356,0.266,6.0,40.0,2.27
beta_param[30],43.661,25.526,0.989,66.261,12.651,9.678,5.0,14.0,3.1
beta_param[31],63.163,36.049,2.962,103.232,17.9,13.699,5.0,13.0,3.08
beta_param[32],113.455,9.199,99.822,128.437,4.367,3.318,5.0,12.0,2.63
beta_param[33],19.69,19.05,0.82,44.091,9.502,7.277,4.0,14.0,3.26
beta_param[34],33.515,9.143,20.263,46.313,3.987,3.086,6.0,31.0,1.87
beta_param[35],25.955,22.409,3.709,55.313,11.162,8.547,4.0,12.0,3.29
beta_param[36],76.184,46.366,4.142,137.521,22.658,17.292,5.0,14.0,2.85
beta_param[37],46.354,25.121,4.937,74.104,12.421,9.498,5.0,12.0,2.99
beta_param[38],24.099,12.513,3.705,34.845,6.145,4.694,5.0,13.0,2.88
beta_param[39],11.768,7.125,1.302,19.42,3.533,2.703,5.0,14.0,2.69
beta_param[40],25.989,14.843,2.61,44.92,7.125,5.422,5.0,11.0,2.18
sigmak,3.277,1.348,1.764,4.847,0.664,0.508,5.0,13.0,2.22
k_pain[0],2.179,1.824,1.0,5.777,0.685,0.506,5.0,29.0,2.38
k_pain[1],3.478,2.986,0.5,8.377,1.464,1.118,5.0,22.0,2.93
k_pain[2],2.607,0.969,1.0,3.365,0.475,0.363,6.0,22.0,2.89
k_pain[3],0.941,0.125,0.664,1.022,0.058,0.045,5.0,12.0,2.95
k_pain[4],2.863,3.506,0.501,9.178,1.748,1.339,4.0,13.0,3.63
k_pain[5],2.478,2.58,1.0,7.695,1.283,0.982,4.0,11.0,3.46
k_pain[6],2.029,1.324,0.5,3.901,0.65,0.496,5.0,16.0,2.82
k_pain[7],1.37,0.739,0.81,2.701,0.367,0.281,4.0,11.0,3.36
k_pain[8],2.654,1.456,1.017,5.169,0.606,0.452,5.0,11.0,2.24
k_pain[9],1.794,1.061,0.5,3.471,0.505,0.383,5.0,11.0,3.1
k_pain[10],3.637,2.423,1.003,6.509,1.143,0.868,5.0,25.0,2.49
k_pain[11],3.895,1.377,1.026,5.408,0.391,0.283,10.0,26.0,1.87
k_pain[12],1.364,1.01,0.5,3.084,0.504,0.386,4.0,12.0,3.49
k_pain[13],2.318,1.865,0.568,4.379,0.725,0.537,6.0,15.0,1.99
k_pain[14],3.132,3.248,0.501,8.643,1.621,1.241,5.0,15.0,3.19
k_pain[15],3.465,3.027,0.637,8.26,1.409,1.067,5.0,33.0,2.55
k_pain[16],1.495,0.86,1.0,3.064,0.428,0.328,6.0,28.0,2.62
k_pain[17],2.061,2.029,0.711,3.797,0.713,0.523,5.0,12.0,2.48
k_pain[18],1.891,2.208,0.5,6.11,1.063,0.809,5.0,12.0,3.06
k_pain[19],1.61,1.047,1.0,3.486,0.522,0.399,5.0,33.0,2.56
k_pain[20],3.435,1.6,1.349,5.891,0.777,0.592,5.0,11.0,2.86
k_pain[21],2.922,2.373,1.0,7.051,1.184,0.907,4.0,13.0,4.0
k_pain[22],2.238,0.918,1.014,3.639,0.441,0.336,5.0,13.0,2.67
k_pain[23],1.579,0.611,1.0,2.302,0.234,0.173,5.0,11.0,1.99
k_pain[24],2.344,1.523,1.059,5.504,0.689,0.52,5.0,33.0,2.83
k_pain[25],2.249,0.865,1.105,3.692,0.396,0.299,5.0,11.0,2.29
k_pain[26],1.873,0.437,1.257,2.408,0.218,0.167,5.0,11.0,3.07
k_pain[27],0.679,0.347,0.197,1.019,0.173,0.133,5.0,22.0,2.98
k_pain[28],2.461,1.05,1.027,3.507,0.524,0.401,5.0,15.0,2.41
k_pain[29],2.363,2.024,1.068,5.867,1.008,0.773,6.0,16.0,2.31
k_pain[30],3.143,1.487,0.973,5.063,0.74,0.566,5.0,11.0,2.99
k_pain[31],1.091,0.436,0.5,1.703,0.206,0.157,5.0,20.0,2.35
k_pain[32],2.087,1.952,1.006,6.037,0.93,0.707,5.0,11.0,2.98
k_pain[33],1.968,1.499,0.5,4.406,0.748,0.573,4.0,13.0,3.31
k_pain[34],2.744,2.475,1.0,8.238,1.189,0.905,5.0,15.0,3.22
k_pain[35],3.032,3.597,0.647,9.552,1.794,1.374,5.0,11.0,2.96
k_pain[36],1.461,0.932,1.001,3.249,0.403,0.302,4.0,12.0,3.44
k_pain[37],1.863,1.322,0.5,3.978,0.659,0.505,4.0,14.0,3.42
k_pain[38],1.79,1.361,1.0,4.161,0.679,0.52,4.0,13.0,3.14
k_pain[39],3.081,1.793,1.0,5.31,0.894,0.685,4.0,11.0,3.44
k_pain[40],4.664,5.297,1.012,13.755,2.643,2.025,4.0,12.0,3.4
sv_pain[0],-1068.928,1848.862,-4327.386,-0.008,921.477,705.659,5.0,29.0,2.73
sv_pain[1],-0.033,0.018,-0.05,-0.006,0.009,0.007,5.0,29.0,2.38
sv_pain[2],-0.022,0.012,-0.033,-0.005,0.006,0.004,5.0,29.0,2.38
sv_pain[3],-0.022,0.012,-0.033,-0.005,0.006,0.004,5.0,29.0,2.38
sv_pain[4],-0.022,0.012,-0.033,-0.005,0.006,0.004,5.0,29.0,2.38
sv_pain[5],-0.063,0.039,-0.1,-0.009,0.018,0.014,5.0,29.0,2.38
sv_pain[6],-0.033,0.018,-0.05,-0.006,0.009,0.007,5.0,29.0,2.38
sv_pain[7],-0.063,0.039,-0.1,-0.009,0.018,0.014,5.0,29.0,2.38
sv_pain[8],-0.022,0.012,-0.033,-0.005,0.006,0.004,5.0,29.0,2.38
sv_pain[9],-1068.928,1848.862,-4327.386,-0.008,921.477,705.659,5.0,29.0,2.73
sv_pain[10],-0.017,0.009,-0.025,-0.004,0.004,0.003,5.0,29.0,2.38
sv_pain[11],-0.063,0.039,-0.1,-0.009,0.018,0.014,5.0,29.0,2.38
sv_pain[12],-1068.928,1848.862,-4327.386,-0.008,921.477,705.659,5.0,29.0,2.73
sv_pain[13],-0.017,0.009,-0.025,-0.004,0.004,0.003,5.0,29.0,2.38
sv_pain[14],-0.033,0.018,-0.05,-0.006,0.009,0.007,5.0,29.0,2.38
sv_pain[15],-0.063,0.039,-0.1,-0.009,0.018,0.014,5.0,29.0,2.38
sv_pain[16],-1068.928,1848.862,-4327.386,-0.008,921.477,705.659,5.0,29.0,2.73
sv_pain[17],-1068.928,1848.862,-4327.386,-0.008,921.477,705.659,5.0,29.0,2.73
sv_pain[18],-0.033,0.018,-0.05,-0.006,0.009,0.007,5.0,29.0,2.38
sv_pain[19],-0.017,0.009,-0.025,-0.004,0.004,0.003,5.0,29.0,2.38
sv_pain[20],-0.033,0.018,-0.05,-0.006,0.009,0.007,5.0,29.0,2.38
sv_pain[21],-0.022,0.012,-0.033,-0.005,0.006,0.004,5.0,29.0,2.38
sv_pain[22],-0.017,0.009,-0.025,-0.004,0.004,0.003,5.0,29.0,2.38
sv_pain[23],-0.063,0.039,-0.1,-0.009,0.018,0.014,5.0,29.0,2.38
sv_pain[24],-0.063,0.039,-0.1,-0.009,0.018,0.014,5.0,29.0,2.38
sv_pain[25],-1068.928,1848.862,-4327.386,-0.008,921.477,705.659,5.0,29.0,2.73
