,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
sv_pain[66],1.054,0.053,1.0,1.149,0.0,0.0,9103.0,4494.0,1.0
sv_pain[67],1.043,0.041,1.0,1.117,0.0,0.0,9103.0,4494.0,1.0
sv_pain[68],1.032,0.03,1.0,1.087,0.0,0.0,9103.0,4494.0,1.0
sv_pain[69],1.01,0.01,1.0,1.028,0.0,0.0,9103.0,4494.0,1.0
sv_pain[70],1.01,0.01,1.0,1.028,0.0,0.0,9103.0,4494.0,1.0
sv_pain[71],1.032,0.03,1.0,1.087,0.0,0.0,9103.0,4494.0,1.0
sv_pain[72],1.054,0.053,1.0,1.149,0.0,0.0,9103.0,4494.0,1.0
sv_pain[73],1.032,0.03,1.0,1.087,0.0,0.0,9103.0,4494.0,1.0
sv_pain[74],1.054,0.053,1.0,1.149,0.0,0.0,9103.0,4494.0,1.0
sv_pain[75],1.032,0.03,1.0,1.087,0.0,0.0,9103.0,4494.0,1.0
sv_pain[76],1.021,0.02,1.0,1.057,0.0,0.0,9103.0,4494.0,1.0
sv_pain[77],1.043,0.041,1.0,1.117,0.0,0.0,9103.0,4494.0,1.0
sv_pain[78],1.032,0.03,1.0,1.087,0.0,0.0,9103.0,4494.0,1.0
sv_pain[79],1.01,0.01,1.0,1.028,0.0,0.0,9103.0,4494.0,1.0
sv_pain[80],1.01,0.01,1.0,1.028,0.0,0.0,9103.0,4494.0,1.0
sv_pain[81],1.043,0.041,1.0,1.117,0.0,0.0,9103.0,4494.0,1.0
sv_pain[82],1.043,0.041,1.0,1.117,0.0,0.0,9103.0,4494.0,1.0
sv_pain[83],1.054,0.053,1.0,1.149,0.0,0.0,9103.0,4494.0,1.0
sv_pain[84],1.032,0.03,1.0,1.087,0.0,0.0,9103.0,4494.0,1.0
sv_pain[85],1.021,0.02,1.0,1.057,0.0,0.0,9103.0,4494.0,1.0
sv_pain[86],1.054,0.053,1.0,1.149,0.0,0.0,9103.0,4494.0,1.0
sv_pain[87],1.021,0.02,1.0,1.057,0.0,0.0,9103.0,4494.0,1.0
sv_pain[88],1.043,0.041,1.0,1.117,0.0,0.0,9103.0,4494.0,1.0
sv_pain[89],1.021,0.02,1.0,1.057,0.0,0.0,9103.0,4494.0,1.0
sv_pain[90],1.032,0.03,1.0,1.087,0.0,0.0,9103.0,4494.0,1.0
