,sv_subj,sz_subj,st_subj,v_Intercept_subj,v_sv_pain_para_subj,v_sv_money_subj,t_Intercept_subj,t_sv_pain_para_subj,t_sv_money_subj
0,,,,-0.20169139306735348,-0.41402859199517655,0.623507058481373,0.5418645686114106,-0.003927675198225305,-0.0037816434512914624
1,,,,-0.43797955422261264,-0.7072582070526728,0.8327675349908913,0.5570442858771851,-0.0016581466260462093,-0.006663160525904217
2,,,,-0.25248154706761144,-0.5190040813816709,0.5630643653551078,0.7219112540442777,-0.00036250274608607596,-0.021659163804372862
3,,,,-0.5623670495442056,-0.6505450942707922,0.7690682437751574,0.686082337280916,-0.006743852057762897,-0.0014702760582982663
4,,,,1.02974862623122,-0.07593411727353533,0.5248529721353473,0.41794881749647844,-0.0033338091080011814,-0.0040770208539221645
5,,,,-0.1211178089650654,-0.7186891124437537,0.7810818181912745,0.539907094828525,-0.0023014946625753686,-0.00831613507313309
6,,,,-0.7770456857715079,0.013683948505138016,0.7566325503987736,0.5232973853389349,-0.004986498100638943,-0.018484532462361338
7,,,,0.3289715440954157,0.22015155245898116,0.30929649572910795,0.5136123175533736,-0.006154900713408679,-0.0006958259694478396
8,,,,-1.521316481112793,-0.09049674960075912,1.0035024203809693,0.5273364833724745,-0.00921789341140196,-0.00842260277220629
9,,,,-1.9780549290618128,-0.05215804268783259,0.8701907108454767,0.549900640278857,-0.005693148051693051,-0.019904914796484093
10,,,,0.29497372587649323,-0.17148271678891341,0.5163035031264366,0.39769416289266935,-0.0031294921977066707,-0.01761271349798516
11,,,,-1.383242147982166,0.03826898958027391,0.645855697817138,0.7041220913754118,0.0027598646820180288,-0.010359449560942528
12,,,,-0.6262535706137591,-0.2859814809406405,0.8341515756585806,0.7097440999417916,-0.005440058195298134,0.0052153146979817214
13,,,,-0.41921168530458613,0.08758584269606344,0.3596481242805388,0.8768530365508121,-0.0040728080112805,-0.0017719828935500602
14,,,,-0.8092090344940788,-0.043144920994601745,0.4336883960471477,0.6239555030601777,-0.008703751884844855,0.010968088766533763
15,,,,-0.621826937811801,-0.0794222322914092,0.6739188738760167,0.5765779819791452,-0.0033425712604326077,-0.002158780278214266
16,,,,-1.5013703407452026,0.09734800657434116,0.6074182096234583,0.5773340420409117,-0.0036781233798150684,-0.0009014967092046372
17,,,,-0.24619702084381725,-0.10524939206381581,0.5761511878365744,0.6175301078257597,-0.00266812687253673,-0.013016990131522861
18,,,,-2.1196644200925423,0.03253616620324876,0.7481238919116194,0.6405726714733585,0.000772282019541653,0.003311115133310521
19,,,,-0.6278231604886809,0.06921123816200066,0.5481626116407057,0.559882639812492,-0.001362602021484619,-0.006078213679453111
20,,,,-0.8099452331388655,0.04202853578008306,0.5237008893015636,0.5849337776422278,-0.0030139592168859967,-0.020796334867960023
21,,,,-1.7849974212084867,0.06758012433881197,0.803256511331067,0.5487411949142673,-0.004402901884677896,-0.0269706267854441
22,,,,1.0201313893125283,-0.17805819693742245,0.4121896159163411,0.41579495744540595,-0.0032505061134973936,-0.008545044364103551
23,,,,-1.708753632417337,-0.0017916260848751774,0.6022478059541868,0.6314085885562417,-0.008798435601698101,-0.006165204659064739
24,,,,-2.3619271720748185,0.011120365495179292,0.013487967105445276,0.31318231185332357,-0.001453439473376048,-0.014194229076227033
25,,,,-0.8312349823531615,-0.06131941976898263,0.5827762874637707,0.6044077120335789,-0.0025735259658521987,-0.014786170443111066
26,,,,-1.3263906395302847,0.006920411333745842,0.6321100887741854,0.6514847304694337,-0.003486737420587733,-0.011078350513058213
27,,,,-1.3641456521877906,0.07726104064997821,0.596626250407405,0.5668913115250936,-0.0010813105406929284,-0.017183749368993455
28,,,,-0.32301934444823605,0.047033216841911196,0.54656821625878,0.5095187811967449,-0.00469094628466516,-0.020701126905137927
29,,,,-0.9263318244197716,-0.05251371939770348,0.4602243206070529,0.537495618327271,0.0017914593119036548,-0.013916906544745587
30,,,,-0.6591445151079656,-0.03579760119104229,0.29917209302545095,0.5796542587092726,-0.008194008427529762,-0.009577955040420113
