,z_subj,sv_subj,sz_subj,st_subj,a_Intercept_subj,a_sv_pain_para_subj
0,0.6067650635480064,,,,1.8787119806921437,-0.015370388668290354
1,0.6439108330352606,,,,1.7160271969005958,-0.011566314174606705
2,0.6756695023576703,,,,1.7760914456418742,-0.010774817304360858
3,0.46787458961099593,,,,1.4668230383057113,-0.02109863475420693
4,0.6978652931584902,,,,1.408274477252595,-0.014247693012546527
5,0.7381310616781372,,,,1.5994218225690728,-0.00995326037330123
6,0.7430611768048643,,,,1.502528594843672,-0.015926576709977283
7,0.5627749164163095,,,,2.330351489611183,-0.015540996033320298
8,0.7160222518910028,,,,1.2143062530419582,-0.023089569667981962
9,0.6390562790492796,,,,1.5157410105593632,-0.026206089426081342
10,0.6584876875132335,,,,1.7422574967752913,-0.013356794248713706
11,0.6431576249446803,,,,1.7987854854587715,-0.012469977781980711
12,0.7356271065246026,,,,1.5214265551674186,-0.012417776316512962
13,0.5387750172230461,,,,1.7125095597057816,-0.01901405229533284
14,0.3350812313498189,,,,1.3682417866721275,-0.01664482100746896
15,0.6070597370153589,,,,1.5737160180309844,-0.014332701940396262
16,0.5032609196392215,,,,1.343241614759192,-0.021072307413922912
17,0.6597843395700786,,,,1.9260954143334073,-0.013319937186336887
18,0.6665236193119279,,,,1.1909925856549861,-0.01618801097937624
19,0.6580690106544107,,,,1.2850284080229106,-0.013774584418978775
20,0.5987819041075174,,,,1.7036179864682497,-0.008441447217993371
21,0.7002509500989532,,,,1.4533849848482172,-0.011721015528988103
22,0.5025062947655096,,,,2.2353604384807158,-0.01343530559191277
23,0.5600825499606115,,,,1.360590317716876,-0.013757842405640902
24,0.3658297141802656,,,,1.611055626372589,-0.005111890448596349
25,0.6608503682378354,,,,1.6000704324548753,-0.012570343865214289
26,0.57091449758851,,,,1.2608938554768563,-0.01657985522737604
27,0.61726754916693,,,,1.676396492837776,-0.012745869868127079
28,0.6295416085056947,,,,1.9180810257126981,-0.01497948219129856
29,0.5903868934484026,,,,1.5478953090092917,-0.007868437142066833
30,0.5424129215298653,,,,1.6799427886682583,-0.015266643019518312
