,z_subj,a_subj,t_subj,v_Intercept_subj,v_sv_pain_para_subj
0,0.6117371484022128,1.899049829347466,0.5632599093764686,1.2504107265120874,-0.38526533237096555
1,0.6413037320989479,1.7835194943869432,0.5688934945302176,1.2925033393377439,-0.5348915667268543
2,0.6651264446668718,1.8744699313727857,0.6628088475397803,1.0507546199980704,-0.4707477429395352
3,0.4772546618036566,1.5462422944887,0.6823419784710072,1.4511048516571916,-0.4950175166703983
4,0.7046860380238146,1.426866167397633,0.422401226017313,2.090876961708225,-0.10465828468866277
5,0.7205679638385256,1.6244249049871013,0.5452653594112611,1.380457379307456,-0.5413934620996455
6,0.7425654273660319,1.4894987074706463,0.48458443390606254,0.8332631231533068,-0.02798045834801375
7,0.5567861888361535,2.372542886438455,0.5124160454112666,1.1861040338906474,0.10846289683177453
8,0.7207532248837183,1.1907781979068883,0.5003252716214567,0.47735662968912673,-0.12790078096987392
9,0.6368733571211701,1.4825295488743186,0.5038417955614157,0.28477872408687194,-0.0708302878487018
10,0.6475868145690348,1.7513464120838296,0.3697052400025923,1.5709905540857598,-0.19710342996264638
11,0.6364586084596338,1.787443144678876,0.698867497075928,0.38521422619364776,-0.03356152338643416
12,0.7272381793686434,1.5067781543098564,0.7454419457570254,1.0427374280326904,-0.1247129298685365
13,0.5322244032844349,1.6964623736992515,0.87203308075533,0.7357416813670394,0.02039650925879887
14,0.33453404656295993,1.306909126276898,0.636646398996061,0.6487294842152761,-0.02435469150348052
15,0.5991367756488329,1.5670733080048298,0.5903997382937544,1.0671463455879262,-0.09407108150870122
16,0.4992177059605145,1.3131275263383382,0.584929637547908,0.24710441326276184,0.1284948319170901
17,0.6481553377547837,1.943217527457045,0.6037193408623647,1.134713941845197,-0.18866180867912524
18,0.6646112936514992,1.1643772888899697,0.6605116491503099,-0.13267959206135277,0.04277800032811698
19,0.6512295778563377,1.2711552961927692,0.5534467467281292,0.790741726523539,0.01728361925161358
20,0.5911993335411807,1.7001398081880925,0.5292587535186256,0.6620623588805263,0.025240799649486646
21,0.6892952211807298,1.435307437558381,0.4630839831697014,0.4775178756104912,-0.09750466558267185
22,0.5120580268020266,2.2421065728542473,0.3908088700325025,2.112834119473178,-0.1619719808028819
23,0.5524333090500044,1.3318453982753176,0.6001153454768585,0.3202736481613735,-0.06397686085922114
24,0.35379494128589445,1.5438705015885275,0.296965304449153,-1.718332644026349,-0.005080891615716228
25,0.6575236389791446,1.5867534529560101,0.5743210088607172,0.7348493073633601,-0.09142530479316675
26,0.567116386158332,1.2335089768777137,0.6206619612973427,0.4311726368668497,-0.025284826107312607
27,0.6152128076466884,1.673561939439362,0.5346213874501685,0.19231064066252565,0.11441424474401023
28,0.6311316076493563,1.915360531976736,0.47017161211439906,1.074470516472969,-0.031162593015104403
29,0.5864349756903048,1.5366192760963397,0.5082166448242773,0.5881050196065912,-0.14203226012851383
30,0.5403297130455753,1.6443068506572247,0.5281497007848345,0.24771866876837156,-0.025755552167743077
