participant,painstim,moneystim,all_trials_rewards,painlevel,painlevel_J,leftstim,rightstim,acceptside,acceptkey,accepted,choice_resp.keys,choice_resp.rt,blocks.thisRepN,trials.thisN,TaskName,P1,P2,P3,P4,P5,fail_ma,fixduration,moneylevel,rt,response,subj_idx,acceptance_pair,OV_value,Abs_value,OV_Money_Pain,Abs_Money_Pain,fixduration,moneylevel,sv_money,sv_pain,sv_both,p_pain_all
sub-007,p3,m4,,3,3000.0,stimuli/p3.png,stimuli/m4.png,right,m,1.0,m,0.9029397000003884,4.0,14.0,decision,15.0,20.0,30.0,45.0,60.0,700.0,1.8,4,0.9029397000003884,1.0,sub-007,M,high_OV,low_abs,h_OV_h_money,low_abs_h_money,1.8,4,4,3.724829013327856,-0.2751709866721441,1.0
sub-007,p5,m2,,5,6000.0,stimuli/p5.png,stimuli/m2.png,right,m,0.0,n,0.6697555999999167,4.0,15.0,decision,15.0,20.0,30.0,45.0,60.0,700.0,1.6,2,-0.6697555999999167,0.0,sub-007,P,high_OV,high_abs,h_OV_h_pain,high_abs_h_pain,1.6,2,2,6.208048355546428,4.208048355546428,9.967570655296394e-149
sub-007,p4,m5,,4,4500.0,stimuli/p4.png,stimuli/m5.png,right,m,1.0,m,1.5219523000000663,4.0,16.0,decision,15.0,20.0,30.0,45.0,60.0,700.0,1.5,5,1.5219523000000663,1.0,sub-007,M,high_OV,low_abs,h_OV_h_money,low_abs_h_money,1.5,5,5,4.966438684437142,-0.03356131556285824,1.0
sub-007,p4,m3,,4,4500.0,stimuli/p4.png,stimuli/m3.png,right,m,0.0,n,0.7448915000004491,4.0,17.0,decision,15.0,20.0,30.0,45.0,60.0,700.0,2.0,3,-0.7448915000004491,0.0,sub-007,P,high_OV,low_abs,h_OV_h_pain,low_abs_h_pain,2.0,3,3,4.966438684437142,1.966438684437142,1.085379569597379e-37
sub-007,p5,m3,,5,6000.0,stimuli/m3.png,stimuli/p5.png,right,m,0.0,n,0.7607907000001433,4.0,18.0,decision,15.0,20.0,30.0,45.0,60.0,700.0,1.8,3,-0.7607907000001433,0.0,sub-007,P,high_OV,mid_abs,h_OV_h_pain,mid_abs,1.8,3,3,6.208048355546428,3.208048355546428,3.412554043982753e-99
sub-007,p4,m2,,4,4500.0,stimuli/m2.png,stimuli/p4.png,right,m,0.0,n,1.0837626000002274,4.0,19.0,decision,15.0,20.0,30.0,45.0,60.0,700.0,1.5,2,-1.0837626000002274,0.0,sub-007,P,high_OV,mid_abs,h_OV_h_pain,mid_abs,1.5,2,2,4.966438684437142,2.966438684437142,3.170234788472579e-87
sub-007,p3,m3,,3,3000.0,stimuli/m3.png,stimuli/p3.png,right,m,1.0,m,1.2756321000006208,4.0,20.0,decision,15.0,20.0,30.0,45.0,60.0,700.0,1.5,3,1.2756321000006208,1.0,sub-007,I,high_OV,low_abs,h_OV_h_pain,low_abs_h_pain,1.5,3,3,3.724829013327856,0.7248290133278559,1.0
sub-007,p2,m4,,2,2000.0,stimuli/m4.png,stimuli/p2.png,right,m,1.0,m,0.8264576999999917,4.0,21.0,decision,15.0,20.0,30.0,45.0,60.0,700.0,1.5,4,0.8264576999999917,1.0,sub-007,M,high_OV,mid_abs,h_OV_h_money,mid_abs,1.5,4,4,2.483219342218571,-1.516780657781429,1.0
sub-007,p1,m5,,1,1500.0,stimuli/m5.png,stimuli/p1.png,right,m,1.0,m,1.0492323000003123,4.0,22.0,decision,15.0,20.0,30.0,45.0,60.0,700.0,1.5,5,1.0492323000003123,1.0,sub-007,M,high_OV,high_abs,h_OV_h_money,high_abs_h_money,1.5,5,5,1.241609671109285,-3.758390328890715,1.0
sub-007,p1,m4,,1,1500.0,stimuli/p1.png,stimuli/m4.png,right,m,1.0,m,0.8419889000001604,4.0,23.0,decision,15.0,20.0,30.0,45.0,60.0,700.0,1.8,4,0.8419889000001604,1.0,sub-007,M,low_OV,high_abs,low_OV_h_money,high_abs_h_money,1.8,4,4,1.241609671109285,-2.758390328890715,1.0
sub-007,p1,m2,,1,1500.0,stimuli/m2.png,stimuli/p1.png,right,m,1.0,m,1.6034942000005683,4.0,24.0,decision,15.0,20.0,30.0,45.0,60.0,700.0,1.7,2,1.6034942000005683,1.0,sub-007,M,low_OV,low_abs,low_OV_h_money,low_abs_h_money,1.7,2,2,1.241609671109285,-0.7583903288907146,1.0
sub-008,p1,m3,,1,7000.0,stimuli/p1.png,stimuli/m3.png,right,m,1.0,m,0.9367707000001246,0.0,0.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.8,3,0.9367707000001246,1.0,sub-008,M,low_OV,mid_abs,low_OV_h_money,mid_abs,1.8,3,3,7353.209287634044,7350.209287634044,0.9779896060880565
sub-008,p2,m5,,2,8000.0,stimuli/p2.png,stimuli/m5.png,right,m,1.0,m,0.8234949000006964,0.0,1.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.5,5,0.8234949000006964,1.0,sub-008,M,high_OV,high_abs,h_OV_h_money,high_abs_h_money,1.5,5,5,14706.41857526809,14701.41857526809,0.9734265499102487
sub-008,p2,m1,,2,8000.0,stimuli/m1.png,stimuli/p2.png,right,m,1.0,m,1.037121200000911,0.0,2.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.8,1,1.037121200000911,1.0,sub-008,P,low_OV,low_abs,low_OV_h_pain,low_abs_h_pain,1.8,1,1,14706.41857526809,14705.41857526809,0.9734238322272059
sub-008,p3,m1,,3,9000.0,stimuli/m1.png,stimuli/p3.png,right,m,1.0,m,0.9324945000007574,0.0,3.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.8,1,0.9324945000007574,1.0,sub-008,P,low_OV,mid_abs,low_OV_h_pain,mid_abs,1.8,1,1,22059.62786290213,22058.62786290213,0.9679436229176681
sub-008,p4,m4,,4,10000.0,stimuli/p4.png,stimuli/m4.png,right,m,1.0,m,0.8311034000007567,0.0,4.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.7,4,0.8311034000007567,1.0,sub-008,I,high_OV,low_abs,h_OV_h_pain,low_abs_h_pain,1.7,4,4,29412.83715053618,29408.83715053618,0.9613811145629744
sub-008,p3,m4,,3,9000.0,stimuli/p3.png,stimuli/m4.png,right,m,1.0,m,0.7102004000007582,0.0,5.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.9,4,0.7102004000007582,1.0,sub-008,M,high_OV,low_abs,h_OV_h_money,low_abs_h_money,1.9,4,4,22059.62786290213,22055.62786290213,0.9679460676753808
sub-008,p4,m3,,4,10000.0,stimuli/p4.png,stimuli/m3.png,right,m,1.0,m,0.6883936000003814,0.0,6.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.7,3,0.6883936000003814,1.0,sub-008,P,high_OV,low_abs,h_OV_h_pain,low_abs_h_pain,1.7,3,3,29412.83715053618,29409.83715053618,0.9613801394236584
sub-008,p2,m2,,2,8000.0,stimuli/m2.png,stimuli/p2.png,right,m,0.0,n,0.9727660000007744,0.0,7.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.8,2,-0.9727660000007744,0.0,sub-008,I,low_OV,low_abs,low_OV_h_pain,low_abs_h_pain,1.8,2,2,14706.41857526809,14704.41857526809,0.9734245116733109
sub-008,p2,m3,,2,8000.0,stimuli/p2.png,stimuli/m3.png,right,m,1.0,m,0.8559060000006866,0.0,8.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.7,3,0.8559060000006866,1.0,sub-008,M,low_OV,low_abs,low_OV_h_money,low_abs_h_money,1.7,3,3,14706.41857526809,14703.41857526809,0.9734251911025195
sub-008,p4,m5,,4,10000.0,stimuli/p4.png,stimuli/m5.png,right,m,1.0,m,0.5338839000005464,0.0,9.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,2.0,5,0.5338839000005464,1.0,sub-008,M,high_OV,low_abs,h_OV_h_money,low_abs_h_money,2.0,5,5,29412.83715053618,29407.83715053618,0.9613820896786572
sub-008,p4,m2,,4,10000.0,stimuli/p4.png,stimuli/m2.png,right,m,1.0,m,0.6286908000001858,0.0,10.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.8,2,0.6286908000001858,1.0,sub-008,P,high_OV,mid_abs,h_OV_h_pain,mid_abs,1.8,2,2,29412.83715053618,29410.83715053618,0.9613791642607091
sub-008,p1,m5,,1,7000.0,stimuli/p1.png,stimuli/m5.png,right,m,1.0,m,0.6315895999996428,0.0,11.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.9,5,0.6315895999996428,1.0,sub-008,M,high_OV,high_abs,h_OV_h_money,high_abs_h_money,1.9,5,5,7353.209287634044,7348.209287634044,0.9779907367876278
sub-008,p2,m4,,2,8000.0,stimuli/m4.png,stimuli/p2.png,right,m,0.0,n,0.7778071000002456,0.0,12.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.5,4,-0.7778071000002456,0.0,sub-008,M,high_OV,mid_abs,h_OV_h_money,mid_abs,1.5,4,4,14706.41857526809,14702.41857526809,0.9734258705148319
sub-008,p3,m5,,3,9000.0,stimuli/m5.png,stimuli/p3.png,right,m,0.0,n,1.2734322000005704,0.0,13.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.6,5,-1.2734322000005704,0.0,sub-008,M,high_OV,mid_abs,h_OV_h_money,mid_abs,1.6,5,5,22059.62786290213,22054.62786290213,0.9679468825545571
sub-008,p4,m1,,4,10000.0,stimuli/m1.png,stimuli/p4.png,right,m,0.0,n,2.110444699999789,0.0,14.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.8,1,-2.110444699999789,0.0,sub-008,P,low_OV,high_abs,low_OV_h_pain,high_abs_h_pain,1.8,1,1,29412.83715053618,29411.83715053618,0.9613781890741259
sub-008,p3,m2,,3,9000.0,stimuli/m2.png,stimuli/p3.png,right,m,1.0,m,0.9237922000011168,0.0,15.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.6,2,0.9237922000011168,1.0,sub-008,P,low_OV,low_abs,low_OV_h_pain,low_abs_h_pain,1.6,2,2,22059.62786290213,22057.62786290213,0.9679444378569368
sub-008,p1,m4,,1,7000.0,stimuli/p1.png,stimuli/m4.png,right,m,1.0,m,0.6447505000005549,0.0,16.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,2.0,4,0.6447505000005549,1.0,sub-008,M,low_OV,high_abs,low_OV_h_money,high_abs_h_money,2.0,4,4,7353.209287634044,7349.209287634044,0.9779901714449396
sub-008,p5,m2,,5,10500.0,stimuli/p5.png,stimuli/m2.png,right,m,1.0,m,0.5791271000007328,0.0,17.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.6,2,0.5791271000007328,1.0,sub-008,P,high_OV,high_abs,h_OV_h_pain,high_abs_h_pain,1.6,2,2,36766.04643817022,36764.04643817022,0.9535338112278059
sub-008,p5,m1,,5,10500.0,stimuli/p5.png,stimuli/m1.png,right,m,1.0,m,0.8743900000008579,0.0,18.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,2.0,1,0.8743900000008579,1.0,sub-008,P,high_OV,high_abs,h_OV_h_pain,high_abs_h_pain,2.0,1,1,36766.04643817022,36765.04643817022,0.9535326475187748
sub-008,p5,m5,,5,10500.0,stimuli/m5.png,stimuli/p5.png,right,m,1.0,m,1.1603648000000248,0.0,19.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.7,5,1.1603648000000248,1.0,sub-008,I,high_OV,low_abs,h_OV_h_pain,low_abs_h_pain,1.7,5,5,36766.04643817022,36761.04643817022,0.9535373021885618
sub-008,p1,m1,,1,7000.0,stimuli/m1.png,stimuli/p1.png,right,m,1.0,m,1.012052300000505,0.0,20.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.9,1,1.012052300000505,1.0,sub-008,I,low_OV,low_abs,low_OV_h_pain,low_abs_h_pain,1.9,1,1,7353.209287634044,7352.209287634044,0.9779884753317044
sub-008,p1,m2,,1,7000.0,stimuli/m2.png,stimuli/p1.png,right,m,1.0,m,0.7354202000005898,0.0,21.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.9,2,0.7354202000005898,1.0,sub-008,M,low_OV,low_abs,low_OV_h_money,low_abs_h_money,1.9,2,2,7353.209287634044,7351.209287634044,0.9779890407169782
sub-008,p3,m3,,3,9000.0,stimuli/m3.png,stimuli/p3.png,right,m,1.0,m,1.0325495999995835,0.0,22.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.7,3,1.0325495999995835,1.0,sub-008,I,high_OV,low_abs,h_OV_h_pain,low_abs_h_pain,1.7,3,3,22059.62786290213,22056.62786290213,0.9679452527761743
sub-008,p5,m3,,5,10500.0,stimuli/m3.png,stimuli/p5.png,right,m,1.0,m,0.8429657000006046,0.0,23.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.8,3,0.8429657000006046,1.0,sub-008,P,high_OV,mid_abs,h_OV_h_pain,mid_abs,1.8,3,3,36766.04643817022,36763.04643817022,0.9535349749091138
sub-008,p5,m4,,5,10500.0,stimuli/p5.png,stimuli/m4.png,right,m,1.0,m,0.6003685000005134,0.0,24.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.8,4,0.6003685000005134,1.0,sub-008,P,high_OV,low_abs,h_OV_h_pain,low_abs_h_pain,1.8,4,4,36766.04643817022,36762.04643817022,0.9535361385626989
sub-008,p2,m4,,2,8000.0,stimuli/p2.png,stimuli/m4.png,right,m,1.0,m,0.4569449999999051,1.0,0.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.7,4,0.4569449999999051,1.0,sub-008,M,high_OV,mid_abs,h_OV_h_money,mid_abs,1.7,4,4,14706.41857526809,14702.41857526809,0.9734258705148319
sub-008,p2,m1,,2,8000.0,stimuli/m1.png,stimuli/p2.png,right,m,1.0,m,0.6695809000002555,1.0,1.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.9,1,0.6695809000002555,1.0,sub-008,P,low_OV,low_abs,low_OV_h_pain,low_abs_h_pain,1.9,1,1,14706.41857526809,14705.41857526809,0.9734238322272059
sub-008,p3,m3,,3,9000.0,stimuli/m3.png,stimuli/p3.png,right,m,1.0,m,0.7089365000001635,1.0,2.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,2.0,3,0.7089365000001635,1.0,sub-008,I,high_OV,low_abs,h_OV_h_pain,low_abs_h_pain,2.0,3,3,22059.62786290213,22056.62786290213,0.9679452527761743
sub-008,p5,m3,,5,10500.0,stimuli/m3.png,stimuli/p5.png,right,m,1.0,m,0.556669100000363,1.0,3.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.6,3,0.556669100000363,1.0,sub-008,P,high_OV,mid_abs,h_OV_h_pain,mid_abs,1.6,3,3,36766.04643817022,36763.04643817022,0.9535349749091138
sub-008,p4,m4,,4,10000.0,stimuli/m4.png,stimuli/p4.png,right,m,1.0,m,0.5251101000003473,1.0,4.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.8,4,0.5251101000003473,1.0,sub-008,I,high_OV,low_abs,h_OV_h_pain,low_abs_h_pain,1.8,4,4,29412.83715053618,29408.83715053618,0.9613811145629744
sub-008,p5,m1,,5,10500.0,stimuli/m1.png,stimuli/p5.png,right,m,1.0,m,0.6900565000005372,1.0,5.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.5,1,0.6900565000005372,1.0,sub-008,P,high_OV,high_abs,h_OV_h_pain,high_abs_h_pain,1.5,1,1,36766.04643817022,36765.04643817022,0.9535326475187748
sub-008,p4,m2,,4,10000.0,stimuli/p4.png,stimuli/m2.png,right,m,1.0,m,0.905819600000541,1.0,6.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,2.0,2,0.905819600000541,1.0,sub-008,P,high_OV,mid_abs,h_OV_h_pain,mid_abs,2.0,2,2,29412.83715053618,29410.83715053618,0.9613791642607091
sub-008,p4,m3,,4,10000.0,stimuli/p4.png,stimuli/m3.png,right,m,1.0,m,0.7171957000000475,1.0,7.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.9,3,0.7171957000000475,1.0,sub-008,P,high_OV,low_abs,h_OV_h_pain,low_abs_h_pain,1.9,3,3,29412.83715053618,29409.83715053618,0.9613801394236584
sub-008,p1,m1,,1,7000.0,stimuli/p1.png,stimuli/m1.png,right,m,1.0,m,0.5336050000005343,1.0,8.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.9,1,0.5336050000005343,1.0,sub-008,I,low_OV,low_abs,low_OV_h_pain,low_abs_h_pain,1.9,1,1,7353.209287634044,7352.209287634044,0.9779884753317044
sub-008,p5,m5,,5,10500.0,stimuli/m5.png,stimuli/p5.png,right,m,1.0,m,0.5140025000000605,1.0,9.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.8,5,0.5140025000000605,1.0,sub-008,I,high_OV,low_abs,h_OV_h_pain,low_abs_h_pain,1.8,5,5,36766.04643817022,36761.04643817022,0.9535373021885618
sub-008,p3,m5,,3,9000.0,stimuli/p3.png,stimuli/m5.png,right,m,1.0,m,0.8077744000001985,1.0,10.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,2.0,5,0.8077744000001985,1.0,sub-008,M,high_OV,mid_abs,h_OV_h_money,mid_abs,2.0,5,5,22059.62786290213,22054.62786290213,0.9679468825545571
sub-008,p5,m2,,5,10500.0,stimuli/p5.png,stimuli/m2.png,right,m,1.0,m,0.593169200000375,1.0,11.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.5,2,0.593169200000375,1.0,sub-008,P,high_OV,high_abs,h_OV_h_pain,high_abs_h_pain,1.5,2,2,36766.04643817022,36764.04643817022,0.9535338112278059
sub-008,p5,m4,,5,10500.0,stimuli/m4.png,stimuli/p5.png,right,m,1.0,m,0.6772578000009162,1.0,12.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.5,4,0.6772578000009162,1.0,sub-008,P,high_OV,low_abs,h_OV_h_pain,low_abs_h_pain,1.5,4,4,36766.04643817022,36762.04643817022,0.9535361385626989
sub-008,p1,m3,,1,7000.0,stimuli/p1.png,stimuli/m3.png,right,m,1.0,m,0.5207290000007561,1.0,13.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.6,3,0.5207290000007561,1.0,sub-008,M,low_OV,mid_abs,low_OV_h_money,mid_abs,1.6,3,3,7353.209287634044,7350.209287634044,0.9779896060880565
sub-008,p1,m4,,1,7000.0,stimuli/m4.png,stimuli/p1.png,right,m,1.0,m,0.528251800000362,1.0,14.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.9,4,0.528251800000362,1.0,sub-008,M,low_OV,high_abs,low_OV_h_money,high_abs_h_money,1.9,4,4,7353.209287634044,7349.209287634044,0.9779901714449396
sub-008,p4,m1,,4,10000.0,stimuli/p4.png,stimuli/m1.png,right,m,1.0,m,0.5354569999999512,1.0,15.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.8,1,0.5354569999999512,1.0,sub-008,P,low_OV,high_abs,low_OV_h_pain,high_abs_h_pain,1.8,1,1,29412.83715053618,29411.83715053618,0.9613781890741259
sub-008,p3,m4,,3,9000.0,stimuli/p3.png,stimuli/m4.png,right,m,1.0,m,0.5888714000002437,1.0,16.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.7,4,0.5888714000002437,1.0,sub-008,M,high_OV,low_abs,h_OV_h_money,low_abs_h_money,1.7,4,4,22059.62786290213,22055.62786290213,0.9679460676753808
sub-008,p1,m2,,1,7000.0,stimuli/m2.png,stimuli/p1.png,right,m,1.0,m,1.229733799999849,1.0,17.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,2.0,2,1.229733799999849,1.0,sub-008,M,low_OV,low_abs,low_OV_h_money,low_abs_h_money,2.0,2,2,7353.209287634044,7351.209287634044,0.9779890407169782
sub-008,p2,m5,,2,8000.0,stimuli/m5.png,stimuli/p2.png,right,m,1.0,m,0.7391559000006964,1.0,18.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.9,5,0.7391559000006964,1.0,sub-008,M,high_OV,high_abs,h_OV_h_money,high_abs_h_money,1.9,5,5,14706.41857526809,14701.41857526809,0.9734265499102487
sub-008,p4,m5,,4,10000.0,stimuli/m5.png,stimuli/p4.png,right,m,1.0,m,0.7983011000005718,1.0,19.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.5,5,0.7983011000005718,1.0,sub-008,M,high_OV,low_abs,h_OV_h_money,low_abs_h_money,1.5,5,5,29412.83715053618,29407.83715053618,0.9613820896786572
sub-008,p1,m5,,1,7000.0,stimuli/p1.png,stimuli/m5.png,right,m,1.0,m,0.5712841000004119,1.0,20.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.9,5,0.5712841000004119,1.0,sub-008,M,high_OV,high_abs,h_OV_h_money,high_abs_h_money,1.9,5,5,7353.209287634044,7348.209287634044,0.9779907367876278
sub-008,p2,m2,,2,8000.0,stimuli/m2.png,stimuli/p2.png,right,m,1.0,m,0.8388814000009006,1.0,21.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.9,2,0.8388814000009006,1.0,sub-008,I,low_OV,low_abs,low_OV_h_pain,low_abs_h_pain,1.9,2,2,14706.41857526809,14704.41857526809,0.9734245116733109
sub-008,p3,m1,,3,9000.0,stimuli/p3.png,stimuli/m1.png,right,m,1.0,m,0.4022251000005781,1.0,22.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.7,1,0.4022251000005781,1.0,sub-008,P,low_OV,mid_abs,low_OV_h_pain,mid_abs,1.7,1,1,22059.62786290213,22058.62786290213,0.9679436229176681
sub-008,p3,m2,,3,9000.0,stimuli/p3.png,stimuli/m2.png,right,m,1.0,m,0.4394603000009738,1.0,23.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.5,2,0.4394603000009738,1.0,sub-008,P,low_OV,low_abs,low_OV_h_pain,low_abs_h_pain,1.5,2,2,22059.62786290213,22057.62786290213,0.9679444378569368
sub-008,p2,m3,,2,8000.0,stimuli/m3.png,stimuli/p2.png,right,m,1.0,m,0.4712901000011698,1.0,24.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.7,3,0.4712901000011698,1.0,sub-008,M,low_OV,low_abs,low_OV_h_money,low_abs_h_money,1.7,3,3,14706.41857526809,14703.41857526809,0.9734251911025195
sub-008,p5,m5,,5,10500.0,stimuli/p5.png,stimuli/m5.png,right,m,1.0,m,0.587182500000381,2.0,0.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.8,5,0.587182500000381,1.0,sub-008,I,high_OV,low_abs,h_OV_h_pain,low_abs_h_pain,1.8,5,5,36766.04643817022,36761.04643817022,0.9535373021885618
sub-008,p2,m1,,2,8000.0,stimuli/m1.png,stimuli/p2.png,right,m,1.0,m,0.7888047000005827,2.0,1.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.6,1,0.7888047000005827,1.0,sub-008,P,low_OV,low_abs,low_OV_h_pain,low_abs_h_pain,1.6,1,1,14706.41857526809,14705.41857526809,0.9734238322272059
sub-008,p4,m3,,4,10000.0,stimuli/m3.png,stimuli/p4.png,right,m,1.0,m,0.5587267000009888,2.0,2.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.6,3,0.5587267000009888,1.0,sub-008,P,high_OV,low_abs,h_OV_h_pain,low_abs_h_pain,1.6,3,3,29412.83715053618,29409.83715053618,0.9613801394236584
sub-008,p5,m1,,5,10500.0,stimuli/p5.png,stimuli/m1.png,right,m,1.0,m,0.4749244000004182,2.0,3.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.9,1,0.4749244000004182,1.0,sub-008,P,high_OV,high_abs,h_OV_h_pain,high_abs_h_pain,1.9,1,1,36766.04643817022,36765.04643817022,0.9535326475187748
sub-008,p4,m4,,4,10000.0,stimuli/m4.png,stimuli/p4.png,right,m,1.0,m,0.5474955000008777,2.0,4.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,2.0,4,0.5474955000008777,1.0,sub-008,I,high_OV,low_abs,h_OV_h_pain,low_abs_h_pain,2.0,4,4,29412.83715053618,29408.83715053618,0.9613811145629744
sub-008,p5,m4,,5,10500.0,stimuli/m4.png,stimuli/p5.png,right,m,1.0,m,0.510112000000845,2.0,5.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.6,4,0.510112000000845,1.0,sub-008,P,high_OV,low_abs,h_OV_h_pain,low_abs_h_pain,1.6,4,4,36766.04643817022,36762.04643817022,0.9535361385626989
sub-008,p4,m2,,4,10000.0,stimuli/m2.png,stimuli/p4.png,right,m,1.0,m,0.5358155000003535,2.0,6.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.7,2,0.5358155000003535,1.0,sub-008,P,high_OV,mid_abs,h_OV_h_pain,mid_abs,1.7,2,2,29412.83715053618,29410.83715053618,0.9613791642607091
sub-008,p3,m5,,3,9000.0,stimuli/p3.png,stimuli/m5.png,right,m,1.0,m,0.4582443999997849,2.0,7.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.6,5,0.4582443999997849,1.0,sub-008,M,high_OV,mid_abs,h_OV_h_money,mid_abs,1.6,5,5,22059.62786290213,22054.62786290213,0.9679468825545571
sub-008,p4,m1,,4,10000.0,stimuli/p4.png,stimuli/m1.png,right,m,1.0,m,0.6166601000004448,2.0,8.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.9,1,0.6166601000004448,1.0,sub-008,P,low_OV,high_abs,low_OV_h_pain,high_abs_h_pain,1.9,1,1,29412.83715053618,29411.83715053618,0.9613781890741259
sub-008,p2,m3,,2,8000.0,stimuli/m3.png,stimuli/p2.png,right,m,1.0,m,0.5803081000003658,2.0,9.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.6,3,0.5803081000003658,1.0,sub-008,M,low_OV,low_abs,low_OV_h_money,low_abs_h_money,1.6,3,3,14706.41857526809,14703.41857526809,0.9734251911025195
sub-008,p1,m2,,1,7000.0,stimuli/m2.png,stimuli/p1.png,right,m,1.0,m,0.7984390000001441,2.0,10.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.5,2,0.7984390000001441,1.0,sub-008,M,low_OV,low_abs,low_OV_h_money,low_abs_h_money,1.5,2,2,7353.209287634044,7351.209287634044,0.9779890407169782
sub-008,p1,m3,,1,7000.0,stimuli/m3.png,stimuli/p1.png,right,m,1.0,m,0.5718495000010079,2.0,11.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.9,3,0.5718495000010079,1.0,sub-008,M,low_OV,mid_abs,low_OV_h_money,mid_abs,1.9,3,3,7353.209287634044,7350.209287634044,0.9779896060880565
sub-008,p1,m4,,1,7000.0,stimuli/m4.png,stimuli/p1.png,right,m,1.0,m,0.5281048000006194,2.0,12.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,2.0,4,0.5281048000006194,1.0,sub-008,M,low_OV,high_abs,low_OV_h_money,high_abs_h_money,2.0,4,4,7353.209287634044,7349.209287634044,0.9779901714449396
sub-008,p2,m5,,2,8000.0,stimuli/m5.png,stimuli/p2.png,right,m,1.0,m,0.5791285000004791,2.0,13.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.7,5,0.5791285000004791,1.0,sub-008,M,high_OV,high_abs,h_OV_h_money,high_abs_h_money,1.7,5,5,14706.41857526809,14701.41857526809,0.9734265499102487
sub-008,p2,m2,,2,8000.0,stimuli/m2.png,stimuli/p2.png,right,m,1.0,m,0.5711182000004555,2.0,14.0,decision,70.0,80.0,90.0,100.0,105.0,700.0,1.8,2,0.5711182000004555,1.0,sub-008,I,low_OV,low_abs,low_OV_h_pain,low_abs_h_pain,1.8,2,2,14706.41857526809,14704.41857526809,0.9734245116733109
