participant;painstim;moneystim;all_trials_rewards;painlevel;painlevel_J;leftstim;rightstim;acceptside;acceptkey;accepted;choice_resp.keys;choice_resp.rt;blocks.thisRepN;trials.thisN;TaskName;P1;P2;P3;P4;P5;fail_ma;fixduration;moneylevel
sub-013;p4;m5;;4.0;8000.0;stimuli/p4.png;stimuli/m5.png;left;n;1.0;n;0.5633698999999979;1.0;12.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.9;5.0
sub-013;p2;m3;;2.0;5500.0;stimuli/p2.png;stimuli/m3.png;left;n;1.0;n;0.6989948000000368;1.0;13.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.9;3.0
sub-013;p3;m5;;3.0;7000.0;stimuli/p3.png;stimuli/m5.png;left;n;1.0;n;0.5835086000001866;1.0;14.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.8;5.0
sub-013;p1;m2;;1.0;4000.0;stimuli/m2.png;stimuli/p1.png;left;n;1.0;n;0.6323733999997785;1.0;15.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.9;2.0
sub-013;p3;m1;;3.0;7000.0;stimuli/p3.png;stimuli/m1.png;left;n;0.0;m;0.8444303000001128;1.0;16.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.8;1.0
sub-013;p5;m1;;5.0;8500.0;stimuli/p5.png;stimuli/m1.png;left;n;0.0;m;0.6885017000004154;1.0;17.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.6;1.0
sub-013;p5;m5;;5.0;8500.0;stimuli/m5.png;stimuli/p5.png;left;n;1.0;n;0.6430675999999949;1.0;18.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;2.0;5.0
sub-013;p1;m3;;1.0;4000.0;stimuli/p1.png;stimuli/m3.png;left;n;1.0;n;1.4645549000001663;1.0;19.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.9;3.0
sub-013;p2;m4;;2.0;5500.0;stimuli/m4.png;stimuli/p2.png;left;n;1.0;n;0.6881956000001992;1.0;20.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.5;4.0
sub-013;p5;m4;;5.0;8500.0;stimuli/p5.png;stimuli/m4.png;left;n;1.0;n;1.2019513000000188;1.0;21.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;2.0;4.0
sub-013;p1;m1;;1.0;4000.0;stimuli/m1.png;stimuli/p1.png;left;n;0.0;m;0.8597568000000138;1.0;22.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.9;1.0
sub-013;p4;m1;;4.0;8000.0;stimuli/p4.png;stimuli/m1.png;left;n;0.0;m;2.7112081999998736;1.0;23.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.7;1.0
sub-013;p3;m2;;3.0;7000.0;stimuli/m2.png;stimuli/p3.png;left;n;1.0;n;0.9097088000003168;1.0;24.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.7;2.0
sub-013;p1;m5;;1.0;4000.0;stimuli/p1.png;stimuli/m5.png;left;n;1.0;n;2.1320730000002186;2.0;0.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.5;5.0
sub-013;p3;m4;;3.0;7000.0;stimuli/m4.png;stimuli/p3.png;left;n;1.0;n;0.5167384000001221;2.0;1.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.9;4.0
sub-013;p2;m3;;2.0;5500.0;stimuli/m3.png;stimuli/p2.png;left;n;1.0;n;0.5123097999999118;2.0;2.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.7;3.0
sub-013;p5;m1;;5.0;8500.0;stimuli/m1.png;stimuli/p5.png;left;n;0.0;m;0.7697000999996817;2.0;3.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.8;1.0
sub-013;p5;m5;;5.0;8500.0;stimuli/p5.png;stimuli/m5.png;left;n;1.0;n;0.8409907000000203;2.0;4.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.6;5.0
sub-013;p4;m5;;4.0;8000.0;stimuli/p4.png;stimuli/m5.png;left;n;1.0;n;0.6084594999997535;2.0;5.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.8;5.0
sub-013;p1;m3;;1.0;4000.0;stimuli/m3.png;stimuli/p1.png;left;n;1.0;n;1.3225962000001346;2.0;6.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;2.0;3.0
sub-013;p3;m3;;3.0;7000.0;stimuli/m3.png;stimuli/p3.png;left;n;1.0;n;1.1073323000000528;2.0;7.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.7;3.0
sub-013;p4;m2;;4.0;8000.0;stimuli/p4.png;stimuli/m2.png;left;n;0.0;m;0.8698796000003313;2.0;8.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.6;2.0
sub-013;p4;m3;;4.0;8000.0;stimuli/p4.png;stimuli/m3.png;left;n;1.0;n;0.8480167000002439;2.0;9.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.8;3.0
sub-013;p2;m5;;2.0;5500.0;stimuli/p2.png;stimuli/m5.png;left;n;1.0;n;0.8922711000000163;2.0;10.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.9;5.0
sub-013;p2;m1;;2.0;5500.0;stimuli/m1.png;stimuli/p2.png;left;n;0.0;m;0.6230792999999721;2.0;11.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.5;1.0
sub-013;p5;m4;;5.0;8500.0;stimuli/p5.png;stimuli/m4.png;left;n;1.0;n;0.7052953000002162;2.0;12.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.5;4.0
sub-013;p4;m4;;4.0;8000.0;stimuli/p4.png;stimuli/m4.png;left;n;1.0;n;0.5365083000001505;2.0;13.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.7;4.0
sub-013;p3;m5;;3.0;7000.0;stimuli/m5.png;stimuli/p3.png;left;n;1.0;n;0.5341192000000774;2.0;14.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.5;5.0
sub-013;p3;m1;;3.0;7000.0;stimuli/m1.png;stimuli/p3.png;left;n;0.0;m;0.7049066999998104;2.0;15.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.9;1.0
sub-013;p3;m2;;3.0;7000.0;stimuli/m2.png;stimuli/p3.png;left;n;0.0;m;1.1633778999998867;2.0;16.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.9;2.0
sub-013;p1;m2;;1.0;4000.0;stimuli/p1.png;stimuli/m2.png;left;n;1.0;n;0.8075461000003088;2.0;17.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.9;2.0
sub-013;p1;m4;;1.0;4000.0;stimuli/p1.png;stimuli/m4.png;left;n;1.0;n;0.6694792999996935;2.0;18.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.9;4.0
sub-013;p5;m3;;5.0;8500.0;stimuli/m3.png;stimuli/p5.png;left;n;0.0;m;1.6553748999999698;2.0;19.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.5;3.0
sub-013;p1;m1;;1.0;4000.0;stimuli/m1.png;stimuli/p1.png;left;n;1.0;n;0.793748499999765;2.0;20.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.9;1.0
sub-013;p2;m2;;2.0;5500.0;stimuli/m2.png;stimuli/p2.png;left;n;1.0;n;1.0305591999999706;2.0;21.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.9;2.0
sub-013;p5;m2;;5.0;8500.0;stimuli/m2.png;stimuli/p5.png;left;n;0.0;m;1.2904594999999972;2.0;22.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.5;2.0
sub-013;p2;m4;;2.0;5500.0;stimuli/m4.png;stimuli/p2.png;left;n;1.0;n;0.6888662999999724;2.0;23.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;2.0;4.0
sub-013;p4;m1;;4.0;8000.0;stimuli/p4.png;stimuli/m1.png;left;n;0.0;m;0.8549278000000413;2.0;24.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.5;1.0
sub-013;p2;m3;;2.0;5500.0;stimuli/p2.png;stimuli/m3.png;left;n;1.0;n;1.0945134999997208;3.0;0.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.5;3.0
sub-013;p3;m3;;3.0;7000.0;stimuli/m3.png;stimuli/p3.png;left;n;1.0;n;1.1100760999997874;3.0;1.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.7;3.0
sub-013;p3;m5;;3.0;7000.0;stimuli/p3.png;stimuli/m5.png;left;n;1.0;n;0.7982778999999027;3.0;2.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.5;5.0
sub-013;p2;m4;;2.0;5500.0;stimuli/m4.png;stimuli/p2.png;left;n;1.0;n;0.5173561999999947;3.0;3.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.6;4.0
sub-013;p1;m1;;1.0;4000.0;stimuli/p1.png;stimuli/m1.png;left;n;0.0;m;0.782339200000024;3.0;4.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.7;1.0
sub-013;p4;m2;;4.0;8000.0;stimuli/p4.png;stimuli/m2.png;left;n;0.0;m;0.8559982000001582;3.0;5.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.7;2.0
sub-013;p2;m1;;2.0;5500.0;stimuli/m1.png;stimuli/p2.png;left;n;1.0;n;1.3540560000001278;3.0;6.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;2.0;1.0
sub-013;p3;m4;;3.0;7000.0;stimuli/p3.png;stimuli/m4.png;left;n;1.0;n;2.5923885000001974;3.0;7.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.8;4.0
sub-013;p1;m2;;1.0;4000.0;stimuli/p1.png;stimuli/m2.png;left;n;1.0;n;1.634116499999891;3.0;8.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.6;2.0
sub-013;p4;m4;;4.0;8000.0;stimuli/p4.png;stimuli/m4.png;left;n;1.0;n;0.7722518000000491;3.0;9.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.8;4.0
sub-013;p5;m3;;5.0;8500.0;stimuli/m3.png;stimuli/p5.png;left;n;0.0;m;2.470455000000129;3.0;10.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.5;3.0
sub-013;p5;m2;;5.0;8500.0;stimuli/p5.png;stimuli/m2.png;left;n;0.0;m;1.7708310000002712;3.0;11.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.7;2.0
sub-013;p4;m3;;4.0;8000.0;stimuli/p4.png;stimuli/m3.png;left;n;1.0;n;1.2743007999997644;3.0;12.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.7;3.0
sub-013;p2;m5;;2.0;5500.0;stimuli/m5.png;stimuli/p2.png;left;n;1.0;n;0.9096744999997101;3.0;13.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.9;5.0
sub-013;p4;m1;;4.0;8000.0;stimuli/m1.png;stimuli/p4.png;left;n;0.0;m;1.5025009000000864;3.0;14.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.5;1.0
sub-013;p1;m4;;1.0;4000.0;stimuli/p1.png;stimuli/m4.png;left;n;1.0;n;0.8355894000001172;3.0;15.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.9;4.0
sub-013;p1;m3;;1.0;4000.0;stimuli/p1.png;stimuli/m3.png;left;n;1.0;n;0.6071589000002859;3.0;16.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.7;3.0
sub-013;p5;m4;;5.0;8500.0;stimuli/m4.png;stimuli/p5.png;left;n;1.0;n;0.7984573999997338;3.0;17.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.8;4.0
sub-013;p1;m5;;1.0;4000.0;stimuli/p1.png;stimuli/m5.png;left;n;1.0;n;0.6393552999998064;3.0;18.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.7;5.0
sub-013;p5;m1;;5.0;8500.0;stimuli/m1.png;stimuli/p5.png;left;n;0.0;m;0.8515112999998564;3.0;19.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.7;1.0
sub-013;p2;m2;;2.0;5500.0;stimuli/m2.png;stimuli/p2.png;left;n;1.0;n;0.6796260999999504;3.0;20.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;2.0;2.0
sub-013;p4;m5;;4.0;8000.0;stimuli/p4.png;stimuli/m5.png;left;n;1.0;n;0.9666357000000972;3.0;21.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.5;5.0
sub-013;p5;m5;;5.0;8500.0;stimuli/m5.png;stimuli/p5.png;left;n;1.0;n;0.6073964000001979;3.0;22.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.5;5.0
sub-013;p3;m1;;3.0;7000.0;stimuli/m1.png;stimuli/p3.png;left;n;0.0;m;0.856238399999711;3.0;23.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.9;1.0
sub-013;p3;m2;;3.0;7000.0;stimuli/m2.png;stimuli/p3.png;left;n;1.0;n;1.4514547999997376;3.0;24.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.5;2.0
sub-013;p2;m3;;2.0;5500.0;stimuli/p2.png;stimuli/m3.png;left;n;1.0;n;1.0623762000000172;4.0;0.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.7;3.0
sub-013;p3;m5;;3.0;7000.0;stimuli/p3.png;stimuli/m5.png;left;n;1.0;n;0.6242566000000807;4.0;1.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.6;5.0
sub-013;p3;m4;;3.0;7000.0;stimuli/m4.png;stimuli/p3.png;left;n;1.0;n;0.48416889999998597;4.0;2.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.8;4.0
sub-013;p4;m4;;4.0;8000.0;stimuli/m4.png;stimuli/p4.png;left;n;1.0;n;0.5364536000001863;4.0;3.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;2.0;4.0
sub-013;p3;m1;;3.0;7000.0;stimuli/p3.png;stimuli/m1.png;left;n;0.0;m;0.9535511000003679;4.0;4.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.8;1.0
sub-013;p5;m2;;5.0;8500.0;stimuli/p5.png;stimuli/m2.png;left;n;0.0;m;1.3996704000001046;4.0;5.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.7;2.0
sub-013;p2;m2;;2.0;5500.0;stimuli/m2.png;stimuli/p2.png;left;n;1.0;n;1.1765121000003091;4.0;6.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.9;2.0
sub-013;p1;m4;;1.0;4000.0;stimuli/m4.png;stimuli/p1.png;left;n;1.0;n;0.6322681999999986;4.0;7.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.5;4.0
sub-013;p4;m1;;4.0;8000.0;stimuli/m1.png;stimuli/p4.png;left;n;0.0;m;1.0509314999999333;4.0;8.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.5;1.0
sub-013;p4;m2;;4.0;8000.0;stimuli/m2.png;stimuli/p4.png;left;n;0.0;m;0.8138357000002543;4.0;9.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;2.0;2.0
sub-013;p4;m5;;4.0;8000.0;stimuli/p4.png;stimuli/m5.png;left;n;1.0;n;0.7076157000001331;4.0;10.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.5;5.0
sub-013;p2;m4;;2.0;5500.0;stimuli/p2.png;stimuli/m4.png;left;n;1.0;n;0.8171072000000095;4.0;11.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.9;4.0
sub-013;p1;m2;;1.0;4000.0;stimuli/p1.png;stimuli/m2.png;left;n;1.0;n;2.097868599999856;4.0;12.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.9;2.0
sub-013;p1;m3;;1.0;4000.0;stimuli/m3.png;stimuli/p1.png;left;n;1.0;n;0.7512309000003371;4.0;13.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.5;3.0
sub-013;p5;m1;;5.0;8500.0;stimuli/p5.png;stimuli/m1.png;left;n;0.0;m;1.4877535000000537;4.0;14.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.7;1.0
sub-013;p2;m5;;2.0;5500.0;stimuli/m5.png;stimuli/p2.png;left;n;1.0;n;0.6132448999996996;4.0;15.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.5;5.0
sub-013;p5;m4;;5.0;8500.0;stimuli/m4.png;stimuli/p5.png;left;n;1.0;n;0.6019391999998334;4.0;16.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.7;4.0
sub-013;p4;m3;;4.0;8000.0;stimuli/p4.png;stimuli/m3.png;left;n;1.0;n;0.5291545999998561;4.0;17.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.5;3.0
sub-013;p3;m2;;3.0;7000.0;stimuli/m2.png;stimuli/p3.png;left;n;0.0;m;0.9170192000001408;4.0;18.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.5;2.0
sub-013;p1;m5;;1.0;4000.0;stimuli/m5.png;stimuli/p1.png;left;n;1.0;n;0.5170828000000256;4.0;19.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;2.0;5.0
sub-013;p5;m3;;5.0;8500.0;stimuli/p5.png;stimuli/m3.png;left;n;0.0;m;1.8144426000003482;4.0;20.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.9;3.0
sub-013;p1;m1;;1.0;4000.0;stimuli/m1.png;stimuli/p1.png;left;n;1.0;n;1.0277271000004475;4.0;21.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.5;1.0
sub-013;p2;m1;;2.0;5500.0;stimuli/p2.png;stimuli/m1.png;left;n;1.0;n;0.816190000000006;4.0;22.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.6;1.0
sub-013;p3;m3;;3.0;7000.0;stimuli/m3.png;stimuli/p3.png;left;n;1.0;n;0.699932699999863;4.0;23.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.7;3.0
sub-013;p5;m5;;5.0;8500.0;stimuli/m5.png;stimuli/p5.png;left;n;1.0;n;0.5495519000000968;4.0;24.0;decision;40.0;55.0;70.0;80.0;85.0;700.0;1.9;5.0
sub-014;p1;m5;;1.0;4500.0;stimuli/m5.png;stimuli/p1.png;left;n;0.0;m;0.9887429999999996;0.0;0.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.8;5.0
sub-014;p4;m4;;4.0;8000.0;stimuli/m4.png;stimuli/p4.png;left;n;1.0;n;0.5788987000000247;0.0;1.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.8;4.0
sub-014;p3;m3;;3.0;6500.0;stimuli/m3.png;stimuli/p3.png;left;n;1.0;n;0.5774834000000055;0.0;2.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.8;3.0
sub-014;p2;m2;;2.0;5000.0;stimuli/p2.png;stimuli/m2.png;left;n;1.0;n;0.4808395000000018;0.0;3.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.6;2.0
sub-014;p2;m4;;2.0;5000.0;stimuli/m4.png;stimuli/p2.png;left;n;1.0;n;0.4838751999999999;0.0;4.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.7;4.0
sub-014;p2;m1;;2.0;5000.0;stimuli/p2.png;stimuli/m1.png;left;n;1.0;n;0.5695623999999953;0.0;5.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.9;1.0
sub-014;p4;m2;;4.0;8000.0;stimuli/m2.png;stimuli/p4.png;left;n;1.0;n;0.9570787000000108;0.0;6.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.6;2.0
sub-014;p3;m1;;3.0;6500.0;stimuli/p3.png;stimuli/m1.png;left;n;1.0;n;0.5119132999999465;0.0;7.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.7;1.0
sub-014;p1;m2;;1.0;4500.0;stimuli/p1.png;stimuli/m2.png;left;n;1.0;n;0.4898130999999921;0.0;8.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.8;2.0
sub-014;p5;m1;;5.0;10500.0;stimuli/p5.png;stimuli/m1.png;left;n;1.0;n;2.009581799999978;0.0;9.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.6;1.0
sub-014;p4;m1;;4.0;8000.0;stimuli/m1.png;stimuli/p4.png;left;n;1.0;n;2.225360500000022;0.0;10.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.7;1.0
sub-014;p5;m4;;5.0;10500.0;stimuli/p5.png;stimuli/m4.png;left;n;1.0;n;1.0989888999999948;0.0;11.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.6;4.0
sub-014;p1;m4;;1.0;4500.0;stimuli/p1.png;stimuli/m4.png;left;n;1.0;n;0.638079399999981;0.0;12.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.6;4.0
sub-014;p2;m5;;2.0;5000.0;stimuli/m5.png;stimuli/p2.png;left;n;1.0;n;0.6343636999999376;0.0;13.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.9;5.0
sub-014;p4;m3;;4.0;8000.0;stimuli/p4.png;stimuli/m3.png;left;n;1.0;n;0.5875267999999211;0.0;14.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.5;3.0
sub-014;p5;m5;;5.0;10500.0;stimuli/m5.png;stimuli/p5.png;left;n;1.0;n;0.5320700999999985;0.0;15.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.8;5.0
sub-014;p3;m5;;3.0;6500.0;stimuli/m5.png;stimuli/p3.png;left;n;1.0;n;0.4758559999999647;0.0;16.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.9;5.0
sub-014;p4;m5;;4.0;8000.0;stimuli/p4.png;stimuli/m5.png;left;n;1.0;n;1.0005137999999647;0.0;17.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.6;5.0
sub-014;p1;m3;;1.0;4500.0;stimuli/m3.png;stimuli/p1.png;left;n;1.0;n;0.7032909999999788;0.0;18.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.8;3.0
sub-014;p3;m2;;3.0;6500.0;stimuli/p3.png;stimuli/m2.png;left;n;1.0;n;0.5873913999999445;0.0;19.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.7;2.0
sub-014;p3;m4;;3.0;6500.0;stimuli/p3.png;stimuli/m4.png;left;n;1.0;n;0.5428192999999624;0.0;20.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.6;4.0
sub-014;p1;m1;;1.0;4500.0;stimuli/m1.png;stimuli/p1.png;left;n;1.0;n;0.6298051999999075;0.0;21.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;2.0;1.0
sub-014;p5;m2;;5.0;10500.0;stimuli/p5.png;stimuli/m2.png;left;n;0.0;m;1.6118338000000565;0.0;22.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.6;2.0
sub-014;p5;m3;;5.0;10500.0;stimuli/p5.png;stimuli/m3.png;left;n;1.0;n;0.7230863999999997;0.0;23.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.7;3.0
sub-014;p2;m3;;2.0;5000.0;stimuli/p2.png;stimuli/m3.png;left;n;1.0;n;0.8223801000000891;0.0;24.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.8;3.0
sub-014;p1;m1;;1.0;4500.0;stimuli/p1.png;stimuli/m1.png;left;n;1.0;n;1.1900164000000473;1.0;0.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.9;1.0
sub-014;p4;m3;;4.0;8000.0;stimuli/p4.png;stimuli/m3.png;left;n;1.0;n;0.531807399999991;1.0;1.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.7;3.0
sub-014;p3;m4;;3.0;6500.0;stimuli/m4.png;stimuli/p3.png;left;n;1.0;n;0.5126011000000403;1.0;2.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.9;4.0
sub-014;p2;m3;;2.0;5000.0;stimuli/p2.png;stimuli/m3.png;left;n;1.0;n;0.5576763999999343;1.0;3.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.6;3.0
sub-014;p4;m5;;4.0;8000.0;stimuli/m5.png;stimuli/p4.png;left;n;1.0;n;0.5389643000000319;1.0;4.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.7;5.0
sub-014;p1;m2;;1.0;4500.0;stimuli/m2.png;stimuli/p1.png;left;n;1.0;n;0.6076423000000091;1.0;5.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.9;2.0
sub-014;p3;m5;;3.0;6500.0;stimuli/m5.png;stimuli/p3.png;left;n;1.0;n;0.5060146999999802;1.0;6.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.9;5.0
sub-014;p5;m3;;5.0;10500.0;stimuli/p5.png;stimuli/m3.png;left;n;1.0;n;0.6489922000000092;1.0;7.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.7;3.0
sub-014;p2;m2;;2.0;5000.0;stimuli/p2.png;stimuli/m2.png;left;n;1.0;n;0.5021603999999229;1.0;8.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.8;2.0
sub-014;p2;m5;;2.0;5000.0;stimuli/m5.png;stimuli/p2.png;left;n;1.0;n;0.5886522999999784;1.0;9.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.5;5.0
sub-014;p1;m4;;1.0;4500.0;stimuli/m4.png;stimuli/p1.png;left;n;1.0;n;0.6054484000000571;1.0;10.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.6;4.0
sub-014;p4;m1;;4.0;8000.0;stimuli/p4.png;stimuli/m1.png;left;n;1.0;n;0.8940064999999889;1.0;11.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.6;1.0
sub-014;p3;m2;;3.0;6500.0;stimuli/m2.png;stimuli/p3.png;left;n;1.0;n;0.4042444999999475;1.0;12.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.6;2.0
sub-014;p5;m4;;5.0;10500.0;stimuli/m4.png;stimuli/p5.png;left;n;1.0;n;0.9808483999999568;1.0;13.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.7;4.0
sub-014;p1;m3;;1.0;4500.0;stimuli/m3.png;stimuli/p1.png;left;n;1.0;n;0.6341318000000342;1.0;14.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.7;3.0
sub-014;p4;m4;;4.0;8000.0;stimuli/p4.png;stimuli/m4.png;left;n;1.0;n;0.6113491000000408;1.0;15.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.6;4.0
sub-014;p5;m5;;5.0;10500.0;stimuli/p5.png;stimuli/m5.png;left;n;1.0;n;0.6485044000000357;1.0;16.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.7;5.0
sub-014;p1;m5;;1.0;4500.0;stimuli/p1.png;stimuli/m5.png;left;n;1.0;n;0.8527920999999309;1.0;17.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.8;5.0
sub-014;p5;m2;;5.0;10500.0;stimuli/p5.png;stimuli/m2.png;left;n;1.0;n;1.5617092999999045;1.0;18.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.8;2.0
sub-014;p4;m2;;4.0;8000.0;stimuli/m2.png;stimuli/p4.png;left;n;1.0;n;0.9325183999999922;1.0;19.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.6;2.0
sub-014;p2;m1;;2.0;5000.0;stimuli/m1.png;stimuli/p2.png;left;n;1.0;n;0.6181879999999751;1.0;20.0;decision;45.0;50.0;65.0;80.0;105.0;700.0;1.9;1.0
