participant;painstim;moneystim;all_trials_rewards;painlevel;painlevel_J;leftstim;rightstim;acceptside;acceptkey;accepted;choice_resp.keys;choice_resp.rt;blocks.thisRepN;trials.thisN;TaskName;P1;P2;P3;P4;P5;fail_ma;fixduration;moneylevel
sub-029;p3;m1;;3.0;5500.0;stimuli/m1.png;stimuli/p3.png;left;n;0.0;m;1.4479092000001397;2.0;23.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.6;1.0
sub-029;p4;m4;;4.0;6500.0;stimuli/m4.png;stimuli/p4.png;left;n;1.0;n;1.4775628000024879;2.0;24.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.9;4.0
sub-029;p4;m5;;4.0;6500.0;stimuli/m5.png;stimuli/p4.png;left;n;1.0;n;1.4034965999999258;3.0;0.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.8;5.0
sub-029;p5;m4;;5.0;7000.0;stimuli/p5.png;stimuli/m4.png;left;n;0.0;m;1.1867162000016829;3.0;1.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.7;4.0
sub-029;p2;m3;;2.0;4500.0;stimuli/m3.png;stimuli/p2.png;left;n;1.0;n;1.6652618000007353;3.0;2.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.6;3.0
sub-029;p5;m5;;5.0;7000.0;stimuli/p5.png;stimuli/m5.png;left;n;0.0;m;0.958527899998444;3.0;3.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.8;5.0
sub-029;p2;m5;;2.0;4500.0;stimuli/p2.png;stimuli/m5.png;left;n;1.0;n;1.0894649000001664;3.0;4.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.6;5.0
sub-029;p1;m4;;1.0;4000.0;stimuli/p1.png;stimuli/m4.png;left;n;1.0;n;1.7508245999997598;3.0;5.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.5;4.0
sub-029;p1;m5;;1.0;4000.0;stimuli/p1.png;stimuli/m5.png;left;n;1.0;n;1.1066236000006031;3.0;6.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;2.0;5.0
sub-029;p2;m4;;2.0;4500.0;stimuli/m4.png;stimuli/p2.png;left;n;1.0;n;1.6604799000015191;3.0;7.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.5;4.0
sub-029;p5;m3;;5.0;7000.0;stimuli/p5.png;stimuli/m3.png;left;n;0.0;m;1.5151820999999472;3.0;8.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;2.0;3.0
sub-029;p3;m4;;3.0;5500.0;stimuli/p3.png;stimuli/m4.png;left;n;1.0;n;1.2451865000002726;3.0;9.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.6;4.0
sub-029;p5;m2;;5.0;7000.0;stimuli/p5.png;stimuli/m2.png;left;n;0.0;m;0.9673476000025404;3.0;10.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.7;2.0
sub-029;p2;m1;;2.0;4500.0;stimuli/m1.png;stimuli/p2.png;left;n;1.0;n;0.9886666999991576;3.0;11.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.5;1.0
sub-029;p1;m2;;1.0;4000.0;stimuli/p1.png;stimuli/m2.png;left;n;0.0;m;1.1385995999989973;3.0;12.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.7;2.0
sub-029;p3;m3;;3.0;5500.0;stimuli/p3.png;stimuli/m3.png;left;n;0.0;m;0.8971918000024743;3.0;13.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.9;3.0
sub-029;p2;m2;;2.0;4500.0;stimuli/m2.png;stimuli/p2.png;left;n;0.0;m;1.4513449000005494;3.0;14.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.6;2.0
sub-029;p3;m2;;3.0;5500.0;stimuli/m2.png;stimuli/p3.png;left;n;1.0;n;1.2356745999968552;3.0;15.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.7;2.0
sub-029;p4;m4;;4.0;6500.0;stimuli/m4.png;stimuli/p4.png;left;n;1.0;n;2.201644299999316;3.0;16.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.8;4.0
sub-029;p3;m5;;3.0;5500.0;stimuli/p3.png;stimuli/m5.png;left;n;1.0;n;1.1143068999990646;3.0;17.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;2.0;5.0
sub-029;p4;m1;;4.0;6500.0;stimuli/p4.png;stimuli/m1.png;left;n;0.0;m;1.4246270000003278;3.0;18.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.8;1.0
sub-029;p1;m1;;1.0;4000.0;stimuli/m1.png;stimuli/p1.png;left;n;0.0;m;1.3282977000017129;3.0;19.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.6;1.0
sub-029;p5;m1;;5.0;7000.0;stimuli/p5.png;stimuli/m1.png;left;n;0.0;m;1.1472242000018014;3.0;20.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.6;1.0
sub-029;p3;m1;;3.0;5500.0;stimuli/m1.png;stimuli/p3.png;left;n;0.0;m;1.0320995000001858;3.0;21.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.6;1.0
sub-029;p1;m3;;1.0;4000.0;stimuli/m3.png;stimuli/p1.png;left;n;0.0;m;0.9953272999991896;3.0;22.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.7;3.0
sub-029;p4;m2;;4.0;6500.0;stimuli/m2.png;stimuli/p4.png;left;n;1.0;n;1.5722481000011612;3.0;23.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.8;2.0
sub-029;p4;m3;;4.0;6500.0;stimuli/p4.png;stimuli/m3.png;left;n;0.0;m;1.3882873000002292;3.0;24.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.7;3.0
sub-029;p5;m3;;5.0;7000.0;stimuli/p5.png;stimuli/m3.png;left;n;0.0;m;1.0833281000013812;4.0;0.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.8;3.0
sub-029;p3;m5;;3.0;5500.0;stimuli/p3.png;stimuli/m5.png;left;n;1.0;n;1.2118847999990976;4.0;1.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.7;5.0
sub-029;p4;m2;;4.0;6500.0;stimuli/p4.png;stimuli/m2.png;left;n;0.0;m;0.9989476999980981;4.0;2.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.5;2.0
sub-029;p1;m4;;1.0;4000.0;stimuli/m4.png;stimuli/p1.png;left;n;0.0;m;0.91158219999852;4.0;3.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.8;4.0
sub-029;p3;m4;;3.0;5500.0;stimuli/m4.png;stimuli/p3.png;left;n;1.0;n;1.5102610000030836;4.0;4.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.7;4.0
sub-029;p5;m4;;5.0;7000.0;stimuli/p5.png;stimuli/m4.png;left;n;0.0;m;0.8341105999970749;4.0;5.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.8;4.0
sub-029;p4;m1;;4.0;6500.0;stimuli/m1.png;stimuli/p4.png;left;n;0.0;m;1.0581614999973679;4.0;6.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.8;1.0
sub-029;p4;m4;;4.0;6500.0;stimuli/m4.png;stimuli/p4.png;left;n;0.0;m;0.8370781000012357;4.0;7.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.5;4.0
sub-029;p3;m1;;3.0;5500.0;stimuli/m1.png;stimuli/p3.png;left;n;0.0;m;2.3235802999988664;4.0;8.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.7;1.0
sub-029;p3;m3;;3.0;5500.0;stimuli/m3.png;stimuli/p3.png;left;n;1.0;n;0.6069385999981023;4.0;9.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.7;3.0
sub-029;p5;m2;;5.0;7000.0;stimuli/m2.png;stimuli/p5.png;left;n;0.0;m;1.101818999999523;4.0;10.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.7;2.0
sub-029;p2;m4;;2.0;4500.0;stimuli/p2.png;stimuli/m4.png;left;n;1.0;n;0.8752840000015567;4.0;11.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.9;4.0
sub-029;p2;m2;;2.0;4500.0;stimuli/m2.png;stimuli/p2.png;left;n;1.0;n;1.2902620999993817;4.0;12.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.7;2.0
sub-029;p4;m3;;4.0;6500.0;stimuli/m3.png;stimuli/p4.png;left;n;0.0;m;1.46554549999928;4.0;13.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.7;3.0
sub-029;p5;m5;;5.0;7000.0;stimuli/p5.png;stimuli/m5.png;left;n;0.0;m;0.917666100001952;4.0;14.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.7;5.0
sub-029;p1;m2;;1.0;4000.0;stimuli/m2.png;stimuli/p1.png;left;n;1.0;n;1.3023976999975275;4.0;15.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;2.0;2.0
sub-029;p1;m5;;1.0;4000.0;stimuli/p1.png;stimuli/m5.png;left;n;1.0;n;1.176521599998523;4.0;16.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.7;5.0
sub-029;p1;m3;;1.0;4000.0;stimuli/p1.png;stimuli/m3.png;left;n;1.0;n;1.7581343000019842;4.0;17.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.9;3.0
sub-029;p2;m3;;2.0;4500.0;stimuli/m3.png;stimuli/p2.png;left;n;0.0;m;1.1781459000012546;4.0;18.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.8;3.0
sub-029;p4;m5;;4.0;6500.0;stimuli/m5.png;stimuli/p4.png;left;n;1.0;n;1.1470005000010133;4.0;19.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;2.0;5.0
sub-029;p3;m2;;3.0;5500.0;stimuli/p3.png;stimuli/m2.png;left;n;1.0;n;1.3890537000006589;4.0;20.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.8;2.0
sub-029;p1;m1;;1.0;4000.0;stimuli/p1.png;stimuli/m1.png;left;n;1.0;n;1.009851400001935;4.0;21.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.7;1.0
sub-029;p2;m1;;2.0;4500.0;stimuli/p2.png;stimuli/m1.png;left;n;1.0;n;0.9268200000005892;4.0;22.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;2.0;1.0
sub-029;p2;m5;;2.0;4500.0;stimuli/m5.png;stimuli/p2.png;left;n;1.0;n;1.0048248999992209;4.0;23.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.8;5.0
sub-029;p5;m1;;5.0;7000.0;stimuli/m1.png;stimuli/p5.png;left;n;0.0;m;1.2254087000001164;4.0;24.0;decision;40.0;45.0;55.0;65.0;70.0;700.0;1.5;1.0
sub-030;p4;m4;;4.0;9500.0;stimuli/m4.png;stimuli/p4.png;left;n;1.0;n;2.6477081999983056;0.0;0.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.8;4.0
sub-030;p5;m5;;5.0;11000.0;stimuli/p5.png;stimuli/m5.png;left;n;1.0;n;2.0026073999979417;0.0;1.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.9;5.0
sub-030;p1;m1;;1.0;4500.0;stimuli/p1.png;stimuli/m1.png;left;n;0.0;;;0.0;2.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.6;1.0
sub-030;p2;m3;;2.0;6000.0;stimuli/p2.png;stimuli/m3.png;left;n;1.0;n;1.3520946999997252;0.0;3.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;2.0;3.0
sub-030;p2;m4;;2.0;6000.0;stimuli/p2.png;stimuli/m4.png;left;n;1.0;n;1.2355583999997182;0.0;4.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.8;4.0
sub-030;p4;m3;;4.0;9500.0;stimuli/p4.png;stimuli/m3.png;left;n;1.0;n;1.5271690000008675;0.0;5.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.8;3.0
sub-030;p1;m4;;1.0;4500.0;stimuli/p1.png;stimuli/m4.png;left;n;1.0;n;0.9207986000001256;0.0;6.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;2.0;4.0
sub-030;p3;m2;;3.0;8000.0;stimuli/m2.png;stimuli/p3.png;left;n;1.0;n;1.0688852999992378;0.0;7.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.6;2.0
sub-030;p3;m4;;3.0;8000.0;stimuli/p3.png;stimuli/m4.png;left;n;1.0;n;0.801162599997042;0.0;8.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.8;4.0
sub-030;p3;m5;;3.0;8000.0;stimuli/m5.png;stimuli/p3.png;left;n;1.0;n;0.7914057000016328;0.0;9.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.9;5.0
sub-030;p4;m5;;4.0;9500.0;stimuli/m5.png;stimuli/p4.png;left;n;1.0;n;0.5883006999974896;0.0;10.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.5;5.0
sub-030;p2;m5;;2.0;6000.0;stimuli/m5.png;stimuli/p2.png;left;n;1.0;n;0.8596350000007078;0.0;11.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;2.0;5.0
sub-030;p5;m4;;5.0;11000.0;stimuli/m4.png;stimuli/p5.png;left;n;1.0;n;1.8557189000021024;0.0;12.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.5;4.0
sub-030;p3;m1;;3.0;8000.0;stimuli/m1.png;stimuli/p3.png;left;n;0.0;m;2.2819270999971195;0.0;13.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;2.0;1.0
sub-030;p5;m2;;5.0;11000.0;stimuli/p5.png;stimuli/m2.png;left;n;0.0;m;1.8526141000002097;0.0;14.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.8;2.0
sub-030;p4;m1;;4.0;9500.0;stimuli/m1.png;stimuli/p4.png;left;n;0.0;m;1.4243318999979238;0.0;15.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.5;1.0
sub-030;p5;m3;;5.0;11000.0;stimuli/p5.png;stimuli/m3.png;left;n;1.0;n;1.7308430999983102;0.0;16.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;2.0;3.0
sub-030;p4;m2;;4.0;9500.0;stimuli/p4.png;stimuli/m2.png;left;n;0.0;m;1.3439324999999371;0.0;17.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;2.0;2.0
sub-030;p3;m3;;3.0;8000.0;stimuli/m3.png;stimuli/p3.png;left;n;1.0;n;0.9462100000018836;0.0;18.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.9;3.0
sub-030;p1;m5;;1.0;4500.0;stimuli/p1.png;stimuli/m5.png;left;n;1.0;n;0.9241251000021292;0.0;19.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.7;5.0
sub-030;p1;m3;;1.0;4500.0;stimuli/p1.png;stimuli/m3.png;left;n;1.0;n;0.6133779999981925;0.0;20.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;2.0;3.0
sub-030;p2;m2;;2.0;6000.0;stimuli/p2.png;stimuli/m2.png;left;n;0.0;m;1.1907436000001326;0.0;21.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.5;2.0
sub-030;p2;m1;;2.0;6000.0;stimuli/p2.png;stimuli/m1.png;left;n;0.0;;;0.0;22.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;2.0;1.0
sub-030;p1;m2;;1.0;4500.0;stimuli/p1.png;stimuli/m2.png;left;n;1.0;n;0.6177124999994703;0.0;23.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.7;2.0
sub-030;p5;m1;;5.0;11000.0;stimuli/m1.png;stimuli/p5.png;left;n;0.0;m;1.8076552000020456;0.0;24.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.5;1.0
sub-030;p5;m5;;5.0;11000.0;stimuli/p5.png;stimuli/m5.png;left;n;1.0;n;1.0237142000005406;1.0;0.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.7;5.0
sub-030;p1;m2;;1.0;4500.0;stimuli/p1.png;stimuli/m2.png;left;n;1.0;n;0.6665695999981835;1.0;1.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.6;2.0
sub-030;p2;m2;;2.0;6000.0;stimuli/p2.png;stimuli/m2.png;left;n;1.0;n;0.6034059999983583;1.0;2.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.7;2.0
sub-030;p2;m3;;2.0;6000.0;stimuli/m3.png;stimuli/p2.png;left;n;1.0;n;0.5038687999985996;1.0;3.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.6;3.0
sub-030;p4;m2;;4.0;9500.0;stimuli/p4.png;stimuli/m2.png;left;n;0.0;m;1.6449150999978883;1.0;4.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.8;2.0
sub-030;p2;m5;;2.0;6000.0;stimuli/p2.png;stimuli/m5.png;left;n;1.0;n;0.6653714999993099;1.0;5.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.6;5.0
sub-030;p3;m4;;3.0;8000.0;stimuli/p3.png;stimuli/m4.png;left;n;1.0;n;0.6756776999973226;1.0;6.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;2.0;4.0
sub-030;p1;m1;;1.0;4500.0;stimuli/m1.png;stimuli/p1.png;left;n;1.0;n;0.7435484000016004;1.0;7.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.8;1.0
sub-030;p5;m3;;5.0;11000.0;stimuli/m3.png;stimuli/p5.png;left;n;1.0;n;1.5266998999977661;1.0;8.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.5;3.0
sub-030;p4;m3;;4.0;9500.0;stimuli/p4.png;stimuli/m3.png;left;n;1.0;n;0.6471647999969719;1.0;9.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.8;3.0
sub-030;p2;m1;;2.0;6000.0;stimuli/m1.png;stimuli/p2.png;left;n;1.0;n;1.01840699999957;1.0;10.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.6;1.0
sub-030;p2;m4;;2.0;6000.0;stimuli/m4.png;stimuli/p2.png;left;n;1.0;n;0.6840334000007715;1.0;11.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.9;4.0
sub-030;p5;m4;;5.0;11000.0;stimuli/m4.png;stimuli/p5.png;left;n;1.0;n;1.4812920999975177;1.0;12.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.8;4.0
sub-030;p4;m4;;4.0;9500.0;stimuli/m4.png;stimuli/p4.png;left;n;1.0;n;0.7500791999991634;1.0;13.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.8;4.0
sub-030;p1;m3;;1.0;4500.0;stimuli/m3.png;stimuli/p1.png;left;n;1.0;n;0.5910802999969746;1.0;14.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.8;3.0
sub-030;p4;m1;;4.0;9500.0;stimuli/m1.png;stimuli/p4.png;left;n;0.0;m;0.9040710000008404;1.0;15.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;2.0;1.0
sub-030;p5;m1;;5.0;11000.0;stimuli/p5.png;stimuli/m1.png;left;n;0.0;m;0.8618377000020699;1.0;16.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.6;1.0
sub-030;p3;m5;;3.0;8000.0;stimuli/p3.png;stimuli/m5.png;left;n;1.0;n;0.6279069000011077;1.0;17.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.6;5.0
sub-030;p1;m5;;1.0;4500.0;stimuli/p1.png;stimuli/m5.png;left;n;1.0;n;0.8020584999976563;1.0;18.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.6;5.0
sub-030;p1;m4;;1.0;4500.0;stimuli/m4.png;stimuli/p1.png;left;n;1.0;n;0.6113264999985404;1.0;19.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.5;4.0
sub-030;p3;m3;;3.0;8000.0;stimuli/p3.png;stimuli/m3.png;left;n;1.0;n;0.5509702000017569;1.0;20.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.5;3.0
sub-030;p3;m1;;3.0;8000.0;stimuli/p3.png;stimuli/m1.png;left;n;0.0;m;0.8846110000013141;1.0;21.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.6;1.0
sub-030;p4;m5;;4.0;9500.0;stimuli/p4.png;stimuli/m5.png;left;n;1.0;n;0.4341495000007853;1.0;22.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;2.0;5.0
sub-030;p5;m2;;5.0;11000.0;stimuli/p5.png;stimuli/m2.png;left;n;0.0;m;1.03250990000015;1.0;23.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.5;2.0
sub-030;p3;m2;;3.0;8000.0;stimuli/p3.png;stimuli/m2.png;left;n;0.0;m;0.8100336000024981;1.0;24.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.6;2.0
sub-030;p2;m2;;2.0;6000.0;stimuli/p2.png;stimuli/m2.png;left;n;1.0;n;1.1821350999962306;2.0;0.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.8;2.0
sub-030;p5;m5;;5.0;11000.0;stimuli/m5.png;stimuli/p5.png;left;n;1.0;n;0.6484502999992401;2.0;1.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.8;5.0
sub-030;p1;m1;;1.0;4500.0;stimuli/m1.png;stimuli/p1.png;left;n;1.0;n;0.6140175000000454;2.0;2.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.9;1.0
sub-030;p1;m5;;1.0;4500.0;stimuli/m5.png;stimuli/p1.png;left;n;1.0;n;0.5197060999998939;2.0;3.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.7;5.0
sub-030;p1;m4;;1.0;4500.0;stimuli/m4.png;stimuli/p1.png;left;n;1.0;n;0.5668780999985756;2.0;4.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.7;4.0
sub-030;p5;m3;;5.0;11000.0;stimuli/p5.png;stimuli/m3.png;left;n;1.0;n;0.8737621999971452;2.0;5.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.8;3.0
sub-030;p4;m2;;4.0;9500.0;stimuli/m2.png;stimuli/p4.png;left;n;0.0;m;1.3387674000005063;2.0;6.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.5;2.0
sub-030;p2;m5;;2.0;6000.0;stimuli/m5.png;stimuli/p2.png;left;n;1.0;n;0.719475899997633;2.0;7.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;2.0;5.0
sub-030;p4;m3;;4.0;9500.0;stimuli/m3.png;stimuli/p4.png;left;n;1.0;n;1.3408321999995678;2.0;8.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.9;3.0
sub-030;p3;m2;;3.0;8000.0;stimuli/p3.png;stimuli/m2.png;left;n;1.0;n;0.7856382999998459;2.0;9.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.9;2.0
sub-030;p3;m5;;3.0;8000.0;stimuli/p3.png;stimuli/m5.png;left;n;1.0;n;0.7020989000011468;2.0;10.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.9;5.0
sub-030;p3;m1;;3.0;8000.0;stimuli/m1.png;stimuli/p3.png;left;n;0.0;m;1.2635097999991558;2.0;11.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.8;1.0
sub-030;p5;m2;;5.0;11000.0;stimuli/p5.png;stimuli/m2.png;left;n;0.0;m;0.8407017999998061;2.0;12.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.7;2.0
sub-030;p5;m1;;5.0;11000.0;stimuli/m1.png;stimuli/p5.png;left;n;0.0;m;1.1079610000015236;2.0;13.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.9;1.0
sub-030;p5;m4;;5.0;11000.0;stimuli/m4.png;stimuli/p5.png;left;n;1.0;n;1.4942272000007506;2.0;14.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.9;4.0
sub-030;p1;m3;;1.0;4500.0;stimuli/p1.png;stimuli/m3.png;left;n;1.0;n;0.6952463000015996;2.0;15.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.8;3.0
sub-030;p2;m1;;2.0;6000.0;stimuli/p2.png;stimuli/m1.png;left;n;1.0;n;0.7410223000006226;2.0;16.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.5;1.0
sub-030;p4;m1;;4.0;9500.0;stimuli/m1.png;stimuli/p4.png;left;n;0.0;m;0.6597575999985565;2.0;17.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.7;1.0
sub-030;p3;m4;;3.0;8000.0;stimuli/m4.png;stimuli/p3.png;left;n;1.0;n;0.9462442999974884;2.0;18.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.8;4.0
sub-030;p2;m3;;2.0;6000.0;stimuli/m3.png;stimuli/p2.png;left;n;1.0;n;0.4457944999994652;2.0;19.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.8;3.0
sub-030;p4;m4;;4.0;9500.0;stimuli/p4.png;stimuli/m4.png;left;n;1.0;n;0.6494608999964839;2.0;20.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.7;4.0
sub-030;p3;m3;;3.0;8000.0;stimuli/p3.png;stimuli/m3.png;left;n;1.0;n;0.6261185000003024;2.0;21.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.7;3.0
sub-030;p1;m2;;1.0;4500.0;stimuli/p1.png;stimuli/m2.png;left;n;1.0;n;0.863646300000255;2.0;22.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;2.0;2.0
sub-030;p2;m4;;2.0;6000.0;stimuli/m4.png;stimuli/p2.png;left;n;1.0;n;0.4490933999986737;2.0;23.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.7;4.0
sub-030;p4;m5;;4.0;9500.0;stimuli/p4.png;stimuli/m5.png;left;n;1.0;n;0.5131163999976707;2.0;24.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.7;5.0
sub-030;p1;m2;;1.0;4500.0;stimuli/m2.png;stimuli/p1.png;left;n;1.0;n;0.5786714999994729;3.0;0.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.5;2.0
sub-030;p4;m2;;4.0;9500.0;stimuli/m2.png;stimuli/p4.png;left;n;0.0;m;0.681634299999132;3.0;1.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.5;2.0
sub-030;p4;m3;;4.0;9500.0;stimuli/p4.png;stimuli/m3.png;left;n;1.0;n;1.1252451999971531;3.0;2.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.7;3.0
sub-030;p3;m1;;3.0;8000.0;stimuli/p3.png;stimuli/m1.png;left;n;0.0;m;1.2247213999980886;3.0;3.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.7;1.0
sub-030;p1;m1;;1.0;4500.0;stimuli/m1.png;stimuli/p1.png;left;n;1.0;n;0.6635439000019687;3.0;4.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;2.0;1.0
sub-030;p3;m3;;3.0;8000.0;stimuli/m3.png;stimuli/p3.png;left;n;1.0;n;0.5445922999970207;3.0;5.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.6;3.0
sub-030;p3;m4;;3.0;8000.0;stimuli/p3.png;stimuli/m4.png;left;n;1.0;n;0.4848655999994662;3.0;6.0;decision;45.0;60.0;80.0;95.0;110.0;700.0;1.6;4.0
