,z_subj,a_subj,t_subj,sv_subj,sz_subj,st_subj,v_Intercept_subj,v_sv_pain_para:C(OV_value)[low_OV]_subj,v_sv_pain_para:C(OV_value)[high_OV]_subj
0,0.5975658837242874,1.9314162997793731,0.5580207552855372,,,,1.3745093227157064,-1.1116370499105381,-0.3143742285434576
1,0.6240962420873063,1.8396221410854052,0.5584125407443943,,,,1.5689671528471814,-1.172401665821342,-0.5274531915410279
2,0.6580700367206231,1.8942892002398115,0.6600326426003712,,,,1.225632207316964,-0.8257603025797283,-0.4664275903574977
3,0.47705039977611324,1.6173567059711593,0.6756628768216935,,,,1.7908223345668979,-1.3293552900934056,-0.5131116887182366
4,0.6845515303828246,1.415748685496164,0.4234212448455914,,,,2.106941227822255,-0.1502506059217389,-0.12396988200421877
5,0.7237431096699789,1.624898384259597,0.5458905383618851,,,,1.3143380716293713,-0.5099222165447643,-0.4820636348192948
6,0.7365216199667107,1.4941953309003584,0.48452645658971283,,,,0.8900701576974969,-0.17569648918394332,-0.026165814302661638
7,0.556461995389738,2.375234045208236,0.5148964049429218,,,,1.207119448939508,0.3625183731064761,-0.040724064396257885
8,0.7129483181507925,1.1895725894920108,0.5011537178008962,,,,0.507091943399683,-0.21922013108154106,-0.08525607598006246
9,0.6421243753289811,1.4915635352131549,0.5047778991384526,,,,0.36727865635585105,-0.29607709174523,-0.014640535821241403
10,0.6464417416234707,1.754991456451364,0.3712404081027656,,,,1.5646166886707558,0.08496558063658935,-0.2504023896924349
11,0.6401045841544986,1.7844109845977714,0.7017369183501178,,,,0.38676306042480874,-0.028516860618805484,-0.05332729695437393
12,0.7270628259154002,1.5083729149635645,0.7455858358961794,,,,1.089352871471029,-0.2132513370621757,-0.13193072810313036
13,0.5331822367149194,1.7134978538744114,0.8722043898146891,,,,0.741692038805497,0.2423618078621544,-0.11993666575448776
14,0.3347615940874028,1.3187605717114124,0.6354524948551217,,,,0.6575588583846332,0.06129157759908534,-0.09219814210455866
15,0.6024573333291504,1.5626089436105282,0.5934956638463712,,,,1.050842663388896,-0.016256086610209493,-0.1475287444335206
16,0.4978521274266799,1.3093038752668873,0.5869513952459758,,,,0.2644253508449232,0.12836133490911958,0.10703069414159716
17,0.6505362762780715,1.935641749545954,0.6087700660376013,,,,1.0986940946824177,-0.09094155194778654,-0.2111735675090576
18,0.6620531668563971,1.1552911467216807,0.6633556856673007,,,,-0.10419397417700653,0.06418788132330318,0.011323703621388239
19,0.6505047366392276,1.2717753797150004,0.5552998832189568,,,,0.804125355062403,0.2544904763773083,-0.15169041307362965
20,0.5931660750972695,1.696760659934261,0.5320460410997362,,,,0.6923810404630456,0.11630582159086676,-0.054366371968027113
21,0.6980326225788415,1.436048443453051,0.4648676549882446,,,,0.46187929126883115,-0.1201471267811424,-0.0836908660590164
22,0.49782239579904136,2.3320433318211977,0.38339292943302467,,,,2.203578419103556,-0.1883532935415516,-0.20519515825356996
23,0.557627705976748,1.3220803319815855,0.6035004407878007,,,,0.3332956734632903,-0.06606911593340674,-0.0799644406640667
24,0.3783451078161581,1.5496522856140067,0.2978915898093935,,,,-1.729727015306093,-0.011100421676338455,-0.003074846853986022
25,0.6541531360784523,1.5900423664118848,0.5730470425422456,,,,0.7547152780769959,0.04299942052181692,-0.19211153311350074
26,0.5744971375651459,1.2245561771283129,0.6236119630433392,,,,0.464305147276756,-0.04868033253985669,-0.04250225121050884
27,0.6155401832392267,1.6659562270014083,0.536870870452453,,,,0.24965705685441836,0.06359390681309678,0.0950140863182845
28,0.6269346334734962,1.9208309882020511,0.4738519093104576,,,,1.0824339178672282,0.013734012546144498,-0.11565313944460064
29,0.5876104742249755,1.5419409332210567,0.5082275218905451,,,,0.591013562853755,-0.0613772318952608,-0.1993297415479403
30,0.5377946267221673,1.656013744267206,0.5267424170153298,,,,0.2478342238110722,0.09413248832809516,-0.0913341753601101
