,sv_subj,sz_subj,st_subj,v_Intercept_subj,v_sv_pain_para_subj,v_sv_money_subj,v_sv_pain_para:sv_money_subj,t_Intercept_subj,t_sv_pain_para_subj,t_sv_money_subj,t_sv_pain_para:sv_money_subj,a_Intercept_subj,a_sv_pain_para_subj,a_sv_money_subj,a_sv_pain_para:sv_money_subj,z_Intercept_subj,z_sv_pain_para_subj,z_sv_money_subj,z_sv_pain_para:sv_money_subj
10,,,,0.3426497957688152,-0.2697633968267695,0.5091464019120983,0.041320886485935765,0.38856970046958367,-0.0025305058859998774,-0.01729091635505009,0.0005407952698845036,1.4811241335746244,0.02405013801959718,0.18579676876971543,-0.008448341639682723,0.657886827542864,-0.021379122142447263,-0.013317145818784206,0.004022480238754276
11,,,,-1.1815346425525888,-0.06714450570606777,0.5591837232040688,0.05620793122012553,0.6808717229411155,0.002705489097162327,-0.008549864410768705,0.0009961530767875536,1.6413339007972725,0.025939874408662942,0.14466727803415003,-0.008242710112996819,0.655341559610176,-0.02187343456600294,-0.011289288073143536,0.0036426155480575938
12,,,,-0.29526248232936114,-0.3585401628677995,0.6657327840980968,0.03639318035682176,0.7043220045464034,-0.004691154496218607,0.00780231972107155,0.0004802075334807727,1.4155934918681354,0.024152845119328945,0.13844719581381051,-0.008494119121179356,0.6605661676744831,-0.019234288957445587,0.015528493469978859,0.004172654374664822
13,,,,-0.5239418677791579,-0.0018760311472194105,0.3998850188918646,0.041636058664294935,0.8732005292703623,-0.0036131550077324864,-0.005359219056741033,0.00019627787576609361,1.4050656732125397,0.019590230905438967,0.14131211001374536,-0.009597314066957383,0.6494285465011269,-0.023566395004574664,-0.037909788495429676,0.004053638369142633
14,,,,-1.2244216842135012,-0.05853587002304627,0.5089490879475842,0.02374785864924773,0.605581376159841,-0.007463079641805727,0.009899159713185222,0.001119850589158759,1.0489449193512663,0.018892988675931286,0.10698489299270988,-0.007860844909663132,0.6379889676317533,-0.03019109554325311,-0.06487419207873762,0.003870310001246831
15,,,,-0.48991434580562776,-0.20519155952532422,0.6354927587954997,0.06331235444460372,0.5752138818939644,-0.0029087764424218327,-0.006792120859426124,0.0004486538095552197,1.3478944076018062,0.022488784510376437,0.17807736385033332,-0.008539310785140313,0.6558031773845517,-0.020416825495716107,-0.03119480493825652,0.004104665259367414
16,,,,-1.436894469113613,-0.07057354505609885,0.5653851572181219,0.06753969718393325,0.567191963963643,-0.003100499159945252,-0.003726542914792177,0.0007589524530722007,1.189487712688773,0.01739495193329034,0.09895004168501902,-0.008630688366008388,0.6463398040394511,-0.019833229096331905,-0.04357273259283348,0.004439283766315743
17,,,,-0.18912026068484225,-0.17752809782143064,0.5288120206710276,0.04690522486826826,0.6092854548889493,-0.002298709920015336,-0.010534686962950216,0.0005741616773080277,1.7418456194725174,0.025054307893612477,0.1676471720678057,-0.00842140503613482,0.6542478490376877,-0.020984380125701783,-0.007073884900649827,0.00404579269999492
18,,,,-1.7965475252280079,-0.08132373801627862,0.6112454691172868,0.05339625276216991,0.6432685385504241,-0.000365364849559701,0.0014692375550146536,0.0011436278146235719,1.178561134405231,0.01717723786559751,0.03365717152120409,-0.009562074199686093,0.6560948472172444,-0.019479588656505214,0.0007556174666875303,0.0039139463099546095
19,,,,-0.6178343565772414,0.02064710002876615,0.510621377825408,0.03198300867978136,0.5626541728626404,-0.0014342128088578403,-0.006235116240770135,0.0004013795999609201,1.2005866838222101,0.02207369406827115,0.05761865067797802,-0.009213220265210697,0.6527971826222277,-0.021124887877209963,-0.0007136428249064542,0.004233043592943503
20,,,,-0.8314707787696679,0.02353351923196227,0.4976175406997782,0.016803796805300572,0.5771925297401694,-0.0029527325675460982,-0.017220827663761543,0.00047178503393171384,1.3928871076336433,0.02547711416954444,0.17414351498919928,-0.007844430924568189,0.649763372383939,-0.022339105796002883,-0.005727847033710913,0.003991194230882632
21,,,,-1.4713367548333065,-0.05527576075422736,0.6176104135556103,0.06765826219655265,0.5361527060647685,-0.0031125161807478525,-0.019552395785315695,0.0001613691274845344,1.2814190199426385,0.026876623780344666,0.12225903987134705,-0.008534091422509774,0.6539685874735814,-0.019178012880233426,0.020560063532748758,0.00463076633706698
22,,,,0.8079135831493299,-0.2782283687231201,0.5116666118231781,0.035488597016344416,0.42656980761437646,-0.0024054431759259042,-0.011583074769091154,0.0005117569445005631,1.617299103682263,0.024448874451487697,0.2555934207187417,-0.0084291028303686,0.6502719151146914,-0.022964244322651033,-0.057577514029911514,0.003956485741207988
23,,,,-1.5469377547966245,-0.09671275174141093,0.5315615212572967,0.04046893719272329,0.6318635589872805,-0.007454769087813637,-0.0066673274117335845,-0.00021554340511899004,1.1226055883932493,0.02618474717163387,0.10617489372506861,-0.00807290237989256,0.6500620601478144,-0.022832618524338228,-0.017087476782438386,0.0042349644998446985
24,,,,-3.138851423451433,0.07689526134590545,0.2869075635286127,-0.01621524328504953,0.2963107286635525,-0.00027773044676883857,-0.011267908272096245,0.0005271108424504537,1.2653095583058893,0.027394810184101292,0.13317620153060505,-0.006935439787975477,0.644586259942512,-0.018427220433545815,-0.06155581014973181,0.0036969707219986917
25,,,,-0.720821939962733,-0.10377388620540628,0.5079366105869404,0.027197701572188652,0.6007776597848443,-0.002184918971193446,-0.010506145773274446,0.0003593799567216869,1.401305882066921,0.025038423600238047,0.14862881399279684,-0.008671503626146519,0.6556225145838849,-0.022821564670871815,0.009885665043883442,0.003909392400252193
26,,,,-1.1606339643438583,-0.1954051742568163,0.5503026620364228,0.08034286806853445,0.6489546554920976,-0.002008194378096996,-0.01211812968554223,0.00010194424082278657,1.1886983962696065,0.023710104191432994,0.04897797076875323,-0.00895370182744024,0.6469148116999586,-0.020611755597724456,-0.027388502995220197,0.0052025003943262345
27,,,,-1.297193801866003,0.03654063705950197,0.5370476826549256,0.025704541568360037,0.5567291708333608,-0.0015713922375459137,-0.013210009218244103,0.0005804319179999174,1.4331184639993175,0.02372747422262308,0.16112872047116253,-0.007913707283923141,0.6521340117737309,-0.022418571579368787,-0.002216106017156913,0.003627028630703952
28,,,,-0.3188444874491802,-0.05707090791818759,0.48579485694947305,0.06578009842774675,0.510277272967827,-0.004018514071888669,-0.015571861556102733,0.00033212751313699734,1.6536701457128022,0.023315975640593525,0.18945893115541726,-0.008747887831599787,0.6490662980296976,-0.021611060149561125,-0.0003562813112506036,0.0043984975770525485
29,,,,-0.9269192899543282,-0.10446913675842832,0.43969280894830665,0.030436529375604742,0.5294132292461671,0.0016436777057577462,-0.012658981774638851,0.0007001768359139012,1.3113200545042083,0.02671955368997722,0.1091491940055736,-0.008337716838180484,0.6505912780585968,-0.02386863073324891,-0.012163014810891427,0.0038133399222833463
30,,,,-0.7837199115742524,-0.08034628856460203,0.3720468115506336,0.013297095361568445,0.5663495260855689,-0.006923734359125656,-0.009244570583745174,5.0370027050305633e-05,1.3983240712323144,0.020321796276875945,0.10693245543629223,-0.008756447891536519,0.6535461306780368,-0.016364140224780648,-0.04240755114629222,0.0041527910568527
