,sv_subj,sz_subj,st_subj,v_Intercept_subj,v_sv_pain_para_subj,v_sv_money_subj,v_sv_pain_para:sv_money_subj,t_Intercept_subj,t_sv_pain_para_subj,t_sv_money_subj,t_sv_pain_para:sv_money_subj,a_Intercept_subj,a_sv_pain_para_subj,a_sv_money_subj,a_sv_pain_para:sv_money_subj,z_Intercept_subj,z_sv_pain_para_subj,z_sv_money_subj,z_sv_pain_para:sv_money_subj
0,,,,-0.08490176074689372,-0.5887968047055688,0.5733725732073481,0.07313602239815406,0.5347815768916997,-0.0032553999533140817,-0.005407159118832153,0.0003898028758360351,1.6801839005725487,0.022474788672047125,0.20916445471594758,-0.008936980523882289,0.6518025751072832,-0.02181814557875978,-0.022576050349174037,0.004374950092738634
1,,,,-0.10167763666849639,-0.8746960981629174,0.6805884346504433,0.07420702095892479,0.5504761685448484,-0.0007313013827420538,-0.008059583120598176,0.0007457911763873118,1.7386093531479043,0.026363147778951233,0.1683787391689322,-0.008528344196628023,0.6550750306209209,-0.022515468091834162,-0.011992518904809403,0.0037654216589541266
2,,,,-0.045855071786818226,-0.6421054268977658,0.4457888321752765,0.05433925920562298,0.7159479454797575,-6.852713146427224e-05,-0.01860632856880077,0.0003534183636120082,1.7784947510370326,0.029553595485203064,0.09612055073095398,-0.009229995856921578,0.6550152531908287,-0.024487780020128143,0.005504381433998677,0.003549969438727989
3,,,,-0.40295603722181106,-0.7939608934436264,0.6828995433386111,0.05835901882811797,0.6876887221619439,-0.004884399898068864,-0.005538752121675712,0.0002974768396780758,1.3957939314588053,0.01866593508129607,0.15261600154615285,-0.010280862476384298,0.6466626119808699,-0.02606490162166326,-0.036813158961661326,0.003918515660003858
4,,,,1.0540031930749607,-0.16527871803782093,0.5089451033598189,0.04833971360761077,0.41808489465052845,-0.0026241631813344888,-0.004708385413528635,0.0005045501875197646,1.2811446323626334,0.02330335388954565,0.11202383334129845,-0.008649281113869074,0.6568644360894826,-0.021486603607177763,-0.00040409407836181776,0.004146325901449956
5,,,,0.17745454752196518,-0.7913470514091754,0.6280954337006075,0.03026935568016021,0.533114778568069,-0.002184632303775012,-0.002902730880631105,0.00047500851978516214,1.4334104053021128,0.02616344187855122,0.17551390948129703,-0.008068134989749565,0.658836965507403,-0.023055148953334655,0.016211935622018055,0.003900775560851624
6,,,,-0.5467658822880044,-0.08578454549222798,0.5737028548404711,0.059647565052925046,0.5187018227150522,-0.004436490655964721,-0.009253418442483024,0.0003404143753175933,1.3679398558307991,0.022103212025244484,0.12523720981059916,-0.00892279266083504,0.6570246999303212,-0.01882111157927118,0.03160354016903328,0.004473678433131536
7,,,,0.16610855361723462,0.14567270067135593,0.36687092888801387,0.06740580958830475,0.5089262535750694,-0.0052907395707496,-0.005355840580743939,0.00017770351072931878,1.8070253078869114,0.022282324726832947,0.2505379805698218,-0.009046703643675238,0.6525318196476941,-0.019216727259930688,-0.03989608889390654,0.004676806987718176
8,,,,-1.2013376338968007,-0.24271547619491957,0.7285247143382474,0.08177961933079977,0.5317578722497879,-0.008097589717763287,-0.004946649553845056,6.349321848708977e-05,1.2907916732142524,0.01998804752614956,0.003010839769592735,-0.010136892895445613,0.6483570446367206,-0.02104748409898006,0.019417602725466113,0.0047402044024856
9,,,,-1.6322667824549124,-0.28185581727106734,0.6428409327197446,0.09584894367807528,0.5471724155191277,-0.004681589997132787,-0.010369157382830748,0.000530402912278502,1.348963194838553,0.018072191360230222,0.16184509266209368,-0.009089011795503086,0.6457881400008777,-0.02298046437191767,0.019103035936671613,0.004624417687640156
