Unnamed: 0.1,Unnamed: 0,participant,painstim,moneystim,all_trials_rewards,painlevel,painlevel_J,leftstim,rightstim,acceptside,acceptkey,accepted,choice_resp.keys,choice_resp.rt,blocks.thisRepN,trials.thisN,TaskName,P1,P2,P3,P4,P5,fail_ma,fixduration,moneylevel,rt,response,subj_idx,acceptance_pair,OV_value,Abs_value,OV_Money_Pain,Abs_Money_Pain,fixduration.1,moneylevel.1,sv_money,sv_pain,sv_both,p_pain_all,STA_SAI_Score,STA_TAI_Score,PCS_Score,participant.1,perc_accept,sv_pain_none,sv_both_none,k_pain_none,beta_none,bias_none,sv_pain_linear,sv_both_linear,k_pain_linear,beta_linear,bias_linear,sv_pain_para,sv_both_para,k_pain_para,beta_para,bias_para,sv_pain_expo,sv_both_expo,k_pain_expo,beta_expo,bias_expo,sv_pain_cubic,sv_both_cubic,k_pain_cubic,beta_cubic,bias_cubic,sv_pain_logarithmic,sv_both_logarithmic,k_pain_logarithmic,beta_logarithmic,bias_logarithmic,sv_pain_root,sv_both_root,k_pain_root,beta_root,bias_root,sv_pain_hyper,sv_both_hyper,k_pain_hyper,beta_hyper,bias_hyper
10,133,sub-004,p5,m1,,5,7000.0,stimuli/m1.png,stimuli/p5.png,right,m,1.0,m,1.3500662000005832,0.0,11.0,decision,25.0,35.0,45.0,55.0,70.0,700.0,1.8,1,1.3500662000005832,1.0,4,P,high_OV,high_abs,h_OV_h_pain,high_abs_h_pain,1.8,1,1,3.693355482275162,2.693355482275162,0.0561787997495963,57.0,57.0,25.0,sub-004,0.8951612903225806,5.0,4.0,1.0,0.0485252742186101,0.0485252742186101,1.374670262530122,0.3746702625301217,2.749340525060244,159.9549228145082,159.9549228145082,1.7325229460450529,0.7325229460450509,0.6930091784180202,160.42939741273153,160.42939741273153,1.2602290694879803,0.2602290694879797,0.4406002937553235,152.1609717809397,152.1609717809397,1.863659287179567,0.8636592871795612,0.1490927429743647,150.3854441718083,150.3854441718083,1.054731015539054,0.0547310155390567,6.065200040779992,132.29822507783177,132.29822507783177,1.0661278704115034,0.0661278704115041,2.4596885016461303,143.6685655847621,143.6685655847621,-0.0117021292267708,-1.011702129226772,1.9476834576714883,70.66015623985184,70.66015623985184
11,134,sub-004,p5,m5,,5,7000.0,stimuli/p5.png,stimuli/m5.png,right,m,1.0,m,1.1315730000005717,0.0,12.0,decision,25.0,35.0,45.0,55.0,70.0,700.0,1.9,5,1.1315730000005717,1.0,4,I,high_OV,low_abs,h_OV_h_pain,low_abs_h_pain,1.9,5,5,3.693355482275162,-1.306644517724838,0.9997547087005196,57.0,57.0,25.0,sub-004,0.8951612903225806,5.0,0.0,1.0,0.0485252742186101,0.0485252742186101,1.374670262530122,-3.6253297374698863,2.749340525060244,159.9549228145082,159.9549228145082,1.7325229460450529,-3.267477053954949,0.6930091784180202,160.42939741273153,160.42939741273153,1.2602290694879803,-3.739770930512029,0.4406002937553235,152.1609717809397,152.1609717809397,1.863659287179567,-3.13634071282043,0.1490927429743647,150.3854441718083,150.3854441718083,1.054731015539054,-3.945268984460936,6.065200040779992,132.29822507783177,132.29822507783177,1.0661278704115034,-3.933872129588495,2.4596885016461303,143.6685655847621,143.6685655847621,-0.0117021292267708,-5.011702129226785,1.9476834576714883,70.66015623985184,70.66015623985184
12,135,sub-004,p1,m4,,1,2500.0,stimuli/p1.png,stimuli/m4.png,right,m,1.0,m,1.0449235000014596,0.0,13.0,decision,25.0,35.0,45.0,55.0,70.0,700.0,1.7,4,1.0449235000014596,1.0,4,M,low_OV,high_abs,low_OV_h_money,high_abs_h_money,1.7,4,4,0.7386710964550325,-3.261328903544968,0.9999989363342686,57.0,57.0,25.0,sub-004,0.8951612903225806,1.0,-3.0,1.0,0.0485252742186101,0.0485252742186101,0.2749340525060258,-3.725065947493985,2.749340525060244,159.9549228145082,159.9549228145082,0.0693009178418019,-3.930699082158196,0.6930091784180202,160.42939741273153,160.42939741273153,1.0454950760719377,-2.9545049239280683,0.4406002937553235,152.1609717809397,152.1609717809397,0.0149092742974364,-3.9850907257025705,0.1490927429743647,150.3854441718083,150.3854441718083,-0.5547068968950445,-4.554706896895042,6.065200040779992,132.29822507783177,132.29822507783177,0.4767868781894418,-3.523213121810557,2.4596885016461303,143.6685655847621,143.6685655847621,-0.1157995484445205,-4.115799548444498,1.9476834576714883,70.66015623985184,70.66015623985184
13,136,sub-004,p5,m2,,5,7000.0,stimuli/p5.png,stimuli/m2.png,right,m,0.0,n,2.1598057999999583,0.0,14.0,decision,25.0,35.0,45.0,55.0,70.0,700.0,1.5,2,-2.1598057999999583,0.0,4,P,high_OV,high_abs,h_OV_h_pain,high_abs_h_pain,1.5,2,2,3.693355482275162,1.693355482275162,0.4905403102305848,57.0,57.0,25.0,sub-004,0.8951612903225806,5.0,3.0,1.0,0.0485252742186101,0.0485252742186101,1.374670262530122,-0.625329737469878,2.749340525060244,159.9549228145082,159.9549228145082,1.7325229460450529,-0.2674770539549474,0.6930091784180202,160.42939741273153,160.42939741273153,1.2602290694879803,-0.7397709305120199,0.4406002937553235,152.1609717809397,152.1609717809397,1.863659287179567,-0.1363407128204369,0.1490927429743647,150.3854441718083,150.3854441718083,1.054731015539054,-0.9452689844609444,6.065200040779992,132.29822507783177,132.29822507783177,1.0661278704115034,-0.933872129588496,2.4596885016461303,143.6685655847621,143.6685655847621,-0.0117021292267708,-2.011702129226776,1.9476834576714883,70.66015623985184,70.66015623985184
14,137,sub-004,p2,m1,,2,3500.0,stimuli/m1.png,stimuli/p2.png,right,m,1.0,m,1.6354921000020113,0.0,15.0,decision,25.0,35.0,45.0,55.0,70.0,700.0,1.8,1,1.6354921000020113,1.0,4,P,low_OV,low_abs,low_OV_h_pain,low_abs_h_pain,1.8,1,1,1.477342192910065,0.477342192910065,0.966006308219528,57.0,57.0,25.0,sub-004,0.8951612903225806,2.0,1.0,1.0,0.0485252742186101,0.0485252742186101,0.5498681050120517,-0.4501318949879499,2.749340525060244,159.9549228145082,159.9549228145082,0.2772036713672077,-0.7227963286327915,0.6930091784180202,160.42939741273153,160.42939741273153,1.0940116994055331,0.0940116994055338,0.4406002937553235,152.1609717809397,152.1609717809397,0.1192741943794918,-0.8807258056205094,0.1490927429743647,150.3854441718083,150.3854441718083,0.1384402836649014,-0.8615597163350969,6.065200040779992,132.29822507783177,132.29822507783177,0.6742784694970364,-0.3257215305029612,2.4596885016461303,143.6685655847621,143.6685655847621,-0.035730520264778,-1.0357305202647726,1.9476834576714883,70.66015623985184,70.66015623985184
15,138,sub-004,p2,m5,,2,3500.0,stimuli/m5.png,stimuli/p2.png,right,m,1.0,m,1.17842980000205,0.0,16.0,decision,25.0,35.0,45.0,55.0,70.0,700.0,2.0,5,1.17842980000205,1.0,4,M,high_OV,high_abs,h_OV_h_money,high_abs_h_money,2.0,5,5,1.477342192910065,-3.522657807089935,0.9999994860870512,57.0,57.0,25.0,sub-004,0.8951612903225806,2.0,-3.0,1.0,0.0485252742186101,0.0485252742186101,0.5498681050120517,-4.450131894987938,2.749340525060244,159.9549228145082,159.9549228145082,0.2772036713672077,-4.722796328632808,0.6930091784180202,160.42939741273153,160.42939741273153,1.0940116994055331,-3.9059883005944656,0.4406002937553235,152.1609717809397,152.1609717809397,0.1192741943794918,-4.880725805620503,0.1490927429743647,150.3854441718083,150.3854441718083,0.1384402836649014,-4.861559716335085,6.065200040779992,132.29822507783177,132.29822507783177,0.6742784694970364,-4.32572153050297,2.4596885016461303,143.6685655847621,143.6685655847621,-0.035730520264778,-5.035730520264763,1.9476834576714883,70.66015623985184,70.66015623985184
16,139,sub-004,p3,m1,,3,4500.0,stimuli/m1.png,stimuli/p3.png,right,m,0.0,n,1.8013424999990093,0.0,17.0,decision,25.0,35.0,45.0,55.0,70.0,700.0,1.8,1,-1.8013424999990093,0.0,4,P,low_OV,mid_abs,low_OV_h_pain,mid_abs,1.8,1,1,2.216013289365097,1.216013289365097,0.7842934788945191,57.0,57.0,25.0,sub-004,0.8951612903225806,3.0,2.0,1.0,0.0485252742186101,0.0485252742186101,0.8248021575180701,-0.1751978424819272,2.749340525060244,159.9549228145082,159.9549228145082,0.6237082605762181,-0.3762917394237812,0.6930091784180202,160.42939741273153,160.42939741273153,1.1457924123084269,0.1457924123084284,0.4406002937553235,152.1609717809397,152.1609717809397,0.4025504060307861,-0.597449593969213,0.1490927429743647,150.3854441718083,150.3854441718083,0.543905391773065,-0.4560946082269353,6.065200040779992,132.29822507783177,132.29822507783177,0.8258190974062672,-0.1741809025937333,2.4596885016461303,143.6685655847621,143.6685655847621,-0.0212047923104405,-1.0212047923104397,1.9476834576714883,70.66015623985184,70.66015623985184
17,140,sub-004,p2,m4,,2,3500.0,stimuli/p2.png,stimuli/m4.png,right,m,1.0,m,1.7335461000002397,0.0,18.0,decision,25.0,35.0,45.0,55.0,70.0,700.0,1.9,4,1.7335461000002397,1.0,4,M,high_OV,mid_abs,h_OV_h_money,mid_abs,1.9,4,4,1.477342192910065,-2.522657807089935,0.9999916867982602,57.0,57.0,25.0,sub-004,0.8951612903225806,2.0,-2.0,1.0,0.0485252742186101,0.0485252742186101,0.5498681050120517,-3.4501318949879467,2.749340525060244,159.9549228145082,159.9549228145082,0.2772036713672077,-3.7227963286327976,0.6930091784180202,160.42939741273153,160.42939741273153,1.0940116994055331,-2.905988300594469,0.4406002937553235,152.1609717809397,152.1609717809397,0.1192741943794918,-3.880725805620493,0.1490927429743647,150.3854441718083,150.3854441718083,0.1384402836649014,-3.8615597163350905,6.065200040779992,132.29822507783177,132.29822507783177,0.6742784694970364,-3.3257215305029617,2.4596885016461303,143.6685655847621,143.6685655847621,-0.035730520264778,-4.035730520264775,1.9476834576714883,70.66015623985184,70.66015623985184
18,141,sub-004,p2,m2,,2,3500.0,stimuli/m2.png,stimuli/p2.png,right,m,1.0,m,1.0072597000016683,0.0,19.0,decision,25.0,35.0,45.0,55.0,70.0,700.0,1.8,2,1.0072597000016683,1.0,4,I,low_OV,low_abs,low_OV_h_pain,low_abs_h_pain,1.8,2,2,1.477342192910065,-0.522657807089935,0.9978293365601622,57.0,57.0,25.0,sub-004,0.8951612903225806,2.0,0.0,1.0,0.0485252742186101,0.0485252742186101,0.5498681050120517,-1.4501318949879556,2.749340525060244,159.9549228145082,159.9549228145082,0.2772036713672077,-1.7227963286327856,0.6930091784180202,160.42939741273153,160.42939741273153,1.0940116994055331,-0.905988300594466,0.4406002937553235,152.1609717809397,152.1609717809397,0.1192741943794918,-1.8807258056205065,0.1490927429743647,150.3854441718083,150.3854441718083,0.1384402836649014,-1.8615597163351043,6.065200040779992,132.29822507783177,132.29822507783177,0.6742784694970364,-1.325721530502962,2.4596885016461303,143.6685655847621,143.6685655847621,-0.035730520264778,-2.035730520264777,1.9476834576714883,70.66015623985184,70.66015623985184
19,142,sub-004,p3,m4,,3,4500.0,stimuli/p3.png,stimuli/m4.png,right,m,1.0,m,1.244680800000424,0.0,20.0,decision,25.0,35.0,45.0,55.0,70.0,700.0,1.6,4,1.244680800000424,1.0,4,M,high_OV,low_abs,h_OV_h_money,low_abs_h_money,1.6,4,4,2.216013289365097,-1.783986710634903,0.9999350304267604,57.0,57.0,25.0,sub-004,0.8951612903225806,3.0,-1.0,1.0,0.0485252742186101,0.0485252742186101,0.8248021575180701,-3.175197842481928,2.749340525060244,159.9549228145082,159.9549228145082,0.6237082605762181,-3.3762917394237864,0.6930091784180202,160.42939741273153,160.42939741273153,1.1457924123084269,-2.854207587691568,0.4406002937553235,152.1609717809397,152.1609717809397,0.4025504060307861,-3.5974495939692046,0.1490927429743647,150.3854441718083,150.3854441718083,0.543905391773065,-3.456094608226932,6.065200040779992,132.29822507783177,132.29822507783177,0.8258190974062672,-3.1741809025937378,2.4596885016461303,143.6685655847621,143.6685655847621,-0.0212047923104405,-4.021204792310464,1.9476834576714883,70.66015623985184,70.66015623985184
20,143,sub-004,p5,m3,,5,7000.0,stimuli/p5.png,stimuli/m3.png,right,m,1.0,m,1.2778207999999722,0.0,21.0,decision,25.0,35.0,45.0,55.0,70.0,700.0,2.0,3,1.2778207999999722,1.0,4,P,high_OV,mid_abs,h_OV_h_pain,mid_abs,2.0,3,3,3.693355482275162,0.6933554822751624,0.9396706506745736,57.0,57.0,25.0,sub-004,0.8951612903225806,5.0,2.0,1.0,0.0485252742186101,0.0485252742186101,1.374670262530122,-1.6253297374698772,2.749340525060244,159.9549228145082,159.9549228145082,1.7325229460450529,-1.26747705395495,0.6930091784180202,160.42939741273153,160.42939741273153,1.2602290694879803,-1.7397709305120206,0.4406002937553235,152.1609717809397,152.1609717809397,1.863659287179567,-1.136340712820436,0.1490927429743647,150.3854441718083,150.3854441718083,1.054731015539054,-1.94526898446094,6.065200040779992,132.29822507783177,132.29822507783177,1.0661278704115034,-1.9338721295884973,2.4596885016461303,143.6685655847621,143.6685655847621,-0.0117021292267708,-3.0117021292267787,1.9476834576714883,70.66015623985184,70.66015623985184
21,144,sub-004,p1,m5,,1,2500.0,stimuli/m5.png,stimuli/p1.png,right,m,1.0,m,1.0526995000000172,0.0,22.0,decision,25.0,35.0,45.0,55.0,70.0,700.0,1.5,5,1.0526995000000172,1.0,4,M,high_OV,high_abs,h_OV_h_money,high_abs_h_money,1.5,5,5,0.7386710964550325,-4.261328903544968,0.9999999342458068,57.0,57.0,25.0,sub-004,0.8951612903225806,1.0,-4.0,1.0,0.0485252742186101,0.0485252742186101,0.2749340525060258,-4.725065947493976,2.749340525060244,159.9549228145082,159.9549228145082,0.0693009178418019,-4.930699082158201,0.6930091784180202,160.42939741273153,160.42939741273153,1.0454950760719377,-3.9545049239280727,0.4406002937553235,152.1609717809397,152.1609717809397,0.0149092742974364,-4.985090725702556,0.1490927429743647,150.3854441718083,150.3854441718083,-0.5547068968950445,-5.55470689689504,6.065200040779992,132.29822507783177,132.29822507783177,0.4767868781894418,-4.523213121810577,2.4596885016461303,143.6685655847621,143.6685655847621,-0.1157995484445205,-5.115799548444527,1.9476834576714883,70.66015623985184,70.66015623985184
22,145,sub-004,p4,m1,,4,5500.0,stimuli/p4.png,stimuli/m1.png,right,m,0.0,n,1.7689074000008986,0.0,23.0,decision,25.0,35.0,45.0,55.0,70.0,700.0,1.5,1,-1.7689074000008986,0.0,4,P,low_OV,high_abs,low_OV_h_pain,high_abs_h_pain,1.5,1,1,2.95468438582013,1.95468438582013,0.3175039691099049,57.0,57.0,25.0,sub-004,0.8951612903225806,4.0,3.0,1.0,0.0485252742186101,0.0485252742186101,1.0997362100241037,0.0997362100240975,2.749340525060244,159.9549228145082,159.9549228145082,1.1088146854688308,0.1088146854688328,0.6930091784180202,160.42939741273153,160.42939741273153,1.2011018710346224,0.201101871034624,0.4406002937553235,152.1609717809397,152.1609717809397,0.9541935550359352,-0.0458064449640636,0.1490927429743647,150.3854441718083,150.3854441718083,0.831587464224846,-0.168412535775153,6.065200040779992,132.29822507783177,132.29822507783177,0.9535737563788836,-0.0464262436211162,2.4596885016461303,143.6685655847621,143.6685655847621,-0.0150806455420784,-1.0150806455420818,1.9476834576714883,70.66015623985184,70.66015623985184
