,z_subj,a_subj,t_subj,v_Intercept_subj
0,0.6053960451358636,1.8655528007411017,0.5682873558947709,
1,0.6425113157951775,1.6919341206085197,0.5769069752910526,
2,0.6719437091921096,1.7511746411671567,0.6786277409069984,
3,0.45975553706388156,1.42074510431438,0.6982987089519151,
4,0.7018016469827945,1.3995886664431982,0.4271610531336053,
5,0.7368536070368511,1.5868097028815522,0.5551257201424622,
6,0.7455105537761325,1.4920127004363772,0.48746820523726864,
7,0.5582754389173958,2.3328380930605674,0.5235507959859804,
8,0.7152003265039,1.1870344172829421,0.502174328073527,
9,0.6369534195432723,1.4850916949526574,0.5035159203982829,
10,0.6551598689151752,1.7389434961465384,0.37713614293403996,
11,0.6411614787792181,1.7824845229127029,0.7025063696164481,
12,0.7348457969087744,1.5078660382370017,0.749437681600876,
13,0.5379774794437182,1.6898732545972086,0.877025832880634,
14,0.3348459074864097,1.3060583792754759,0.6372473525509039,
15,0.6050413592731578,1.5587813241717994,0.5949259625000585,
16,0.5031896755460376,1.3033434309249075,0.5877905862311766,
17,0.6566088804884689,1.9177517508640922,0.6117581490702478,
18,0.6641794342673579,1.1569413423988177,0.6637989602501381,
19,0.6543780050082467,1.2672093562118538,0.5566162719994311,
20,0.5980786245040725,1.691089588240869,0.5340459372493848,
21,0.7000856623870714,1.4358252353460517,0.4661323423315925,
22,0.5043825247263037,2.252035197808148,0.39119681989089733,
23,0.5575304708940019,1.325464742398558,0.6022255771332101,
24,0.3682178314861232,1.5369389643581364,0.30004578169027063,
25,0.6586379361365678,1.58120145071424,0.5776322638219733,
26,0.5739130108789533,1.2261852631694443,0.6234823268496951,
27,0.6192757733553476,1.658657889722662,0.5397192222096533,
28,0.6286274024255674,1.9072806424332547,0.47734390609030974,
29,0.5894642101277268,1.5292230783231393,0.5103126940482297,
30,0.5418128899575784,1.639282312906964,0.5304788559129716,
